,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
"Volda, 6100 Volda",56829.6,132315.4,74786.8,15094.7,71288.9,92053.5,71152.5,66813.0,68425.1,132197.8,74408.5,79191.9,70903.6,33891.1,72336.8,43025.6,63470.8,63651.2,68427.8,73566.8,88707.4,71093.3,59771.8,68971.8,70983.0,11010.2,0.0,33938.7,11124.7,71173.1,57905.6,42963.8,66737.6,59846.5,63906.0,10448.5,70891.3,33919.7,47385.2,52646.1,52214.2,43967.8,68934.4,46807.0,25674.4,71324.0,90423.5,90717.5,7476.6,25820.5,100553.7,112748.2,132263.1,41782.3,47179.5,67498.4,25731.3,108567.9,97897.6,65717.4,33948.4,10664.4,70113.8,80485.9,731.6,63741.5,73433.3,68571.0,59771.9,109669.3,67235.6,65612.0,60064.4,68802.5,60868.0,86166.8,57074.7,33594.0,73579.1,70929.6,30176.6,62699.9,71510.7,61156.1,114339.0,58516.4,64387.6,60152.0,10760.1,71290.9,49546.0,70619.4,40537.5,48913.3,63291.1,82350.6,76400.3,59936.1,70673.3,60837.8,60679.4,60682.2,59492.4,107408.9,23853.5,132136.2,71206.0,71098.9,70367.1,93696.4,73618.4,70919.6,53381.4,51932.6,47303.8,7462.7,63350.8,118315.3,59605.5,32025.0,85624.2,34599.9,30713.8,62125.4,60214.9,57401.0,10367.5,71950.4,86101.1,86183.5,86179.1,85014.4,85014.4,52649.5,63782.2,59576.4,34121.6,33314.9,71027.2,54820.4,1603.3,10480.6,69296.0
Café Nova,31419.9,132003.2,56334.3,37416.5,45879.2,66643.8,45742.8,43483.0,43015.4,131671.1,48998.9,53782.2,45494.0,286.1,46927.1,11220.5,47130.9,33836.8,43018.1,107115.1,63297.7,45683.6,34362.2,53851.2,45573.3,32997.6,33778.9,0.0,33112.2,45763.4,32495.9,11158.7,41327.9,34436.8,46573.1,32436.0,45481.7,390.3,27653.7,28898.8,48842.2,12162.7,43524.7,27075.4,56220.8,45914.4,123971.7,124265.7,30620.7,56367.0,75144.1,100876.5,131951.0,22050.8,27448.0,101046.6,56277.7,83158.3,131445.8,49191.3,88.8,32651.9,44704.1,55076.3,34279.8,46780.9,48023.6,43161.4,34362.2,97797.5,41825.9,40202.3,34654.8,43392.8,31053.6,79996.8,90622.9,838.7,48169.5,45519.9,10445.1,32885.5,46101.0,35746.4,88929.4,92064.6,38978.0,34742.3,32747.6,45881.2,29814.5,45209.7,8732.4,29181.7,37881.4,56940.9,50990.6,34526.4,45263.6,35428.1,35269.8,35272.6,93040.6,110458.6,54087.0,131732.7,45796.3,45689.2,44957.4,97676.1,48208.7,45510.0,27971.8,48560.7,27572.3,30606.8,33536.4,106443.5,34195.8,4438.4,78565.9,1566.5,52701.2,36715.7,34805.2,31991.4,32355.0,46540.8,79931.1,80013.6,80009.1,78844.4,78844.4,28902.3,47271.8,34166.7,253.7,1583.3,45617.5,51448.4,32479.9,32468.1,43886.3
Det Lille Napoli,45809.7,141095.9,63766.9,5565.5,60269.0,81033.6,60132.6,55793.1,57405.2,140978.3,63388.7,68172.0,59883.8,33012.5,61316.9,42146.9,52451.0,52631.3,57407.9,82347.3,77687.5,60073.4,48752.0,57951.9,59963.1,772.2,10983.9,33060.0,0.0,60153.2,46885.7,42085.2,55717.7,48826.6,52886.2,784.5,59871.5,33041.1,46506.6,41626.2,59652.7,43089.2,57914.5,45928.3,25645.1,60304.2,99204.0,99498.0,4007.8,25791.3,89533.8,121528.7,141043.6,40903.7,46300.9,76278.9,25702.0,97548.1,106678.1,73155.9,33069.8,489.4,59093.9,69466.1,11484.8,52721.6,62413.4,57551.2,48752.0,118449.8,56215.7,54592.1,49044.6,57782.6,49848.1,94947.3,65855.2,32715.4,62559.3,59909.7,29298.0,51680.0,60490.8,50136.2,103319.2,67296.9,53367.8,49132.1,581.8,60271.0,48667.4,59599.5,39658.9,48034.6,52271.2,71330.7,65380.4,48916.2,59653.4,49817.9,49659.5,49662.3,68272.9,124848.4,31292.0,140916.7,60186.1,60079.0,59347.2,112065.9,62598.5,59899.8,42361.5,59371.1,46425.2,3993.9,52331.0,127095.7,48585.6,31146.4,94404.7,33721.3,19693.9,51105.5,49195.0,46381.2,923.9,60930.6,94881.6,94964.0,94959.6,93794.9,93794.9,41629.6,52762.3,48556.5,33243.0,32436.2,60007.3,62258.9,9684.8,772.2,58276.1
KIRKEGATA 1 A,17138.9,108321.9,38843.9,65634.0,432.9,43259.9,209.1,25992.7,3018.0,107989.7,25317.5,11185.9,252.3,45364.9,1302.7,34763.5,29640.6,28205.0,3215.8,142415.8,39616.3,777.7,12442.5,36360.9,185.6,60867.8,71052.3,45297.6,60150.0,0.0,15005.5,34623.6,5372.0,11542.2,29082.7,60852.9,753.1,45059.9,70939.0,18886.5,92127.6,36237.3,3324.1,70360.7,85713.6,1008.5,159272.4,159566.4,64076.3,85859.7,51760.1,144161.8,108269.6,65336.1,70733.3,136347.4,85770.4,59774.3,166746.5,92476.6,45329.4,60557.8,1069.0,31394.9,71553.3,29290.5,2399.2,3359.0,12219.9,141082.8,5870.0,5793.8,17164.4,3192.2,25421.8,62506.5,125923.7,44929.0,2545.1,326.7,53730.4,27253.7,555.8,11517.1,65248.0,127365.4,7434.9,11335.2,60650.3,975.4,73099.8,708.4,37092.6,72467.0,8218.6,14344.6,29547.5,11280.7,513.1,11029.2,10870.9,10873.7,128341.4,86777.3,91360.4,108051.3,251.2,997.7,845.0,73994.7,2584.3,285.7,17745.8,91846.0,70857.6,64062.4,27904.7,149728.8,12528.0,47723.7,61075.6,43857.3,40488.5,9598.1,11794.6,14501.0,60992.3,995.6,62440.7,62523.2,62518.7,61354.0,61354.0,18890.0,29781.4,12498.9,45129.2,46073.6,711.7,94733.7,69753.3,60840.6,3888.9
Gamle Blindheimsveg 25,4180.8,101161.8,24208.3,52675.9,15037.8,35802.5,14901.4,11357.0,12174.0,100829.7,18157.5,22940.8,14652.6,32406.8,16085.7,21805.4,15004.9,15246.9,12176.7,129457.7,32456.3,14842.2,3520.8,21725.2,14731.9,47909.7,58094.2,32339.4,47191.9,14922.0,0.0,21665.5,10486.5,3595.4,14447.1,47894.8,14640.3,32101.8,57980.9,5928.4,79169.4,23279.2,12683.4,57402.6,72755.4,15073.0,146314.3,146608.3,51118.2,72901.6,44302.7,131203.7,101109.6,52378.0,57775.2,123389.2,72812.3,52316.9,153788.4,79518.5,32371.3,47599.7,13862.7,24234.9,58595.2,14654.9,17182.2,12320.0,3520.9,128124.7,10984.5,9360.9,2528.8,12551.5,12463.7,47870.8,112965.5,31970.9,17328.1,14678.5,40772.3,14295.6,15259.6,4905.0,58088.0,114407.2,8136.6,3900.9,47692.1,15039.8,60141.7,14368.4,24134.4,59508.9,7040.1,26099.5,18864.6,3685.0,14422.3,4586.7,4428.4,4431.2,115383.3,79617.2,78402.3,100891.3,14955.0,14847.8,14116.0,66834.7,17367.3,14668.6,4787.7,78887.9,57899.5,51104.2,14946.5,136770.7,3354.5,34765.6,46439.9,30899.2,27530.4,5874.4,3963.8,582.9,48034.2,15699.4,47805.1,47887.5,47883.1,46718.4,46718.4,5931.8,15145.8,3325.3,32171.1,33115.5,14776.2,81775.6,56795.2,47882.5,13045.0
Eurospar Hareid,20682.8,121266.1,45597.2,46421.7,35142.1,55906.7,35005.7,32745.9,32278.3,120934.0,38261.8,43045.1,34756.9,11084.8,36190.0,483.4,36393.8,23099.7,32281.0,116120.2,52560.6,34946.5,23625.1,43114.1,34836.2,42002.8,42784.0,11017.4,42117.3,35026.3,21758.8,0.0,30590.8,23699.7,35836.0,41441.1,34744.6,10779.8,36658.8,18161.7,57847.4,1957.2,32787.6,36080.6,65226.0,35177.3,132976.9,133270.9,39625.8,65372.1,64407.0,109881.6,121213.9,31055.9,36453.2,110051.8,65282.8,72421.2,140450.9,58196.4,11049.2,41657.0,33967.0,44339.2,43285.0,36043.8,37286.5,32424.3,23625.1,106802.7,31088.8,29465.2,23917.7,32655.7,20316.5,69259.7,99628.1,10648.9,37432.4,34782.8,19450.2,22148.4,35363.9,25009.3,78192.3,101069.8,28240.9,24005.2,41752.8,35144.1,38819.6,34472.6,2812.4,38186.9,27144.3,46203.8,40253.5,23789.3,34526.5,24691.0,24532.6,24535.5,102045.8,99721.5,63092.2,120995.6,35059.2,34952.1,34220.3,86939.0,37471.6,34772.9,17234.7,57565.9,36577.4,39611.9,22799.3,115448.6,23458.7,13443.6,67828.8,9577.2,61706.4,25978.6,24068.1,21254.3,41360.1,35803.7,69194.0,69276.4,69272.0,68107.3,68107.3,18165.2,36534.7,23429.6,10849.0,11793.5,34880.4,60453.6,41485.0,41473.2,33149.2
LARSGÅRDSVEGEN 19,12669.6,103852.6,34374.6,61164.7,5271.6,38493.2,5135.2,21523.4,2407.8,103520.4,20848.2,13174.6,4886.4,40895.6,6319.5,30294.2,25171.3,23735.7,2410.5,137946.5,35147.0,5076.0,7973.2,31891.6,4965.7,56398.5,66583.0,40828.2,55680.7,5155.8,10536.2,30154.3,0.0,7072.9,24613.4,56383.6,4874.1,40590.6,66469.7,14417.2,87658.2,31768.0,2917.1,65891.4,81244.3,5306.8,154803.1,155097.1,59607.0,81390.4,46993.4,139692.5,103800.3,60866.8,66264.0,131878.1,81301.1,55007.6,162277.2,88007.3,40860.1,56088.5,4096.5,26925.6,67084.0,24821.2,7416.0,1950.4,7750.6,136613.5,1131.5,1123.6,12695.1,2785.3,20952.5,58037.2,121454.4,40459.7,7561.9,4912.3,49261.1,22784.4,5493.4,7047.8,60778.7,122896.0,2764.6,6865.8,56180.9,5273.6,68630.5,4602.1,32623.3,67997.7,3749.3,16333.3,25078.2,6811.4,4656.0,6559.9,6401.6,6404.4,123872.1,82307.9,86891.1,103582.0,5188.7,5081.6,4349.8,69525.4,7601.1,4902.4,13276.5,87376.7,66388.3,59593.0,23435.4,145259.5,8058.7,43254.4,56606.3,39388.0,36019.2,5128.8,7325.3,10031.7,56523.0,5933.2,57971.4,58053.9,58049.4,56884.7,56884.7,14420.6,25312.1,8029.6,40659.9,41604.3,5009.9,90264.4,65284.0,56371.3,3278.8
Eurospar Moa,5769.8,98116.5,27474.8,54264.8,11956.0,32757.1,11819.6,14623.5,9092.2,97784.3,15112.1,19859.0,11570.7,33995.8,13003.8,23394.4,18271.4,16835.8,9094.9,131046.6,29410.9,11760.4,1325.2,24991.7,11650.1,49498.7,59683.1,33928.4,48780.8,11840.2,3636.4,23254.5,7404.7,0.0,17713.6,49483.7,11558.4,33690.8,59569.8,7517.4,80758.4,24868.2,9601.5,58991.6,74344.4,11991.1,147903.3,148197.3,52707.1,74490.6,41257.3,132792.6,98064.2,53966.9,59364.2,124978.2,74401.3,49271.5,155377.3,81107.4,33960.2,49188.7,10780.9,21189.5,60184.1,17921.4,14100.4,9238.1,1234.5,129713.7,7902.7,6168.6,5795.3,9469.6,14052.7,51137.3,114554.5,33559.9,14246.2,11596.6,42361.2,15884.5,12177.8,1725.9,55042.6,115996.2,4944.3,746.2,49281.1,11958.0,61730.6,11286.5,25723.4,61097.9,3847.8,23017.7,19342.1,1052.0,11340.4,1541.3,1383.0,1385.8,116972.2,76571.9,79991.3,97845.9,11873.1,11766.0,11034.2,63789.3,14285.5,11586.7,6376.7,80476.9,59488.4,52693.2,16535.5,138359.6,1158.9,36354.6,49706.4,32488.2,29119.4,2595.1,809.1,3131.9,49623.2,12617.5,51071.6,51154.0,51149.6,49984.9,49984.9,7520.8,18412.3,1129.8,33760.0,34704.5,11694.3,83364.6,58384.1,49471.5,9963.1
Eurospar Sykkylven,18308.7,76520.7,10996.3,58407.4,29165.7,40389.0,29029.3,3133.2,26301.9,76188.6,22744.0,37068.7,28780.5,46534.7,30213.6,35933.3,557.9,29374.8,26304.6,123247.3,30057.3,28970.1,17648.7,7588.4,28859.8,53641.2,63825.7,46467.3,52923.4,29049.9,14457.0,35793.4,24614.4,17723.3,0.0,53626.3,28768.2,46229.7,72108.7,20056.3,112494.5,37407.1,26811.2,71530.5,78486.9,29200.9,140103.9,140397.9,56849.7,78633.1,48889.2,174189.1,76468.4,66505.9,71903.1,117178.9,78543.8,56903.4,147578.0,93646.4,46499.1,53331.2,27990.6,24573.6,64326.7,207.8,31310.1,26447.9,17648.7,171110.2,25112.4,23488.8,12232.6,26679.4,26591.6,33734.0,106755.1,46098.8,31456.0,28806.4,54900.1,28423.5,29387.5,19032.9,55689.0,119957.3,22264.5,18028.8,53423.7,29167.7,74269.5,28496.2,38262.3,73636.8,21168.0,40227.4,18679.1,17812.9,28550.1,18714.6,18556.3,18559.1,120176.4,54976.1,84133.8,76250.2,29082.8,28975.7,28243.9,41263.6,31495.2,28796.5,18915.6,112213.0,72027.4,56835.7,29074.4,179756.1,17482.3,48893.5,32303.1,45027.1,33261.9,20002.2,18091.7,14787.8,53765.7,29827.3,33668.3,33750.7,33746.3,32581.5,32581.5,20059.7,698.7,17453.2,46299.0,47243.4,28904.0,115100.7,62526.7,53614.0,27172.9
Eurospar Ørsta,46491.2,140634.0,64448.4,5103.7,60950.4,81715.1,60814.1,56474.6,58086.7,140516.4,64070.1,68853.5,60565.2,32364.5,61998.3,41498.9,53132.4,53312.8,58089.4,81885.4,78369.0,60754.8,49433.4,58633.4,60644.6,671.8,10335.9,32412.1,786.3,60834.7,47567.2,41437.2,56399.2,49508.1,53567.6,0.0,60552.9,32393.1,45858.6,42307.7,59004.7,42441.2,58596.0,45280.3,25183.2,60985.6,98742.1,99036.1,3359.9,25329.4,90215.3,121066.9,140581.7,40255.7,45652.9,75817.0,25240.1,98229.5,106216.2,72507.9,32421.8,326.0,59775.4,70147.5,10836.9,53403.1,63094.9,58232.6,49433.5,117987.9,56897.2,55273.6,49726.0,58464.1,50529.6,94485.4,65393.3,32067.4,63240.7,60591.1,28650.0,52361.5,61172.3,50817.7,104000.6,66835.0,54049.2,49813.6,421.7,60952.5,48019.4,60281.0,39010.9,47386.7,52952.7,72012.2,66061.9,49597.7,60334.9,50499.4,50341.0,50343.8,67811.0,125529.9,30644.0,140454.8,60867.6,60760.5,60028.7,112747.4,63280.0,60581.2,43043.0,58723.2,45777.2,3345.9,53012.4,126633.9,49267.1,30498.4,93942.8,33073.3,20375.3,51787.0,49876.5,47062.6,107.9,61612.0,94419.7,94502.1,94497.7,93333.0,93333.0,42311.1,53443.8,49238.0,32595.0,31788.3,60688.8,61610.9,9036.9,115.6,58957.6
Rasmus Rønnebergs gate 21,16951.4,108134.3,38656.4,65446.4,934.9,43072.3,798.5,25805.1,2830.5,107802.2,25129.9,10998.4,549.7,45177.4,1982.8,34576.0,29453.0,28017.4,3028.2,142228.2,39428.8,478.9,12255.0,36173.3,629.0,60680.3,70864.7,45110.0,59962.4,819.1,14818.0,34436.1,5184.4,11354.6,28895.2,60665.3,0.0,44872.4,70751.4,18699.0,91940.0,36049.8,3136.6,70173.2,85526.0,824.4,159084.9,159378.9,63888.7,85672.1,51572.5,143974.2,108082.0,65148.5,70545.8,136159.8,85582.9,59586.8,166558.9,92289.0,45141.8,60370.3,785.4,31207.3,71365.7,29103.0,3079.3,3171.5,12032.4,140895.3,5682.4,5606.3,16976.9,3004.7,25234.3,62318.9,125736.1,44741.5,3225.2,429.9,53542.8,27066.1,1156.7,11329.5,65060.4,127177.8,7247.3,11147.6,60462.7,791.3,72912.2,512.0,36905.0,72279.5,8031.0,14157.0,29359.9,11093.2,486.1,10841.7,10683.3,10686.1,128153.8,86589.7,91172.9,107863.8,852.1,644.8,569.1,73807.2,3264.4,471.0,17558.3,91658.5,70670.0,63874.8,27717.1,149541.2,12340.5,47536.2,60888.0,43669.8,40301.0,9410.6,11607.0,14313.5,60804.8,1596.5,62253.2,62335.6,62331.2,61166.5,61166.5,18702.4,29593.9,12311.4,44941.6,45886.1,527.6,94546.2,69565.7,60653.1,3701.4
"Ulsteinvik, 6065 Ulsteinvik",31097.0,131680.3,56011.3,37435.4,45556.3,66320.9,45419.9,43160.1,42692.5,131348.1,48675.9,53459.3,45171.0,305.0,46604.2,10897.5,46808.0,33513.8,42695.2,107133.9,62974.8,45360.7,34039.2,53528.3,45250.4,33016.5,33797.7,237.6,33131.0,45440.5,32173.0,10835.8,41005.0,34113.9,46250.1,32454.8,45158.7,0.0,27672.5,28575.9,48861.1,11839.8,43201.8,27094.3,56239.7,45591.4,123990.5,124284.6,30639.5,56385.8,74821.1,100895.3,131628.0,22069.6,27466.8,101065.5,56296.5,82835.3,131464.6,49210.1,269.4,32670.7,44381.2,54753.3,34298.7,46458.0,47700.7,42838.4,34039.3,97816.4,41503.0,39879.4,34331.8,43069.9,30730.7,79673.9,90641.8,538.5,47846.5,45197.0,10463.9,32562.5,45778.1,35423.5,88606.4,92083.5,38655.0,34419.4,32766.4,45558.3,29833.3,44886.8,8409.5,29200.6,37558.5,56618.0,50667.7,34203.5,44940.7,35105.2,34946.8,34949.6,93059.5,110135.7,54105.9,131409.8,45473.4,45366.3,44634.5,97353.2,47885.8,45187.0,27648.8,48579.6,27591.1,30625.6,33213.5,106462.3,33872.9,4457.3,78243.0,1311.1,52720.1,36392.8,34482.3,31668.4,32373.8,46217.8,79608.2,79690.6,79686.2,78521.5,78521.5,28579.3,46948.8,33843.8,201.9,1602.1,45294.6,51467.3,32498.7,32486.9,43563.4
"Fosnavåg, 6090 Fosnavåg",56971.2,179234.7,81885.6,50787.7,71430.5,92195.2,71294.1,69034.3,68566.7,179117.2,74550.2,79333.5,71045.3,27637.3,72478.4,36771.8,72682.3,59388.1,68569.4,120486.2,88849.0,71234.9,59913.5,79402.5,71124.6,46368.8,47150.0,27684.9,46483.3,71314.7,58047.2,36710.0,66879.2,59988.1,72124.4,45807.1,71033.0,27665.9,0.0,54450.2,56493.3,37714.1,69076.1,761.9,69592.0,71465.7,137342.9,137636.9,43991.8,69738.1,100695.4,108527.6,179182.5,29701.8,35099.1,114417.8,69648.9,108709.6,144816.9,56842.4,27694.7,46023.0,70255.4,80627.6,47651.0,72332.2,73574.9,68712.7,59913.6,105448.6,67377.2,65753.6,60206.1,68944.2,56604.9,133086.2,103994.1,27340.2,73720.8,71071.2,17760.5,58436.8,71652.3,61297.8,114480.7,105435.8,64529.3,60293.6,46118.8,71432.5,37465.5,70761.1,34283.7,1692.5,63432.8,82492.2,76541.9,60077.7,70815.0,60979.4,60821.1,60823.9,106411.8,136009.9,67458.2,179055.6,71347.7,71240.6,70508.7,123227.4,73760.0,71061.3,53523.1,56211.8,137.1,43977.9,59087.8,114094.6,59747.2,25771.3,132543.6,28346.2,66072.4,62267.1,60356.5,57542.7,45726.2,72092.1,133020.4,133102.9,133098.5,131933.7,131933.7,54453.6,72823.1,59718.1,27867.8,27061.1,71168.9,59099.5,45851.0,45839.3,69437.7
"Sunde, 6030 Sunde",4576.2,105159.6,29490.6,47140.2,19035.5,39800.2,18899.1,16639.4,16171.8,104827.4,22155.2,26938.6,18650.3,28557.8,20083.4,17956.4,20287.3,11397.8,16174.4,123922.0,36454.0,18839.9,7518.5,27007.6,18729.6,42374.0,52558.5,28490.4,41656.2,18919.8,5652.2,17816.5,14484.2,7593.1,19729.4,42359.1,18638.0,28252.8,54131.8,0.0,75320.4,19430.2,16681.1,53553.6,67219.8,19070.7,140778.7,141072.7,45582.5,67365.9,48300.4,127354.7,105107.3,48528.9,53926.2,117853.6,67276.7,56314.6,148252.7,75669.5,28522.2,42064.0,17860.5,28232.6,53059.5,19937.2,21180.0,16317.7,7518.6,124275.7,14982.3,13358.6,7811.1,16549.2,8614.7,53153.2,107429.9,28121.9,21325.8,18676.2,36923.2,10446.5,19257.4,8902.8,62085.7,108871.6,12134.3,7898.6,42156.5,19037.6,56292.6,18366.1,20285.4,55659.9,11037.8,30097.3,24147.0,7682.7,18420.0,8584.4,8426.1,8428.9,109847.6,83615.0,72866.7,104889.0,18952.7,18845.6,18113.8,70832.4,21365.1,18666.3,1128.1,75038.9,54050.5,45568.6,11097.5,132921.7,7352.2,30916.6,51722.3,27050.2,21994.8,9872.1,7961.5,5147.7,42498.6,19697.1,53087.4,53169.9,53165.4,52000.7,52000.7,3.4,20428.1,7323.1,28322.1,29266.5,18773.9,77926.6,51259.5,42346.9,17042.7
Fiskå Brygge Gjestgiveri,78160.0,186818.1,123349.7,63992.0,92619.3,113383.9,92482.9,90223.1,89755.5,186700.5,95739.0,100522.3,92234.1,48826.1,93667.2,57960.6,112033.8,80576.9,89758.2,128069.6,110037.8,92423.7,81102.3,117534.7,92313.4,59573.1,52224.2,48873.7,59687.6,92503.5,79236.0,57898.8,88068.0,81176.9,112469.0,59011.4,92221.8,48854.7,56507.7,75638.9,0.0,58902.8,90264.8,55929.5,76991.6,92654.5,144926.2,145220.2,56039.6,77137.7,121884.2,54973.7,186765.9,26983.7,21488.3,122001.2,77048.5,129898.4,116388.8,16141.2,48883.4,59227.3,91444.2,101816.4,52048.8,112304.4,94763.7,89901.4,81102.3,51894.7,88566.0,86942.4,81394.9,90132.9,77793.7,137484.0,111577.5,48529.0,94909.6,92260.0,39299.1,79625.6,92841.1,82486.5,135669.5,66306.1,85718.1,81482.4,59323.1,92621.3,25170.8,91949.8,55472.5,58035.8,84621.5,103681.0,97730.7,81266.5,92003.7,82168.2,82009.8,82012.7,66627.5,215661.0,28462.8,186638.9,92536.4,92429.3,91697.5,145013.6,94948.8,92250.1,74711.9,413.7,56426.3,56025.6,80276.5,60540.7,80935.9,46960.0,136941.4,49534.9,79276.7,83455.8,81545.3,78731.4,58930.5,93280.9,137418.3,137500.7,137496.3,136331.6,136331.6,75642.4,112345.1,80906.8,49056.6,48249.9,92357.6,3406.6,51312.7,59043.6,90626.4
"Hareid, 6060 Hareid",21793.8,122377.2,46708.2,47464.3,36253.1,57017.8,36116.7,33856.9,33389.4,122045.0,39372.8,44156.2,35867.9,12127.4,37301.0,1550.0,37504.9,24210.7,33392.0,117162.9,53671.6,36057.5,24736.1,44225.1,35947.2,43045.4,43826.7,12060.1,43160.0,36137.3,22869.8,1989.7,31701.8,24810.7,36947.0,42483.8,35855.6,11822.4,37701.5,19272.8,58890.1,0.0,33898.7,37123.2,66268.6,36288.3,134019.5,134313.5,40668.5,66414.8,65518.0,110924.3,122324.9,32098.6,37495.8,111094.5,66325.5,73532.2,141493.6,59239.1,12091.9,42699.7,35078.1,45450.2,44327.7,37154.8,38397.5,33535.3,24736.2,107845.3,32199.8,30576.2,25028.7,33766.8,21427.5,70370.8,100670.8,11691.5,38543.4,35893.8,20492.9,23259.4,36474.9,26120.4,79303.3,102112.4,29351.9,25116.2,42795.4,36255.1,39862.3,35583.7,3855.1,39229.5,28255.4,47314.8,41364.5,24900.3,35637.6,25802.0,25643.7,25646.5,103088.5,100832.6,64134.8,122106.6,36170.3,36063.2,35331.4,88050.0,38582.7,35883.9,18345.7,58608.5,37620.1,40654.6,23910.4,116491.3,24569.8,14486.2,68939.9,10619.8,62749.0,27089.7,25179.1,22365.3,42402.8,36914.7,70305.0,70387.5,70383.0,69218.3,69218.3,19276.2,37645.7,24540.7,11891.7,12836.1,35991.5,61496.2,42527.7,42515.9,34260.3
