,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
Café Nova,3273.4,9967.5,5421.4,2813.4,4200.2,5342.9,4188.3,4605.3,3964.3,9906.7,4223.6,4700.3,4158.0,39.8,4293.2,875.5,4864.4,3532.2,3969.6,6606.6,5108.6,4164.6,3395.5,5302.5,4168.1,2170.9,2185.2,0.0,2133.9,4186.3,3276.1,872.3,3891.7,3383.9,4797.4,2083.9,4155.1,49.8,1879.6,3035.2,4900.2,1006.2,4016.4,1826.5,3613.0,4192.5,7599.3,7631.3,1871.8,3623.8,5929.4,7947.8,9949.0,1459.1,1794.4,6146.5,3609.8,6532.9,8109.2,4936.6,20.1,2091.1,4069.7,4609.4,2210.5,4832.6,4392.1,3990.9,3372.8,7822.3,3967.3,3924.0,3392.6,4035.7,3292.5,6931.9,5475.7,119.6,4446.5,4154.6,755.5,3448.2,4210.6,3476.8,6573.1,5571.9,3864.8,3395.7,2099.5,4187.7,2019.1,4119.6,721.1,2028.5,3711.6,4938.7,4511.8,3399.2,4123.7,3463.5,3430.9,3435.1,5599.9,8705.8,4463.6,9912.1,4183.0,4169.8,4100.8,7481.9,4441.6,4155.8,2936.0,4842.5,1866.3,1886.4,3509.4,8456.6,3347.3,353.7,6788.3,202.3,3324.0,3595.7,3414.2,3212.9,2074.6,4256.3,6927.9,6934.9,6934.3,6830.6,6830.6,3036.0,4896.4,3344.7,36.7,172.2,4176.4,5034.9,2052.8,2101.6,4053.1
Det Lille Napoli,3870.6,8645.0,4910.3,817.5,4797.4,5940.1,4785.5,4415.9,4561.5,8598.8,4820.8,5297.5,4755.2,2107.5,4890.4,2696.4,4196.6,4390.4,4566.8,5235.6,5705.8,4761.8,3992.7,4561.2,4765.3,131.0,877.6,2113.9,0.0,4783.5,3873.3,2693.2,4488.9,3981.1,4204.6,85.5,4752.3,2109.0,2972.0,3523.2,4925.7,2827.1,4613.6,2918.9,1708.2,4789.7,6228.3,6260.3,325.3,1719.0,6526.6,7406.6,8626.5,2551.5,2886.8,4775.5,1705.0,7130.1,6738.2,5741.6,2119.1,54.0,4666.9,5206.6,902.9,4214.8,4989.3,4588.1,3970.0,7281.1,4564.5,4521.2,3989.8,4632.9,4150.7,5881.9,4104.7,2090.9,5043.7,4751.8,1847.9,4306.4,4807.8,4074.0,7170.3,4200.9,4462.0,3992.9,60.9,4784.9,3111.5,4716.8,2542.0,3120.9,4308.8,5535.9,5109.0,3996.4,4720.9,4060.7,4028.1,4032.3,4228.9,9303.0,3156.0,8593.4,4780.2,4767.0,4698.0,8079.1,5038.8,4753.0,3533.2,4868.0,2958.7,339.9,4367.6,7915.4,3944.5,1958.7,5838.9,2167.0,1212.5,4192.9,4011.4,3810.1,102.8,4853.5,5877.9,5884.9,5884.3,5780.6,5780.6,3524.0,4241.2,3941.9,2138.6,2060.3,4773.6,5060.4,745.2,88.0,4650.3
KIRKEGATA 1 A,1318.7,7409.0,3257.3,5585.0,51.8,2750.6,27.7,2441.2,247.4,7348.2,1665.1,840.9,42.3,4120.4,131.1,3340.6,2700.3,2104.8,269.9,10003.1,2550.1,93.3,964.9,3138.4,29.0,4899.9,5645.1,4117.5,4776.5,0.0,1112.0,3330.5,408.4,877.8,2633.3,4853.0,94.1,4084.6,5729.8,1358.6,8750.4,3535.0,280.6,5676.7,6475.7,121.2,10995.8,11027.8,5092.8,6486.5,3337.1,11798.0,7390.5,5309.3,5644.6,9543.0,6472.5,3940.6,11505.7,8786.8,4129.7,4821.5,125.8,2050.9,5670.4,2668.5,230.0,291.2,926.2,11672.5,484.0,447.1,1228.5,299.9,1865.1,4767.8,8872.2,4062.4,284.4,44.4,4605.7,2020.8,59.0,872.8,4014.6,8968.4,618.5,838.7,4828.4,116.4,5869.3,90.4,3564.1,5878.7,577.7,1079.3,1994.6,844.3,73.8,848.1,815.5,819.7,8996.4,6147.3,7923.5,7353.6,31.4,115.7,111.8,4923.4,279.5,40.6,1240.2,8692.7,5716.5,5107.4,2082.0,12306.8,918.1,4203.9,4624.2,3997.6,3592.4,698.1,892.7,1048.8,4870.3,104.7,4763.8,4770.8,4770.2,4666.5,4666.5,1359.4,2732.3,915.5,4092.5,4109.5,105.1,8885.1,5512.7,4855.5,336.2
Gamle Blindheimsveg 25,437.4,6901.0,2264.5,4703.7,1133.7,2276.4,1121.8,1448.4,897.8,6840.2,1157.1,1633.8,1091.5,3239.1,1226.7,2459.3,1707.5,1223.5,903.1,9121.8,2042.1,1098.1,329.0,2145.6,1101.6,4018.6,4763.8,3236.2,3895.2,1119.8,0.0,2449.2,825.2,317.4,1640.5,3971.7,1088.6,3203.3,4848.5,477.3,7869.1,2653.7,949.9,4795.4,5594.4,1126.0,10114.5,10146.5,4211.5,5605.2,2862.9,10916.7,6882.5,4428.0,4763.3,8661.7,5591.2,3466.4,10624.4,7905.5,3248.4,3940.2,1003.2,1542.9,4789.1,1675.7,1325.6,924.4,306.3,10791.2,900.8,857.5,235.7,969.2,983.8,3775.0,7990.9,3181.1,1380.0,1088.1,3724.4,1139.5,1144.1,410.3,3506.6,8087.1,798.3,329.2,3947.1,1121.2,4988.0,1053.1,2682.8,4997.4,645.1,1872.2,1354.9,332.7,1057.2,397.0,364.4,368.6,8115.1,5639.3,7042.2,6845.6,1116.5,1103.3,1034.3,4415.4,1375.1,1089.3,358.9,7811.4,4835.2,4226.1,1200.7,11425.5,280.8,3322.6,3631.4,3116.3,2711.1,529.2,347.7,101.0,3989.0,1189.8,3771.0,3778.0,3777.4,3673.7,3673.7,478.1,1739.5,278.2,3211.2,3228.2,1109.9,8003.8,4631.4,3974.2,986.6
Eurospar Hareid,2465.7,9159.8,4613.7,3390.8,3392.5,4535.2,3380.6,3797.6,3156.6,9099.0,3415.9,3892.6,3350.3,847.6,3485.5,67.8,4056.7,2724.5,3161.9,7184.0,4300.9,3356.9,2587.8,4494.8,3360.4,2748.3,2762.6,844.7,2711.3,3378.6,2468.4,0.0,3084.0,2576.2,3989.7,2661.3,3347.4,811.8,2457.0,2227.5,5477.6,262.2,3208.7,2403.9,4190.4,3384.8,8176.7,8208.7,2449.2,4201.2,5121.7,8525.2,9141.3,2036.5,2371.8,6723.9,4187.2,5725.2,8686.6,5514.0,856.9,2668.5,3262.0,3801.7,2787.9,4024.9,3584.4,3183.2,2565.1,8399.7,3159.6,3116.3,2584.9,3228.0,2484.8,6124.2,6053.1,789.6,3638.8,3346.9,1332.9,2640.5,3402.9,2669.1,5765.4,6149.3,3057.1,2588.0,2676.9,3380.0,2596.5,3311.9,291.3,2605.9,2903.9,4131.0,3704.1,2591.5,3316.0,2655.8,2623.2,2627.4,6177.3,7898.1,5041.0,9104.4,3375.3,3362.1,3293.1,6674.2,3633.9,3348.1,2128.3,5419.9,2443.7,2463.8,2701.7,9034.0,2539.6,931.1,5980.6,724.8,3901.4,2788.0,2606.5,2405.2,2652.0,3448.6,6120.2,6127.2,6126.6,6022.9,6022.9,2228.3,4088.7,2537.0,819.7,836.7,3368.7,5612.3,2630.2,2679.0,3245.4
LARSGÅRDSVEGEN 19,1037.2,7127.5,2975.8,5303.5,409.2,2502.9,397.3,2159.7,173.3,7066.7,1383.6,909.3,367.0,3838.9,502.2,3059.1,2418.8,1823.3,178.6,9721.6,2268.6,373.6,683.4,2856.9,377.1,4618.4,5363.6,3836.0,4495.0,395.3,830.5,3049.0,0.0,596.3,2351.8,4571.5,364.1,3803.1,5448.3,1077.1,8468.9,3253.5,225.4,5395.2,6194.2,401.5,10714.3,10746.3,4811.3,6205.0,3089.4,11516.5,7109.0,5027.8,5363.1,9261.5,6191.0,3692.9,11224.2,8505.3,3848.2,4540.0,278.7,1769.4,5388.9,2387.0,601.1,198.8,644.7,11391.0,158.1,135.6,947.0,244.7,1583.6,4486.3,8590.7,3780.9,655.5,363.6,4324.2,1739.3,419.6,591.3,3733.1,8686.9,307.0,557.2,4546.9,396.7,5587.8,328.6,3282.6,5597.2,296.2,1147.7,1713.1,562.8,332.7,566.6,534.0,538.2,8714.9,5865.8,7642.0,7072.1,392.0,378.8,309.8,4641.9,650.6,364.8,958.7,8411.2,5435.0,4825.9,1800.5,12025.3,636.6,3922.4,4342.7,3716.1,3310.9,416.6,611.2,767.3,4588.8,465.3,4482.3,4489.3,4488.7,4385.0,4385.0,1077.9,2450.8,634.0,3811.0,3828.0,385.4,8603.6,5231.2,4574.0,262.1
Eurospar Moa,519.5,6688.3,2458.1,4785.8,919.8,2063.7,907.9,1642.0,683.9,6627.5,944.4,1419.9,877.6,3321.2,1012.8,2541.4,1901.1,1305.6,689.2,9203.9,1829.4,884.2,167.1,2339.2,887.7,4100.7,4845.9,3318.3,3977.3,905.9,312.8,2531.3,611.3,0.0,1834.1,4053.8,874.7,3285.4,4930.6,559.4,7951.2,2735.8,736.0,4877.5,5676.5,912.1,10196.6,10228.6,4293.6,5687.3,2650.2,10998.8,6669.8,4510.1,4845.4,8743.8,5673.3,3253.7,10706.5,7987.6,3330.5,4022.3,789.3,1330.2,4871.2,1869.3,1111.7,710.5,134.5,10873.3,686.9,595.3,429.3,755.3,1065.9,3968.6,8073.0,3263.2,1166.1,874.2,3806.5,1221.6,930.2,185.4,3293.9,8169.2,536.1,82.5,4029.2,907.3,5070.1,839.2,2764.9,5079.5,382.9,1658.3,1273.9,127.5,843.3,184.3,151.7,155.9,8197.2,5426.6,7124.3,6632.9,902.6,889.4,820.4,4202.7,1161.2,875.4,441.0,7893.5,4917.3,4308.2,1282.8,11507.6,118.9,3404.7,3825.0,3198.4,2793.2,268.5,101.0,249.6,4071.1,975.9,3964.6,3971.6,3971.0,3867.3,3867.3,560.2,1933.1,116.3,3293.3,3310.3,896.0,8085.9,4713.5,4056.3,772.7
Eurospar Sykkylven,1962.9,7256.9,725.3,5008.0,2659.2,3304.9,2647.3,241.9,2423.3,7196.1,2185.6,3159.3,2617.0,4764.6,2752.2,3984.8,67.0,2749.0,2428.6,7735.8,2672.7,2623.6,1854.5,542.2,2627.1,4322.9,5068.1,4761.7,4199.5,2645.3,1641.4,3974.7,2350.7,1842.9,0.0,4276.0,2614.1,4728.8,6374.0,2002.8,9116.2,4179.2,2475.4,6320.9,5898.7,2651.5,8728.5,8760.5,4515.8,5909.5,3891.4,10612.3,7238.4,5953.5,6288.8,7275.7,5895.5,4494.9,9238.4,9431.0,4773.9,4244.5,2528.7,2313.9,5093.4,35.2,2851.1,2449.9,1831.8,10486.8,2426.3,2383.0,1487.3,2494.7,2509.3,2171.6,6604.9,4706.6,2905.5,2613.6,5249.9,2665.0,2669.6,1935.8,4137.2,7406.6,2323.8,1854.7,4251.4,2646.7,6513.5,2578.6,4208.3,6522.9,2170.6,3397.7,1981.8,1858.2,2582.7,1922.5,1889.9,1894.1,7377.9,5995.2,7346.5,7201.5,2642.0,2628.8,2559.8,4719.0,2900.6,2614.8,1884.4,9058.5,6360.7,4530.4,2726.2,11121.1,1806.3,4848.1,2028.0,4641.8,3015.4,2054.7,1873.2,1642.2,4293.3,2715.3,2167.6,2174.6,2174.0,2070.3,2070.3,2003.6,99.0,1803.7,4736.7,4753.7,2635.4,9250.9,4935.7,4278.5,2512.1
Eurospar Ørsta,3942.9,8598.3,4982.6,770.8,4869.7,6012.4,4857.8,4488.2,4633.8,8552.1,4893.1,5369.8,4827.5,2066.6,4962.7,2655.5,4268.9,4462.7,4639.1,5188.9,5778.1,4834.1,4065.0,4633.5,4837.6,131.7,836.7,2073.0,94.7,4855.8,3945.6,2652.3,4561.2,4053.4,4276.9,0.0,4824.6,2068.1,2931.1,3595.5,4884.8,2786.2,4685.9,2878.0,1661.5,4862.0,6181.6,6213.6,284.4,1672.3,6598.9,7359.9,8579.8,2510.6,2845.9,4728.8,1658.3,7202.4,6691.5,5700.7,2078.2,51.9,4739.2,5278.9,862.0,4287.1,5061.6,4660.4,4042.3,7234.4,4636.8,4593.5,4062.1,4705.2,4223.0,5835.2,4058.0,2050.0,5116.0,4824.1,1807.0,4378.7,4880.1,4146.3,7242.6,4154.2,4534.3,4065.2,60.3,4857.2,3070.6,4789.1,2501.1,3080.0,4381.1,5608.2,5181.3,4068.7,4793.2,4133.0,4100.4,4104.6,4182.2,9375.3,3115.1,8546.7,4852.5,4839.3,4770.3,8151.4,5111.1,4825.3,3605.5,4827.1,2917.8,299.0,4439.9,7868.7,4016.8,1917.8,5792.2,2126.1,1284.8,4265.2,4083.7,3882.4,33.2,4925.8,5831.2,5838.2,5837.6,5733.9,5733.9,3596.3,4313.5,4014.2,2097.7,2019.4,4845.9,5019.5,704.3,30.5,4722.6
Rasmus Rønnebergs gate 21,1298.8,7389.1,3237.4,5565.1,109.2,2730.7,97.3,2421.3,227.5,7328.3,1645.2,821.0,67.0,4100.5,202.2,3320.7,2680.4,2084.9,250.0,9983.2,2530.2,58.4,945.0,3118.5,77.1,4880.0,5625.2,4097.6,4756.6,95.3,1092.1,3310.6,388.5,857.9,2613.4,4833.1,0.0,4064.7,5709.9,1338.7,8730.5,3515.1,260.7,5656.8,6455.8,94.0,10975.9,11007.9,5072.9,6466.6,3317.2,11778.1,7370.6,5289.4,5624.7,9523.1,6452.6,3920.7,11485.8,8766.9,4109.8,4801.6,83.3,2031.0,5650.5,2648.6,301.1,271.3,906.3,11652.6,464.1,427.2,1208.6,280.0,1845.2,4747.9,8852.3,4042.5,355.5,48.1,4585.8,2000.9,119.6,852.9,3994.7,8948.5,598.6,818.8,4808.5,89.2,5849.4,58.6,3544.2,5858.8,557.8,1059.4,1974.7,824.4,76.4,828.2,795.6,799.8,8976.5,6127.4,7903.6,7333.7,92.0,72.0,67.7,4903.5,350.6,51.9,1220.3,8672.8,5696.6,5087.5,2062.1,12286.9,898.2,4184.0,4604.3,3977.7,3572.5,678.2,872.8,1028.9,4850.4,165.3,4743.9,4750.9,4750.3,4646.6,4646.6,1339.5,2712.4,895.6,4072.6,4089.6,77.9,8865.2,5492.8,4835.6,316.3
"Ulsteinvik, 6065 Ulsteinvik",3228.0,9922.1,5376.0,2809.4,4154.8,5297.5,4142.9,4559.9,3918.9,9861.3,4178.2,4654.9,4112.6,35.8,4247.8,830.1,4819.0,3486.8,3924.2,6602.6,5063.2,4119.2,3350.1,5257.1,4122.7,2166.9,2181.2,32.9,2129.9,4140.9,3230.7,826.9,3846.3,3338.5,4752.0,2079.9,4109.7,0.0,1875.6,2989.8,4896.2,960.8,3971.0,1822.5,3609.0,4147.1,7595.3,7627.3,1867.8,3619.8,5884.0,7943.8,9903.6,1455.1,1790.4,6142.5,3605.8,6487.5,8105.2,4932.6,45.1,2087.1,4024.3,4564.0,2206.5,4787.2,4346.7,3945.5,3327.4,7818.3,3921.9,3878.6,3347.2,3990.3,3247.1,6886.5,5471.7,86.1,4401.1,4109.2,751.5,3402.8,4165.2,3431.4,6527.7,5567.9,3819.4,3350.3,2095.5,4142.3,2015.1,4074.2,675.7,2024.5,3666.2,4893.3,4466.4,3353.8,4078.3,3418.1,3385.5,3389.7,5595.9,8660.4,4459.6,9866.7,4137.6,4124.4,4055.4,7436.5,4396.2,4110.4,2890.6,4838.5,1862.3,1882.4,3464.0,8452.6,3301.9,349.7,6742.9,173.7,3320.0,3550.3,3368.8,3167.5,2070.6,4210.9,6882.5,6889.5,6888.9,6785.2,6785.2,2990.6,4851.0,3299.3,29.6,168.2,4131.0,5030.9,2048.8,2097.6,4007.7
"Fosnavåg, 6090 Fosnavåg",4859.0,10865.2,7007.0,3662.6,5785.8,6928.5,5773.9,6190.9,5549.9,10819.0,5809.2,6285.9,5743.6,1872.2,5878.8,2461.1,6450.0,5117.8,5555.2,7455.8,6694.2,5750.2,4981.1,6888.1,5753.7,3020.1,3034.4,1878.6,2983.1,5771.9,4861.7,2457.9,5477.3,4969.5,6383.0,2933.1,5740.7,1873.7,0.0,4620.8,5365.0,2591.8,5602.0,117.5,4462.2,5778.1,8448.5,8480.5,2721.0,4473.0,7515.0,8412.6,10846.7,1923.9,2259.2,6995.7,4459.0,8118.5,8958.4,5401.4,1883.8,2940.3,5655.3,6195.0,3059.7,6418.2,5977.7,5576.5,4958.4,8287.1,5552.9,5509.6,4978.2,5621.3,4878.1,8102.1,6324.9,1855.6,6032.1,5740.2,1208.6,5033.8,5796.2,5062.4,8158.7,6421.1,5450.4,4981.3,2948.7,5773.3,2483.9,5705.2,2306.7,208.6,5297.2,6524.3,6097.4,4984.8,5709.3,5049.1,5016.5,5020.7,6449.1,10291.4,5312.8,10813.6,5768.6,5755.4,5686.4,9067.5,6027.2,5741.4,4521.6,5307.3,33.4,2735.6,5095.0,8921.4,4932.9,1723.4,8059.1,1931.7,4173.2,5181.3,4999.8,4798.5,2923.8,5841.9,8098.1,8105.1,8104.5,8000.8,8000.8,4621.6,6482.0,4930.3,1903.3,1825.0,5762.0,5499.7,2902.0,2950.8,5638.7
"Sunde, 6030 Sunde",453.0,7147.1,2601.0,4325.4,1379.8,2522.5,1367.9,1784.9,1143.9,7086.3,1403.2,1879.9,1337.6,2988.4,1472.8,2208.6,2044.0,972.8,1149.2,8743.5,2288.2,1344.2,575.1,2482.1,1347.7,3640.3,4385.5,2985.5,3516.9,1365.9,455.7,2198.5,1071.3,563.5,1977.0,3593.4,1334.7,2952.6,4597.8,0.0,7618.4,2403.0,1196.0,4544.7,5216.1,1372.1,9736.2,9768.2,3833.2,5226.9,3109.0,10666.0,7128.6,4177.3,4512.6,8283.4,5212.9,3712.5,10246.1,7654.8,2997.7,3561.9,1249.3,1789.0,4410.8,2012.2,1571.7,1170.5,552.4,10540.5,1146.9,1103.6,572.2,1215.3,733.1,4111.5,7612.6,2930.4,1626.1,1334.2,3473.7,888.8,1390.2,656.4,3752.7,7708.8,1044.4,575.3,3568.8,1367.3,4737.3,1299.2,2432.1,4746.7,891.2,2118.3,1691.4,578.8,1303.3,643.1,610.5,614.7,7736.8,5885.4,6663.9,7091.7,1362.6,1349.4,1280.4,4661.5,1621.2,1335.4,115.6,7560.7,4584.5,3847.8,950.0,11174.8,526.9,3071.9,3967.9,2865.6,2332.8,775.3,593.8,392.5,3610.7,1435.9,4107.5,4114.5,4113.9,4010.2,4010.2,0.8,2076.0,524.3,2960.5,2977.5,1356.0,7753.1,4253.1,3595.9,1232.7
Fiskå Brygge Gjestgiveri,7876.8,11363.2,9836.2,5627.8,8803.6,9946.3,8791.7,9208.7,8567.7,11317.0,8827.0,9303.7,8761.4,4890.0,8896.6,5478.9,9122.5,8135.6,8573.0,7953.8,9712.0,8768.0,7998.9,9487.1,8771.5,4985.3,4441.5,4896.4,4948.3,8789.7,7879.5,5475.7,8495.1,7987.3,9130.5,4898.3,8758.5,4891.5,5369.7,7638.6,0.0,5609.6,8619.8,5316.6,5951.7,8795.9,8946.5,8978.5,4677.3,5962.5,10532.8,3393.8,11344.7,3486.3,3131.1,7493.7,5948.5,11136.3,8548.9,1077.0,4901.6,4905.5,8673.1,9212.8,4440.4,9140.7,8995.5,8594.3,7976.2,3268.3,8570.7,8527.4,7996.0,8639.1,7895.9,9482.8,6822.9,4873.4,9049.9,8758.0,4245.6,8051.6,8814.0,8080.2,11176.5,4178.6,8468.2,7999.1,4913.9,8791.1,3471.8,8723.0,5324.5,5518.6,8315.0,9542.1,9115.2,8002.6,8727.1,8066.9,8034.3,8038.5,4193.8,13016.7,1812.1,11311.6,8786.4,8773.2,8704.2,12030.2,9045.0,8759.2,7539.4,80.6,5356.4,4691.9,8112.8,3902.6,7950.7,4741.2,9439.8,4949.5,6138.4,8199.1,8017.6,7816.3,4889.0,8859.7,9478.8,9485.8,9485.2,9381.5,9381.5,7639.4,9167.1,7948.1,4921.1,4842.8,8779.8,292.9,4359.0,4916.0,8656.5
"Hareid, 6060 Hareid",2626.4,9320.5,4774.4,3535.8,3553.2,4695.9,3541.3,3958.3,3317.3,9259.7,3576.6,4053.3,3511.0,992.6,3646.2,224.2,4217.4,2885.2,3322.6,7329.0,4461.6,3517.6,2748.5,4655.5,3521.1,2893.3,2907.6,989.7,2856.3,3539.3,2629.1,272.2,3244.7,2736.9,4150.4,2806.3,3508.1,956.8,2602.0,2388.2,5622.6,0.0,3369.4,2548.9,4335.4,3545.5,8321.7,8353.7,2594.2,4346.2,5282.4,8670.2,9302.0,2181.5,2516.8,6868.9,4332.2,5885.9,8831.6,5659.0,1001.9,2813.5,3422.7,3962.4,2932.9,4185.6,3745.1,3343.9,2725.8,8544.7,3320.3,3277.0,2745.6,3388.7,2645.5,6284.9,6198.1,934.6,3799.5,3507.6,1477.9,2801.2,3563.6,2829.8,5926.1,6294.3,3217.8,2748.7,2821.9,3540.7,2741.5,3472.6,436.3,2750.9,3064.6,4291.7,3864.8,2752.2,3476.7,2816.5,2783.9,2788.1,6322.3,8058.8,5186.0,9265.1,3536.0,3522.8,3453.8,6834.9,3794.6,3508.8,2289.0,5564.9,2588.7,2608.8,2862.4,9179.0,2700.3,1076.1,6141.3,869.8,4046.4,2948.7,2767.2,2565.9,2797.0,3609.3,6280.9,6287.9,6287.3,6183.6,6183.6,2389.0,4249.4,2697.7,964.7,981.7,3529.4,5757.3,2775.2,2824.0,3406.1
"Hatlane, 6008 Ålesund",1141.3,7231.6,3079.9,5407.6,326.7,2607.0,314.8,2263.8,68.2,7170.8,1487.7,826.8,284.5,3943.0,419.7,3163.2,2522.9,1927.4,90.7,9825.7,2372.7,291.1,787.5,2961.0,294.6,4722.5,5467.7,3940.1,4599.1,312.8,934.6,3153.1,231.0,700.4,2455.9,4675.6,281.6,3907.2,5552.4,1181.2,8573.0,3357.6,0.0,5499.3,6298.3,319.0,10818.4,10850.4,4915.4,6309.1,3193.5,11620.6,7213.1,5131.9,5467.2,9365.6,6295.1,3797.0,11328.3,8609.4,3952.3,4644.1,196.2,1873.5,5493.0,2491.1,518.6,112.0,748.8,11495.1,306.6,269.7,1051.1,102.9,1687.7,4590.4,8694.8,3885.0,573.0,281.1,4428.3,1843.4,337.1,695.4,3837.2,8791.0,441.1,661.3,4651.0,314.2,5691.9,246.1,3386.7,5701.3,400.3,1065.2,1817.2,666.9,250.2,670.7,638.1,642.3,8819.0,5969.9,7746.1,7176.2,309.5,296.3,227.3,4746.0,568.1,282.3,1062.8,8515.3,5539.1,4930.0,1904.6,12129.4,740.7,4026.5,4446.8,3820.2,3415.0,520.7,715.3,871.4,4692.9,382.8,4586.4,4593.4,4592.8,4489.1,4489.1,1182.0,2554.9,738.1,3915.1,3932.1,302.9,8707.7,5335.3,4678.1,157.0
Herøy omsorgssenter,4810.3,10816.5,6958.3,3613.9,5737.1,6879.8,5725.2,6142.2,5501.2,10770.3,5760.5,6237.2,5694.9,1823.5,5830.1,2412.4,6401.3,5069.1,5506.5,7407.1,6645.5,5701.5,4932.4,6839.4,5705.0,2971.4,2985.7,1829.9,2934.4,5723.2,4813.0,2409.2,5428.6,4920.8,6334.3,2884.4,5692.0,1825.0,121.6,4572.1,5316.3,2543.1,5553.3,0.0,4413.5,5729.4,8399.8,8431.8,2672.3,4424.3,7466.3,8363.9,10798.0,1875.2,2210.5,6947.0,4410.3,8069.8,8909.7,5352.7,1835.1,2891.6,5606.6,6146.3,3011.0,6369.5,5929.0,5527.8,4909.7,8238.4,5504.2,5460.9,4929.5,5572.6,4829.4,8053.4,6276.2,1806.9,5983.4,5691.5,1159.9,4985.1,5747.5,5013.7,8110.0,6372.4,5401.7,4932.6,2900.0,5724.6,2435.2,5656.5,2258.0,270.5,5248.5,6475.6,6048.7,4936.1,5660.6,5000.4,4967.8,4972.0,6400.4,10242.7,5264.1,10764.9,5719.9,5706.7,5637.7,9018.8,5978.5,5692.7,4472.9,5258.6,108.3,2686.9,5046.3,8872.7,4884.2,1674.7,8010.4,1883.0,4124.5,5132.6,4951.1,4749.8,2875.1,5793.2,8049.4,8056.4,8055.8,7952.1,7952.1,4572.9,6433.3,4881.6,1854.6,1776.3,5713.3,5451.0,2853.3,2902.1,5590.0
