,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
NEDRE KLOKKERSUNDVEGEN 2,11556.3,5877.5,5761.1,5960.3,24752.3,5648.7,8999.9,32777.8,5823.9,9556.0,8250.5,5259.4,42572.4,117203.8,123231.8,29180.9,3099.2,139992.8,35399.2,120347.2,5654.4,39353.0,15084.0,79887.6,29520.4,19797.9,64414.8,55285.2,21100.3,122643.4,65469.7,57280.7,3096.5,13901.3,3473.9,9442.9,9422.9,29041.0,1106.6,6139.0,23500.1,16417.1,55270.3,5562.7,42491.0,82078.4,120532.6,6820.1,123015.2,122758.7,17022.0,3605.8,138489.9,79698.1,61178.2,122831.4,120556.9,60977.8,20242.9,149919.6,54219.1,55259.7,31651.1,23423.8,39477.3,54975.2,4785.2,27177.7,65970.7,23707.9,8104.7,3242.4,8002.7,1820.2,135500.2,0.0,11581.8,19839.2,56923.9,120341.0,39346.4,5601.0,48147.7,21671.1,6182.1,7299.9,61030.8,121782.7,1895.6,7118.0,55067.6,140601.6,66884.4,2552.5,22316.6,123013.4,138526.7,80243.5,138486.5,64485.8,165490.4,6914.8,122467.9,1921.5,21115.3,144055.9,40728.2,5485.9,73725.3,13863.3,5649.8,5955.7,29069.5,123214.0,26385.0,56936.1,12163.2,19954.6,65275.0,97871.9,58479.7,22322.0,6945.4,55493.0,48736.0,62937.0,38274.7,80261.1,34905.9,65185.4,4194.9,5885.3,7189.0,19754.8,40117.0,61076.3,35157.3,26791.6,56766.0,120531.5,21692.7,80258.3,5907.9,6098.6,73697.6,61928.8,5140.1,80284.0,80531.4,24556.6,31304.6,22210.7,22355.2,65554.8,4467.7,3709.1
FLISNESVEGEN 1,6422.6,5926.8,17080.4,17279.6,36071.6,16968.0,20319.3,32076.7,17143.2,2927.0,19569.9,16578.8,41871.4,112070.1,118098.1,24047.2,14418.5,134859.1,27972.8,118628.2,16973.7,34219.3,26403.3,72461.3,28819.4,14664.2,59281.1,50151.5,20399.3,117509.8,60336.0,45957.7,14415.8,2578.3,14793.3,20762.2,2570.9,23907.3,12728.3,5837.2,12177.1,27736.5,50136.6,16882.1,41789.9,76944.7,118813.6,6836.5,117881.5,117625.1,28341.3,14925.1,133356.3,68375.1,53751.9,117697.7,118837.8,60276.8,31562.3,142493.2,46792.8,54558.7,30950.0,34743.1,34343.6,49841.5,16104.5,22489.1,60837.0,12384.9,19424.0,14561.8,5762.7,13226.3,130366.5,11602.7,0.0,14705.5,45600.9,118622.0,34212.7,16920.3,43014.0,16537.4,17501.4,7146.8,53604.5,116649.0,10378.4,6142.7,49933.9,138882.6,61750.7,9281.9,17182.9,117879.7,133393.0,72817.2,133352.8,59352.1,163771.4,18234.1,117334.2,13327.7,20414.2,138922.2,35594.5,16805.3,73024.3,25182.6,16969.2,17275.1,21643.2,118080.4,25684.0,45613.1,7029.5,31274.0,60141.3,96152.9,53346.0,17188.3,5596.3,44170.0,48035.0,55510.7,33141.0,72834.8,29772.2,60051.7,8116.2,17204.6,6139.3,31074.1,34983.3,53650.0,27730.9,26090.6,45443.0,118812.4,33012.0,72831.9,17227.2,17417.9,72996.5,54502.5,16459.4,72857.7,73105.1,16717.7,26170.9,33530.0,33674.5,60421.1,15787.0,8420.5
"Fiskarstrand, 6037 Eidsnes",11130.2,14236.7,25390.3,25589.5,44381.5,25277.9,28629.2,40386.7,25453.1,12339.3,27879.8,24888.7,50181.3,108096.8,118537.0,20073.9,22728.4,130885.8,43008.0,115652.5,25283.6,30246.0,34713.2,87496.5,37129.3,41.3,59720.0,50590.4,28709.2,117948.7,60774.9,60064.1,22725.7,16684.6,23103.2,29072.1,12206.2,19934.0,21038.2,14147.1,26283.4,36046.4,50575.5,25192.0,50099.8,77383.7,115837.9,15146.5,118320.5,118064.0,36651.2,23235.1,129383.0,82481.4,68787.1,118136.6,115862.1,68586.7,39872.2,144646.0,61828.0,62868.6,39259.9,43053.0,30370.3,50280.4,24414.4,34786.6,61275.9,26491.2,27733.9,22871.7,14072.6,21536.2,126393.2,19912.6,14365.1,0.0,59707.2,115646.3,30239.4,25230.2,39040.7,1995.1,25811.3,15456.8,68639.7,117088.0,18688.3,14452.6,50372.9,135906.9,57777.4,17591.8,2640.6,118318.7,129419.7,87852.4,129379.5,59791.0,160795.7,26544.0,117773.1,21637.6,28724.2,134948.9,31621.2,25115.2,81334.2,33492.5,25279.1,25585.0,36678.4,118519.3,33993.9,59719.4,7682.1,39583.9,56168.0,93177.2,53785.0,2646.1,13906.2,58276.3,56344.9,70545.9,29167.7,87870.0,30211.2,60490.7,16426.1,25514.5,14449.2,39384.1,31009.9,68685.2,42766.1,34400.5,59549.3,115836.7,41321.9,87867.1,25537.1,25727.8,81306.4,69537.7,24769.3,87892.9,88140.3,32165.5,26609.9,41840.0,41984.4,60860.0,24096.9,16730.4
Kiwi Stranda,51722.4,51226.6,62380.2,62579.4,81371.4,62267.8,65619.0,67835.1,62443.0,48226.7,64869.7,61878.5,77629.8,123842.7,92154.5,69347.0,59718.3,147107.8,38840.3,78266.4,62273.5,79519.1,71703.1,18841.4,64577.8,59964.0,87051.3,95085.4,56157.7,91566.2,86141.2,628.7,59715.6,43556.0,60093.0,66062.0,47870.7,69207.1,58028.1,51137.0,33639.9,73036.3,94483.6,62181.8,77548.3,67339.9,78451.8,52136.3,91937.9,91681.4,73641.1,60224.9,145605.0,28013.4,61573.8,91754.1,78476.1,96035.2,76862.1,107259.9,19826.4,73504.0,66708.4,80042.9,79643.4,94739.7,61404.3,57987.3,85965.8,33475.4,64723.8,59861.5,51062.4,58526.1,142615.2,56902.5,45646.2,60005.3,0.0,78260.2,79512.5,62220.1,116021.9,61837.1,62801.2,52446.6,61426.4,91462.4,55678.2,51442.5,94350.6,98520.8,134758.6,54581.6,62482.7,91936.1,145641.7,19197.3,145601.5,86962.8,123409.6,63533.9,91390.6,58627.4,56172.7,151171.0,80894.3,62105.0,108782.7,70482.4,62268.9,62574.9,57141.4,92136.7,59134.1,284.0,52329.3,73154.4,133149.1,55791.1,93308.0,62488.1,50896.0,2090.0,83793.4,46817.6,78440.8,19215.0,64399.5,86262.6,53415.9,62504.4,51439.1,76373.9,80283.0,61471.9,38911.1,61849.0,1144.4,78450.6,78311.8,19212.1,62527.0,62717.7,108754.9,62324.4,61759.2,19237.8,19485.3,52215.9,60798.2,78829.8,78974.3,86002.6,61086.8,53720.2
Kiwi Stryn,111517.4,114623.9,125777.5,125976.7,144768.7,125665.1,129016.4,140814.1,125840.3,112726.5,128267.0,125275.9,150608.8,77974.8,46286.6,99758.6,123115.6,101239.9,136450.0,238.9,125670.8,90333.6,135100.4,107383.7,137556.8,115514.6,57939.0,65973.2,129136.7,45698.3,57028.9,78555.9,123112.9,116535.0,123490.4,129459.3,112593.4,99696.8,121425.4,114534.3,106618.9,136433.6,65371.3,125579.2,150527.3,38227.6,261.3,115533.7,46070.0,45813.6,137038.4,123622.2,99737.1,50190.0,139501.0,45886.2,285.6,169014.2,140259.4,29176.7,97753.6,163296.1,139687.4,143440.2,90652.7,65627.4,124801.6,130966.3,56853.5,106454.4,128121.1,123258.9,114459.8,121923.4,96747.4,120299.8,118625.2,115555.9,78199.0,0.0,90327.0,125617.4,86909.6,117387.7,126198.5,115843.9,139353.6,45594.5,119075.5,114839.8,65238.3,20437.6,105646.3,117979.0,118033.2,46068.3,99773.8,107739.6,99733.6,57850.6,45627.5,126931.2,45522.7,122024.8,129151.6,105303.1,90285.1,125502.4,181761.6,133879.7,125666.3,125972.2,130120.4,46268.9,132113.1,78211.3,108069.3,139971.1,104036.8,22546.8,64195.7,118038.7,114293.4,77656.4,156772.4,124744.8,91332.9,107757.3,85401.6,57150.3,116813.3,125901.7,114836.4,139771.2,90958.8,139399.1,136208.1,134828.0,78530.1,423.1,141709.1,107754.4,125924.3,126115.0,181733.9,140251.6,125156.5,107780.1,108027.6,125194.9,89140.5,142227.1,142371.6,56890.3,124484.1,117117.6
Kiwi Ulsteinvik,30935.5,34042.0,45195.6,45394.8,64186.8,45083.2,48434.5,60191.9,45258.4,32144.5,47685.1,44693.9,69986.6,79232.5,93245.1,10736.1,42533.7,102021.5,62813.3,90360.5,45088.9,43.8,54518.5,107301.7,56934.6,30527.9,32455.3,32729.0,48514.5,92656.7,33510.2,79869.3,42531.0,36489.9,42908.5,48877.4,32011.5,10674.3,40843.5,33952.4,46088.7,55851.7,32167.3,44997.3,69905.1,52091.7,90545.9,34951.7,93028.5,92772.0,56456.5,43040.3,100518.6,91437.4,88592.4,92844.6,90570.1,88392.0,59677.5,119354.0,81633.3,82673.9,59065.2,62858.3,542.4,32383.2,44219.7,54591.9,34011.2,46296.5,47539.2,42677.0,33877.8,41341.5,97528.9,39717.9,34170.4,30569.2,79512.4,90354.3,0.0,45035.5,10176.4,32401.1,45616.6,35262.0,88445.0,91796.0,38493.6,34257.9,32479.0,110614.9,28913.1,37397.0,33046.6,93026.7,100555.3,107657.7,100515.2,32526.3,135503.7,46349.3,92481.1,41442.8,48529.4,106084.6,446.7,44920.4,101139.4,53297.8,45084.4,45390.3,56483.7,93227.3,53799.1,79524.7,27487.4,59389.1,27303.7,67885.2,30338.1,33052.0,33711.4,78081.6,76150.2,90351.2,1689.0,107675.3,52432.6,33226.0,36231.3,45319.8,34254.5,59189.3,1092.0,88490.5,62571.4,54205.8,79354.6,90544.7,61127.2,107672.4,45342.4,45533.1,101111.7,89342.9,44574.6,107698.2,107945.6,51970.8,56171.5,61645.2,61789.7,33595.4,43902.2,36535.7
RASMUS RØNNEBERGS GATE 6,16952.7,11094.5,305.8,505.0,21888.7,193.4,3544.6,37106.1,368.6,14952.3,2795.3,490.7,46900.8,122600.2,128628.2,34577.3,3029.5,145389.2,39430.1,125743.6,199.1,44749.4,12220.4,83918.5,33848.8,25194.3,69811.2,60681.6,25131.3,128039.8,70866.1,62677.1,2831.8,19297.7,3006.0,6579.2,14819.3,34437.4,5185.7,11355.9,28896.5,13553.5,60666.7,426.4,46819.3,87474.8,125929.0,10851.0,128411.6,128155.1,14158.4,3137.9,143886.4,85094.5,65209.2,128227.8,125953.3,65306.2,17379.3,153950.5,58250.1,59588.1,35979.4,20560.2,44873.7,60371.6,924.6,31208.7,71367.0,29104.3,2649.4,3172.8,12033.7,5683.8,140896.6,5607.6,16978.2,25235.6,62320.3,125737.4,44742.8,0.0,53544.1,27067.5,726.8,11330.8,65061.8,127179.1,7248.6,11148.9,60464.0,145998.0,72280.8,8032.3,27713.0,128409.8,143923.0,84274.4,143882.9,69882.2,170886.8,1459.5,127864.2,4296.7,25146.2,149452.3,46124.6,499.6,78053.7,10999.7,663.6,500.5,33100.5,128610.4,30415.9,62332.5,17559.6,17091.0,70671.4,103268.3,63876.1,27718.4,12341.8,60889.4,53064.4,66968.0,43671.1,84292.1,40302.3,70581.8,9411.9,430.0,11219.9,16891.2,45513.3,65107.3,39188.2,28721.0,62162.4,125927.9,18829.1,84289.2,452.6,643.3,78025.9,65959.7,498.3,84314.9,84562.4,28587.6,36701.0,19347.1,19491.6,70951.2,1521.3,8926.0
Kiwi Myrvåg,39759.4,42865.8,54019.4,54218.6,73010.7,53907.1,57258.3,69015.8,54082.2,40968.4,56508.9,53517.8,78810.4,69940.3,89673.0,19559.9,51357.5,92729.3,71637.2,86788.4,53912.8,10135.0,63342.4,116125.6,65758.4,39351.8,28883.3,29156.9,57338.3,89084.6,29938.2,116231.2,51354.9,45313.8,51732.3,57701.2,40835.4,19498.2,49667.4,42776.3,54912.5,64675.5,28595.3,53821.1,78729.0,48519.6,86973.8,43775.6,89456.4,89199.9,65280.4,51864.2,91226.5,87865.4,97416.2,89272.6,86998.1,97215.8,68501.3,115781.9,90457.1,91497.7,67889.1,71682.2,10454.1,28811.2,53043.6,63415.7,30439.2,55120.3,56363.1,51500.8,42701.7,50165.4,88236.7,48541.8,42994.2,39393.1,115874.3,86782.2,10128.4,53859.3,0.0,41224.9,54440.5,44085.9,97268.8,88223.9,47317.4,43081.8,28906.9,107042.8,19285.3,46220.9,41870.4,89454.6,91263.2,116481.5,91223.0,28954.3,131931.6,55173.2,88909.1,50266.7,57353.3,96792.5,10086.4,53744.3,109963.3,62121.7,53908.2,54214.1,65307.5,89655.2,62623.0,115886.6,36311.2,68213.0,17675.9,64313.1,26766.1,41875.9,42535.3,115331.7,84974.0,99175.0,11134.3,116499.2,48860.5,29653.9,45055.2,54143.7,43078.4,68013.2,10760.1,97314.3,71395.3,63029.6,116205.5,86972.7,69951.1,116496.3,54166.3,54356.9,109935.6,98166.8,53398.5,116522.0,116769.5,60794.7,52599.5,70469.1,70613.6,30023.3,52726.1,45359.5
Kiwi Langevåg,12962.1,16068.6,27222.2,27421.4,46213.4,27109.8,30461.0,42218.5,27285.0,14171.1,29711.7,26720.5,52013.2,109928.7,120368.9,21905.7,24560.3,132717.6,44839.9,117484.4,27115.5,32077.9,36545.1,89328.3,38961.2,1953.8,61551.9,52422.3,30541.1,119780.6,62606.8,61895.9,24557.6,18516.5,24935.0,30904.0,14038.1,21765.9,22870.1,15979.0,28115.3,37878.3,52407.4,27023.9,51931.7,79215.5,117669.7,16978.3,120152.3,119895.9,38483.1,25066.9,131214.8,84313.3,70618.9,119968.5,117694.0,70418.6,41704.1,146477.9,63659.9,64700.5,41091.8,44884.9,32202.2,52112.3,26246.3,36618.5,63107.8,28323.1,29565.8,24703.6,15904.4,23368.1,128225.1,21744.5,16197.0,1995.1,61539.0,117478.2,32071.3,27062.1,40872.6,0.0,27643.2,17288.6,70471.6,118919.8,20520.2,16284.5,52204.8,137738.7,59609.3,19423.6,658.6,120150.5,131251.5,89684.2,131211.4,61622.9,162627.5,28375.9,119605.0,23469.4,30556.0,136780.8,33453.0,26947.0,83166.0,35324.4,27110.9,27416.9,38510.3,120351.1,35825.7,61551.3,9514.0,41415.7,57999.8,95009.0,55616.8,664.0,15738.0,60108.1,58176.8,72377.8,30999.5,89701.9,32043.0,62322.5,18257.9,27346.4,16281.1,41215.9,32841.8,70517.1,44598.0,36232.4,61381.2,117668.6,43153.8,89699.0,27369.0,27559.7,83138.3,71369.5,26601.2,89724.7,89972.2,33997.4,28441.7,43671.8,43816.3,62691.9,25928.8,18562.3
NEDRE STRANDGATE 51,17539.0,11680.8,727.9,927.0,22475.0,643.9,2817.8,37692.5,661.2,15538.7,2068.5,1077.1,47487.1,123186.5,129214.5,35163.6,3615.9,145975.5,40016.4,126330.0,562.2,45335.7,12806.7,84504.9,34435.1,25780.6,70397.5,61267.9,25717.6,128626.2,71452.4,63263.5,3418.1,19884.1,3592.3,7165.6,15405.6,35023.7,5772.1,11942.3,29482.8,14139.9,61253.0,1153.2,47405.6,88061.1,126515.3,11437.4,128997.9,128741.5,14744.7,3724.2,144472.7,85680.9,65795.5,128814.1,126539.6,65892.5,17965.7,154536.8,58836.4,60174.4,36565.8,21146.5,45460.0,60957.9,1469.1,31795.0,71953.4,29690.6,1922.6,3759.1,12620.0,6270.1,141482.9,6193.9,17564.5,25821.9,62906.6,126323.7,45329.1,726.8,54130.5,27653.8,0.0,11917.2,65648.1,127765.4,7835.0,11735.2,61050.3,146584.3,72867.1,8618.7,28299.3,128996.1,144509.4,84860.8,144469.2,70468.5,171473.1,732.7,128450.6,4883.0,25732.6,150038.7,46710.9,1226.5,78640.0,11586.0,1390.4,922.5,33686.8,129196.8,31002.3,62918.8,18145.9,17677.3,71257.7,103854.6,64462.4,28304.7,12928.1,61475.7,53650.7,67554.3,44257.4,84878.4,40888.6,71168.1,9998.2,722.6,11806.3,17477.5,46099.7,65693.6,39774.5,29307.3,62748.8,126514.2,19415.4,84875.5,874.7,1065.3,78612.2,66546.1,1084.6,84901.3,85148.7,29173.9,37287.3,19933.4,20077.9,71537.5,2107.6,9512.4
LERSTADVEGEN 545,7396.8,2680.5,11463.5,11662.7,30454.7,11351.1,14702.3,25646.0,11526.3,5396.5,13953.0,10961.8,35440.6,113044.3,119072.3,25021.4,8801.6,135833.3,28267.4,116187.7,11356.8,35193.5,20786.4,72755.8,22388.6,15638.4,60255.3,51125.7,13968.5,118483.9,61310.2,53121.2,8798.9,9741.8,9176.3,15145.3,5263.4,24881.5,7111.4,1989.9,19340.6,22119.6,51110.8,11265.2,35359.2,77918.9,116373.1,1219.6,118855.7,118599.2,22724.4,9308.2,134330.4,75538.6,54046.4,118671.9,116397.4,53846.0,25945.4,142787.8,47087.3,48127.9,24519.3,29126.2,35317.8,50815.7,10487.6,20045.9,61811.1,19548.4,13807.1,8944.8,1484.0,7609.4,131340.7,6394.9,7422.3,15679.7,52764.4,116181.5,35186.9,11303.4,43988.2,17511.6,11884.5,0.0,53899.0,117623.2,6415.2,1593.0,50908.1,136442.1,62724.9,4074.0,18157.1,118853.9,134367.2,73111.7,134327.0,60326.3,161330.9,12617.2,118308.4,7710.7,13983.5,139896.4,36568.7,11188.3,66593.5,19565.7,11352.2,11658.2,21937.7,119054.5,19253.2,52776.6,8003.7,25657.0,61115.5,93712.4,54320.2,18162.5,1590.3,51333.5,41604.2,55805.2,34115.2,73129.3,30746.4,61025.9,4066.0,11587.7,1664.0,25457.2,35957.5,53944.5,28025.5,19659.8,52606.5,116372.0,27395.1,73126.5,11610.3,11801.0,66565.7,54797.0,10842.5,73152.2,73399.7,17424.8,27145.1,27913.1,28057.6,61395.3,10170.1,4741.4
Kiwi Vestnes,60486.3,55770.0,65159.1,65358.3,84150.3,65046.7,68398.0,38491.4,65221.9,58486.0,67648.6,64657.4,51491.9,166133.8,153321.6,78110.9,62497.2,188922.8,25932.0,139433.5,65052.4,88283.0,74482.0,67388.2,38249.7,68727.9,113344.8,104215.2,40964.8,152733.2,114399.7,61580.1,62494.5,51606.9,62872.0,66220.9,55921.6,77971.0,60807.0,55079.5,55760.2,75815.2,104200.3,64960.8,51410.4,131008.4,139618.9,54915.2,153105.0,152848.5,76420.0,63003.8,187420.0,89180.4,275.7,152921.1,139643.1,69897.3,79641.0,137420.2,41719.7,12295.1,36252.0,82821.8,88407.3,103905.2,64183.2,35818.3,114900.7,55968.0,67502.7,62640.5,54865.7,61305.0,184430.2,60090.5,53697.2,68769.2,61443.2,139427.3,88276.4,64999.0,97077.8,70601.1,65580.1,53798.3,0.0,152629.4,59504.7,54682.6,103997.7,146197.4,115814.4,57769.6,71246.6,153103.2,187456.7,67744.1,187416.5,113415.8,184576.6,66312.8,152557.6,61406.4,40979.7,192986.0,89658.2,64884.0,82644.8,61503.1,65047.9,65353.8,34510.4,153303.8,36965.1,61235.5,61093.2,55152.1,114205.0,116958.1,107409.8,71252.1,54972.0,63257.0,57655.5,12454.2,87204.7,67761.8,83835.9,114115.4,57155.5,65283.3,54753.6,79152.8,89047.0,173.8,26002.8,43846.7,62186.7,139617.7,81090.7,67758.9,65305.9,65496.6,82617.0,961.6,64538.1,67784.6,68032.1,37467.9,80234.6,81608.7,81753.2,114484.8,63865.7,57831.0
Kiwi Nordfjordeid,93721.1,96827.6,107981.2,108180.4,126972.4,107868.8,111220.0,122977.5,108044.0,94930.1,110470.6,107479.5,132772.1,32724.5,1400.1,79917.1,105319.3,55989.7,125598.9,45590.6,107874.5,70492.1,117304.1,110005.1,119720.1,97718.2,38821.5,47901.7,111300.0,1363.7,40552.8,91792.3,105316.6,99275.5,105694.0,111663.0,94797.1,79855.3,103629.1,96738.0,119855.4,118637.2,47340.0,107782.8,132690.7,39687.8,45775.9,97737.3,1578.5,1200.2,119242.1,105825.9,54486.9,63426.5,151377.9,1272.9,45800.2,151177.5,122463.0,74584.0,110990.1,145459.4,121850.8,125643.9,70811.2,47555.9,107005.3,117377.4,40377.4,119690.8,110324.8,105462.5,96663.4,104127.1,51497.1,102503.5,96955.9,97759.5,91435.5,45584.4,70485.5,107821.1,67068.1,99591.4,108402.2,98047.6,151230.5,0.0,101279.1,97043.5,47651.6,65844.9,85804.8,100182.6,100236.9,1442.9,54523.6,110361.0,54483.4,38892.5,50379.5,109134.9,1309.0,104228.4,111315.0,60052.8,70443.5,107706.0,163925.0,116083.4,107869.9,108175.8,119269.2,1564.1,116584.7,91447.7,90272.9,122174.7,84195.3,35783.2,44354.2,100242.3,96497.0,90892.8,138935.7,153136.8,71491.4,110378.6,67605.2,40213.9,99016.9,108105.4,97040.1,121974.9,71117.3,151276.1,125357.0,116991.4,91766.6,45774.8,123912.8,110375.7,108128.0,108318.7,163897.3,152128.5,107360.2,110401.5,110648.9,114756.4,71344.2,124430.8,124575.3,39961.6,106687.8,99321.2
SMEDGARDEN 1,10313.7,4635.0,7402.6,7601.8,26393.8,7290.2,10641.4,31203.7,7465.4,8313.4,9892.1,6900.9,40998.4,115961.2,121989.2,27938.3,4740.7,138750.2,33825.1,119104.7,7295.9,38110.4,16725.5,78313.5,27946.4,18555.3,63172.2,54042.6,19526.3,121400.9,64227.1,56038.2,4738.0,12658.8,5115.4,11084.4,8180.3,27798.4,2748.1,4896.4,22257.5,18058.7,54027.7,7204.2,40916.9,80835.8,119290.0,5910.1,121772.6,121516.2,18663.5,5247.3,137247.4,78455.6,59604.1,121588.8,119314.3,59403.7,21884.5,148345.5,52645.1,53685.7,30077.0,25065.3,38234.7,53732.6,6426.7,25603.7,64728.1,22465.3,9746.2,4883.9,5869.2,3461.7,134257.6,1896.1,10339.2,18596.6,55681.3,119098.5,38103.8,7242.5,46905.2,20428.5,7823.6,6389.9,59456.8,120540.1,0.0,5303.9,53825.1,139359.0,65641.8,2838.9,21074.0,121770.9,137284.1,78669.4,137243.9,63243.2,164247.8,8556.3,121225.3,3563.1,19541.2,142813.4,39485.6,7127.4,72151.2,15504.8,7291.3,7597.2,27495.5,121971.5,24810.9,55693.5,10920.6,21596.1,64032.4,96629.3,57237.1,21079.5,5702.8,54250.4,47161.9,61363.0,37032.1,78687.1,33663.3,63942.8,2952.4,7526.8,5157.0,21396.3,38874.4,59502.3,33583.2,25217.6,55523.5,119288.9,23334.2,78684.2,7549.4,7740.1,72123.5,60354.7,6781.6,78709.9,78957.4,22982.6,30062.0,23852.2,23996.7,64312.2,6109.2,2466.5
"Vallekrysset, 6013 Ålesund",6077.6,1359.8,11393.8,11593.0,30385.0,11281.4,14632.6,26390.1,11456.6,4077.3,13883.3,10892.1,36184.7,111725.1,117753.1,23702.2,8731.9,134514.1,29011.5,114868.6,11287.1,33874.3,20716.7,73499.9,23132.8,14319.3,58936.1,49806.5,14712.6,117164.8,59991.0,51802.1,8729.2,8422.7,9106.6,15075.6,3944.2,23562.3,7041.7,669.3,18021.4,22049.9,49791.6,11195.4,36103.3,76599.7,115053.9,1149.9,117536.5,117280.1,22654.7,9238.5,133011.3,74219.5,54790.5,117352.7,115078.2,54590.1,25875.7,143531.9,47831.5,48872.1,25263.4,29056.5,33998.6,49496.5,10417.9,20790.0,60492.0,18229.2,13737.4,8875.1,1157.1,7539.7,130021.5,6325.1,6103.1,14360.5,51445.2,114862.4,33867.7,11233.7,42669.1,16192.4,11814.8,1460.2,54643.1,116304.1,5094.6,0.0,49589.0,135122.9,61405.7,4004.3,16837.9,117534.8,133048.0,73855.8,133007.8,59007.1,160011.7,12547.5,116989.2,7641.0,14727.6,138577.3,35249.5,11118.6,67337.6,19496.0,11282.5,11588.4,22681.9,117735.4,19997.3,51457.4,6684.5,25587.3,59796.3,92393.2,53001.1,16843.4,1263.5,50014.3,42348.3,56549.4,32796.0,73873.5,29427.2,59706.7,2745.4,11518.0,343.4,25387.5,34638.3,54688.7,28769.6,20404.0,51287.4,115052.8,27325.4,73870.6,11540.6,11731.3,67309.9,55541.1,10772.8,73896.3,74143.8,18169.0,25825.9,27843.4,27987.9,60076.1,10100.4,3420.8
