,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
Bunnpris Vedde,961.6,1087.4,1859.9,1888.4,3057.0,1849.6,2234.4,2590.9,1876.5,1001.1,2134.7,1805.0,3184.2,9674.8,8440.1,2445.5,1657.8,11129.4,2796.8,8239.0,1856.3,3168.0,2421.1,5606.4,2383.1,0.0,4875.7,4264.7,1911.8,8338.3,5009.9,4671.9,1652.5,1242.0,1723.9,2084.6,964.3,2435.4,1579.9,1072.1,2485.6,2611.7,4217.8,1843.3,3173.7,5957.2,8279.1,1154.1,8410.2,8361.2,2626.9,1704.6,11005.6,5976.8,4272.3,8381.2,8277.6,4262.1,2672.4,9974.9,4037.6,4221.1,2573.9,2908.7,3189.5,4186.3,1757.9,2297.6,5035.2,2520.8,2080.3,1679.1,1061.0,1655.5,10777.4,1612.2,1080.8,9.8,4620.1,8237.0,3167.3,1842.8,3710.6,188.5,1898.8,1165.0,4261.3,8333.2,1553.0,1083.9,4193.2,9464.0,4983.6,1399.8,244.0,8399.8,11010.8,5634.3,11016.9,4883.8,11793.2,1973.8,8345.8,1647.2,1902.5,11403.6,3238.0,1833.2,5243.9,2388.5,1845.4,1878.8,2561.6,8447.2,2217.5,4622.5,624.2,2687.1,4821.4,6910.6,4472.2,249.7,1035.5,4476.5,3477.7,4548.0,3102.5,5638.6,2957.2,4974.5,1283.9,1882.0,1093.8,2623.0,3257.7,4274.1,2781.5,2231.4,4658.2,8256.5,2805.4,5637.5,1873.1,1894.0,5216.1,4370.6,1817.0,5630.5,5668.6,2114.5,2714.4,2849.6,2878.1,4975.4,1736.7,1328.2
Bunnpris Volda,4596.8,4722.6,5495.1,5523.6,6692.2,5484.8,5869.6,6226.1,5511.7,4636.3,5769.9,5440.2,6819.4,5472.4,3649.1,2630.5,5293.0,6974.4,6432.0,3448.0,5491.5,2025.7,6056.3,8259.2,6018.3,4867.1,0.0,785.6,5547.0,3547.3,181.9,5275.0,5287.7,4877.2,5359.1,5719.8,4599.5,2627.3,5215.1,4707.3,4930.8,6246.9,698.6,5478.5,6808.9,1166.2,3488.1,4789.3,3619.2,3570.2,6262.1,5339.8,6850.6,3503.5,7907.5,3590.2,3486.6,7897.3,6307.6,5183.9,7672.8,7856.3,6209.1,6543.9,2043.1,705.8,5393.1,5932.8,180.8,4941.0,5715.5,5314.3,4696.2,5290.7,6622.4,5247.4,4716.0,4876.9,5223.2,3446.0,2025.0,5478.0,1782.0,5032.6,5534.0,4800.2,7896.5,3542.2,5188.2,4719.1,714.2,4673.0,3055.0,5035.0,5088.1,3608.8,6855.8,8287.1,6861.9,12.7,7002.2,5609.0,3554.8,5282.4,5537.7,7248.6,2018.0,5468.4,8879.1,6023.7,5480.6,5514.0,6196.8,3656.2,5852.7,5225.6,4259.4,6322.3,2892.8,2119.6,492.2,5093.8,4670.7,5180.2,7112.9,8183.2,2101.1,8291.4,1938.7,159.3,4919.1,5517.2,4729.0,6258.2,2074.0,7909.3,6416.7,5866.6,5311.6,3465.5,6440.6,8290.3,5508.3,5529.2,8851.3,8005.8,5452.2,8283.3,8321.4,5749.7,2205.0,6484.8,6513.3,121.0,5371.9,4963.4
Bunnpris Ørsta,3996.1,4121.9,4894.4,4922.9,6091.5,4884.1,5268.9,5625.4,4911.0,4035.6,5169.2,4839.5,6218.7,6198.5,4375.2,2742.9,4692.3,7700.5,5831.3,4174.1,4890.8,2138.1,5455.6,8640.9,5417.6,4266.4,789.9,0.0,4946.3,4273.4,924.1,6001.1,4687.0,4276.5,4758.4,5119.1,3998.8,2739.7,4614.4,4106.6,4330.1,5646.2,132.0,4877.8,6208.2,1892.3,4214.2,4188.6,4345.3,4296.3,5661.4,4739.1,7576.7,4229.6,7306.8,4316.3,4212.7,7296.6,5706.9,5910.0,7072.1,7255.6,5608.4,5943.2,2155.5,123.6,4792.4,5332.1,949.4,4340.3,5114.8,4713.6,4095.5,4690.0,7348.5,4646.7,4115.3,4276.2,5949.3,4172.1,2137.4,4877.3,1894.4,4431.9,4933.3,4199.5,7295.8,4268.3,4587.5,4118.4,132.0,5399.1,3167.4,4434.3,4487.4,4334.9,7581.9,8668.8,7588.0,798.0,7728.3,5008.3,4280.9,4681.7,4937.0,7974.7,2130.4,4867.7,8278.4,5423.0,4879.9,4913.3,5596.1,4382.3,5252.0,5951.7,3658.7,5721.6,3005.2,2845.7,386.4,4493.1,4070.0,5906.3,6512.2,7582.5,2213.5,8673.1,1338.0,888.7,4318.4,4916.5,4128.3,5657.5,2186.4,7308.6,5816.0,5265.9,6037.7,4191.6,5839.9,8672.0,4907.6,4928.5,8250.6,7405.1,4851.5,8665.0,8703.1,5149.0,1604.3,5884.1,5912.6,889.6,4771.2,4362.7
"Digernessundet, 6057 Ellingsøy",1363.4,998.6,1645.7,1674.2,2842.8,1635.4,2020.2,813.0,1662.3,1193.5,1920.5,1590.8,1406.3,10614.6,9120.0,3385.3,1443.6,12069.2,1051.7,8759.2,1642.1,4107.8,2206.9,3861.3,605.2,1900.0,5555.6,4944.6,0.0,9018.2,5689.8,4375.7,1438.3,1273.1,1509.7,1805.8,1156.7,3375.2,1365.7,934.6,2189.4,2397.5,4897.7,1629.1,1395.8,6637.1,8799.3,939.9,9090.1,9041.1,2412.7,1490.4,11945.4,5680.6,2527.2,9061.1,8797.8,2484.2,2458.2,8624.4,2292.5,2443.2,796.0,2694.5,4129.3,4866.2,1543.7,519.7,5715.1,2224.6,1866.1,1464.9,933.4,1441.3,11717.2,1402.4,1273.2,1909.8,4323.9,8757.2,4107.1,1628.6,4650.4,2065.5,1684.6,840.5,2516.2,9013.1,1396.2,883.4,4873.1,9136.8,5923.4,1190.0,2121.0,9079.7,11950.6,3889.2,11956.7,5563.7,12313.4,1759.6,9025.7,1433.0,59.5,12343.4,4177.8,1619.0,3466.0,1512.7,1631.2,1664.6,816.5,9127.1,439.6,4326.3,1284.9,1079.3,5761.2,7430.8,5152.1,2126.7,934.7,4180.3,1699.8,2802.9,4042.3,3893.5,3637.1,5654.4,1128.6,1667.8,900.0,2408.8,4197.5,2529.0,1036.4,453.5,4362.0,8776.7,2591.2,3892.4,1658.9,1679.8,3438.2,2625.5,1602.8,3885.4,3923.5,369.4,3394.3,2635.4,2663.9,5655.3,1522.5,1210.6
"Eidsgata 12, 6770 Nordfjordeid",7505.0,7630.8,8403.3,8431.8,9600.4,8393.0,8777.8,9134.3,8419.9,7544.5,8678.1,8348.4,9727.6,1990.0,118.1,5538.7,8201.2,3492.0,9340.2,2683.6,8399.7,4933.9,8964.5,8589.6,8926.5,7775.3,2989.4,3693.8,8455.2,0.0,3150.0,5605.4,8195.9,7785.4,8267.3,8628.0,7507.7,5535.5,8123.3,7615.5,7359.2,9155.1,3606.8,8386.7,9717.1,2394.1,2723.7,7697.5,90.5,41.5,9170.3,8248.0,3368.2,3833.9,10815.7,61.5,2722.2,10805.5,9215.8,4419.5,8724.9,10764.5,9117.3,9452.1,4951.3,3614.0,8301.3,8841.0,3148.9,7369.4,8623.7,8222.5,7604.4,8198.9,3140.0,8155.6,7624.2,7785.1,5553.6,2681.6,4933.2,8386.2,4690.2,7940.8,8442.2,7708.4,10804.7,142.3,8096.4,7627.3,3622.4,3908.6,5963.2,7943.2,7996.3,68.9,3373.4,8617.5,3379.5,2997.5,4876.3,8517.2,60.6,8190.6,8445.9,3766.2,4926.2,8376.6,11787.3,8931.9,8388.8,8422.2,9105.0,117.9,8760.9,5556.0,7167.6,9230.5,5801.0,2134.1,3400.4,8002.0,7578.9,5510.6,10021.1,11091.4,5009.3,8621.8,4846.9,3132.2,7827.3,8425.4,7637.2,9166.4,4982.2,10817.5,9324.9,8774.8,5642.0,2701.1,9348.8,8620.7,8416.5,8437.4,11759.5,10914.0,8360.4,8613.7,8651.8,8657.9,5113.2,9393.0,9421.5,3089.1,8280.1,7871.6
"Volda, 6100 Volda",4732.8,4858.6,5631.1,5659.6,6828.2,5620.8,6005.6,6362.1,5647.7,4772.3,5905.9,5576.2,6955.4,5399.2,3575.9,2766.5,5429.0,6901.2,6568.0,3374.8,5627.5,2161.7,6192.3,8186.0,6154.3,5003.1,176.6,921.6,5683.0,3474.1,0.0,5201.8,5423.7,5013.2,5495.1,5855.8,4735.5,2763.3,5351.1,4843.3,5066.8,6382.9,834.6,5614.5,6944.9,1093.0,3414.9,4925.3,3546.0,3497.0,6398.1,5475.8,6777.4,3430.3,8043.5,3517.0,3413.4,8033.3,6443.6,5110.7,7808.8,7992.3,6345.1,6679.9,2179.1,841.8,5529.1,6068.8,107.6,5077.0,5851.5,5450.3,4832.2,5426.7,6549.2,5383.4,4852.0,5012.9,5150.0,3372.8,2161.0,5614.0,1918.0,5168.6,5670.0,4936.2,8032.5,3469.0,5324.2,4855.1,850.2,4599.8,3191.0,5171.0,5224.1,3535.6,6782.6,8213.9,6788.7,163.9,6929.0,5745.0,3481.6,5418.4,5673.7,7175.4,2154.0,5604.4,9015.1,6159.7,5616.6,5650.0,6332.8,3583.0,5988.7,5152.4,4395.4,6458.3,3028.8,2046.4,628.2,5229.8,4806.7,5107.0,7248.9,8319.2,2237.1,8218.2,2074.7,86.2,5055.1,5653.2,4865.0,6394.2,2210.0,8045.3,6552.7,6002.6,5238.4,3392.3,6576.6,8217.1,5644.3,5665.2,8987.3,8141.8,5588.2,8210.1,8248.2,5885.7,2341.0,6620.8,6649.3,78.6,5507.9,5099.4
"Dregesvegen 2, 6200 Stranda",4137.0,4032.3,4804.8,4833.3,6001.9,4794.5,5179.3,5038.8,4821.4,3893.5,5079.6,4749.9,5632.1,7577.5,5697.5,6158.9,4602.7,9079.5,4520.4,4847.6,4801.2,6881.4,5366.0,3090.6,4831.0,4673.6,5267.0,5985.6,4359.7,5595.7,5192.3,0.0,4597.4,3537.2,4668.8,5029.5,3815.5,6148.8,4524.8,4017.0,2204.7,5556.6,5876.6,4788.2,5621.6,4097.1,4887.7,4099.0,5667.6,5618.6,5571.8,4649.5,8955.7,1769.0,5775.6,5638.6,4886.2,6710.0,5617.3,6583.5,3225.9,6535.3,5021.8,5853.6,6902.9,5905.8,4702.8,4488.0,5191.2,2214.9,5025.2,4624.0,4005.9,4600.4,8727.5,4557.1,3661.4,4683.4,102.3,4845.6,6880.7,4787.7,7031.6,4839.1,4843.7,4109.9,5764.6,5647.3,4497.9,4028.8,5862.6,6072.6,8304.6,4344.7,4894.6,5657.2,8960.9,3118.5,8967.0,5254.3,8401.8,4918.7,5603.2,4592.1,4350.4,9353.7,6951.4,4778.1,7691.8,5333.4,4790.3,4823.7,4611.6,5704.6,4631.9,49.4,4058.5,5305.1,8142.4,3519.2,5741.8,4900.3,3980.4,319.2,5925.6,5783.8,6815.9,3122.8,5035.9,5208.0,4228.8,4826.9,4038.7,5567.9,6971.1,5777.4,4527.8,4679.3,183.4,4865.1,5750.3,3121.7,4818.0,4838.9,7664.0,5873.9,4761.9,3114.7,3152.8,4122.8,4793.1,5794.5,5823.0,5169.0,4681.6,4273.1
"Ålesund, 6008 Ålesund",1106.0,631.6,240.6,269.1,1437.7,230.3,615.1,2131.5,257.2,936.1,515.4,185.7,2724.8,10357.2,8862.6,3127.9,33.1,11811.8,2337.4,8661.5,237.0,3850.4,801.8,5147.0,1923.7,1642.6,5298.2,4687.2,1452.4,8760.8,5432.4,4606.9,0.0,1177.0,79.9,465.3,899.3,3117.8,195.7,665.1,2420.6,992.4,4640.3,224.0,2714.3,6379.7,8701.6,637.8,8832.7,8783.7,1007.6,60.6,11688.0,5911.8,3812.9,8803.7,8700.1,3802.7,1053.1,9910.1,3578.2,3761.7,2114.5,1289.4,3871.9,4608.8,138.6,1838.2,5457.7,2455.8,461.0,54.4,713.5,260.2,11459.8,234.4,1015.8,1652.4,4555.1,8659.5,3849.7,223.5,4393.0,1808.1,279.5,660.1,3801.9,8755.7,405.8,626.0,4615.7,9886.5,5666.0,365.0,1863.6,8822.3,11693.2,5174.9,11699.3,5306.3,12215.7,354.5,8768.3,170.4,1443.1,12086.0,3920.4,213.9,4784.5,769.2,226.1,259.5,2102.2,8869.7,1758.1,4557.5,1027.5,1067.8,5503.8,7333.1,4894.7,1869.3,705.4,4411.5,3018.3,4088.6,3784.9,5179.2,3379.7,5397.0,485.4,262.7,642.6,1003.7,3940.1,3814.7,2322.1,1728.1,4593.2,8679.0,1186.1,5178.1,253.8,274.7,4756.7,3911.2,197.7,5171.1,5209.2,1655.1,3136.9,1230.3,1258.8,5397.9,117.4,461.5
Ebbegarden barnehage,706.5,601.8,1374.3,1402.8,2571.4,1364.0,1748.8,1954.2,1390.9,463.0,1649.1,1319.4,2547.5,9957.7,8463.1,2728.4,1172.2,11412.3,1762.2,7926.7,1370.7,3450.9,1935.5,4571.8,1746.4,1243.1,4898.7,4287.7,1275.1,8361.3,5032.9,3543.2,1166.9,0.0,1238.3,1599.0,385.0,2718.3,1094.3,586.5,1356.9,2126.1,4240.8,1357.7,2537.0,5980.2,7966.8,668.5,8433.2,8384.2,2141.3,1219.0,11288.5,4848.1,3237.7,8404.2,7965.3,3625.4,2186.8,9334.9,3003.0,3584.4,1937.2,2423.1,3472.4,4209.3,1272.3,1403.4,5058.2,1392.1,1594.7,1193.5,575.4,1169.9,11060.3,1126.6,230.9,1252.9,3491.4,7924.7,3450.2,1357.2,3993.5,1408.6,1413.2,679.4,3226.7,8356.2,1067.4,598.3,4216.2,9151.7,5266.5,914.2,1464.1,8422.8,11293.7,4599.7,11299.8,4906.8,11480.9,1488.2,8368.8,1161.6,1265.8,11686.5,3520.9,1347.6,4607.2,1902.9,1359.8,1393.2,1527.0,8470.2,1547.3,3493.8,628.0,2201.5,5104.3,6598.3,4495.2,1469.8,549.9,3347.8,2841.0,3513.4,3385.4,4604.0,2980.2,4997.5,798.3,1396.4,608.2,2137.4,3540.6,3239.5,1746.9,1594.7,3529.5,7944.2,2319.8,4602.9,1387.5,1408.4,4579.4,3336.0,1331.4,4595.9,4634.0,1038.2,2737.4,2364.0,2392.5,4998.4,1251.1,842.6
"Eidet, 6008 Ålesund",1158.0,683.6,314.9,343.4,1512.0,304.6,689.4,2183.5,331.5,988.1,589.7,260.0,2776.8,10409.2,8914.6,3179.9,107.4,11863.8,2389.4,8713.5,311.3,3902.4,876.1,5199.0,1975.7,1694.6,5350.2,4739.2,1504.4,8812.8,5484.4,4658.9,84.9,1229.0,0.0,539.6,951.3,3169.8,247.7,717.1,2472.6,1066.7,4692.3,298.3,2766.3,6431.7,8753.6,689.8,8884.7,8835.7,1081.9,94.9,11740.0,5963.8,3864.9,8855.7,8752.1,3854.7,1127.4,9962.1,3630.2,3813.7,2166.5,1363.7,3923.9,4660.8,212.9,1890.2,5509.7,2507.8,535.3,128.7,765.5,323.3,11511.8,286.4,1067.8,1704.4,4607.1,8711.5,3901.7,297.8,4445.0,1860.1,353.8,712.1,3853.9,8807.7,457.8,678.0,4667.7,9938.5,5718.0,417.0,1915.6,8874.3,11745.2,5226.9,11751.3,5358.3,12267.7,428.8,8820.3,244.7,1495.1,12138.0,3972.4,288.2,4836.5,843.5,300.4,333.8,2154.2,8921.7,1810.1,4609.5,1079.5,1142.1,5555.8,7385.1,4946.7,1921.3,757.4,4463.5,3070.3,4140.6,3836.9,5231.2,3431.7,5449.0,537.4,337.0,694.6,1078.0,3992.1,3866.7,2374.1,1802.4,4645.2,8731.0,1260.4,5230.1,328.1,349.0,4808.7,3963.2,272.0,5223.1,5261.2,1707.1,3188.9,1304.6,1333.1,5449.9,191.7,513.5
Ellingsøy barnehage,1541.4,1067.0,520.6,549.1,1283.5,510.3,895.1,1962.2,537.2,1371.5,795.4,465.7,2555.5,10792.6,9298.0,3563.3,492.6,12247.2,2681.1,9096.9,517.0,4285.8,647.6,5490.7,1754.4,2078.0,5733.6,5122.6,1806.1,9196.2,5867.8,5042.3,470.1,1612.4,522.6,0.0,1334.7,3553.2,631.1,1100.5,2856.0,838.2,5075.7,504.0,2545.0,6815.1,9137.0,1073.2,9268.1,9219.1,853.4,503.3,12123.4,6347.2,4156.6,9239.1,9135.5,3633.4,898.9,10253.8,3921.9,3592.4,1945.2,1135.2,4307.3,5044.2,418.6,1944.2,5893.1,2891.2,741.0,513.9,1148.9,706.7,11895.2,669.8,1451.2,2087.8,4990.5,9094.9,4285.1,503.5,4828.4,2243.5,559.5,1095.5,4145.6,9191.1,841.2,1061.4,5051.1,10321.9,6101.4,800.4,2299.0,9257.7,12128.6,5518.6,12134.7,5741.7,12651.1,634.5,9203.7,629.9,1796.8,12521.4,4355.8,493.9,4615.2,492.7,506.1,539.5,2445.9,9305.1,1864.1,4992.9,1462.9,791.3,5939.2,7768.5,5330.1,2304.7,1140.8,4846.9,2849.0,4432.3,4220.3,5522.9,3815.1,5832.4,920.8,542.7,1078.0,849.5,4375.5,4158.4,2665.8,1451.6,5028.6,9114.4,1031.9,5521.8,533.8,554.7,4587.4,4254.9,477.7,5514.8,5552.9,2036.6,3572.3,1076.1,1104.6,5833.3,384.9,896.9
Gamle Blindheimsveg 25,437.4,332.7,1105.2,1133.7,2302.3,1094.9,1479.7,1836.2,1121.8,96.1,1380.0,1050.3,2429.5,9688.6,8194.0,2459.3,903.1,11143.2,2042.1,7992.9,1101.6,3181.8,1666.4,4851.7,1628.4,974.0,4629.6,4018.6,1157.1,8092.2,4763.8,3826.8,897.8,396.9,969.2,1329.9,0.0,2449.2,825.2,317.4,1640.5,1857.0,3971.7,1088.6,2419.0,5711.1,8033.0,399.4,8164.1,8115.1,1872.2,949.9,11019.4,5131.7,3517.6,8135.1,8031.5,3507.4,1917.7,9614.8,3282.9,3466.4,1819.2,2154.0,3203.3,3940.2,1003.2,1542.9,4789.1,1675.7,1325.6,924.4,306.3,900.8,10791.2,857.5,235.7,983.8,3775.0,7990.9,3181.1,1088.1,3724.4,1139.5,1144.1,410.3,3506.6,8087.1,798.3,329.2,3947.1,9217.9,4997.4,645.1,1195.0,8153.7,11024.6,4879.6,11030.7,4637.7,11547.1,1219.1,8099.7,892.5,1147.8,11417.4,3251.8,1078.5,4489.2,1633.8,1090.7,1124.1,1806.9,8201.1,1462.8,3777.4,358.9,1932.4,4835.2,6664.5,4226.1,1200.7,280.8,3631.4,2723.0,3793.3,3116.3,4883.9,2711.1,4728.4,529.2,1127.3,339.1,1868.3,3271.5,3519.4,2026.8,1476.7,3813.1,8010.4,2050.7,4882.8,1118.4,1139.3,4461.4,3615.9,1062.3,4875.8,4913.9,1321.8,2468.3,2094.9,2123.4,4729.3,982.0,573.5
Eurospar Hareid,2465.7,2591.5,3364.0,3392.5,4561.1,3353.7,3738.5,4095.0,3380.6,2505.2,3638.8,3309.1,4688.3,7297.1,6256.2,67.8,3161.9,8751.7,4300.9,6055.1,3360.4,790.3,3925.2,7110.5,3887.2,2475.0,2628.4,2748.3,3415.9,6154.4,2762.6,6176.0,3156.6,2746.1,3228.0,3588.7,2468.4,0.0,3084.0,2576.2,3989.7,4115.8,2661.3,3347.4,4677.8,3773.3,6095.2,2658.2,6226.3,6177.3,4131.0,3208.7,8627.9,6110.6,5776.4,6197.3,6093.7,5766.2,4176.5,7791.0,5541.7,5725.2,4078.0,4412.8,811.8,2668.5,3262.0,3801.7,2787.9,4024.9,3584.4,3183.2,2565.1,3159.6,8399.7,3116.3,2584.9,2484.8,6124.2,6053.1,789.6,3346.9,1332.9,2640.5,3402.9,2669.1,5765.4,6149.3,3057.1,2588.0,2676.9,7280.1,2605.9,2903.9,2696.0,6215.9,8633.1,7138.4,8639.2,2636.5,9609.3,3477.9,6161.9,3151.3,3406.6,9025.9,860.3,3337.3,6748.0,3892.6,3349.5,3382.9,4065.7,6263.3,3721.6,6126.6,2128.3,4191.2,2443.7,4726.7,2463.8,2701.7,2539.6,5980.6,4981.8,6052.1,724.8,7142.7,3901.4,2727.2,2788.0,3386.1,2597.9,4127.1,880.0,5778.2,4285.6,3735.5,6162.3,6072.6,4309.5,7141.6,3377.2,3398.1,6720.2,5874.7,3321.1,7134.6,7172.7,3618.6,4167.7,4353.7,4382.2,2728.1,3240.8,2832.3
LARSGÅRDSVEGEN 19,1037.2,562.8,380.7,409.2,1577.8,370.4,755.2,2062.7,397.3,867.3,655.5,325.8,2656.0,10288.4,8793.8,3059.1,178.6,11743.0,2268.6,8592.7,377.1,3781.6,941.9,5078.2,1854.9,1573.8,5229.4,4618.4,1383.6,8692.0,5363.6,4538.1,173.3,1108.2,244.7,605.4,830.5,3049.0,0.0,596.3,2351.8,1132.5,4571.5,364.1,2645.5,6310.9,8632.8,569.0,8763.9,8714.9,1147.7,225.4,11619.2,5843.0,3744.1,8734.9,8631.3,3733.9,1193.2,9841.3,3509.4,3692.9,2045.7,1429.5,3803.1,4540.0,278.7,1769.4,5388.9,2387.0,601.1,198.8,644.7,158.1,11391.0,135.6,947.0,1583.6,4486.3,8590.7,3780.9,363.6,4324.2,1739.3,419.6,591.3,3733.1,8686.9,307.0,557.2,4546.9,9817.7,5597.2,296.2,1794.8,8753.5,11624.4,5106.1,11630.5,5237.5,12146.9,494.6,8699.5,141.0,1374.3,12017.2,3851.6,354.0,4715.7,909.3,366.2,399.6,2033.4,8800.9,1689.3,4488.7,958.7,1207.9,5435.0,7264.3,4825.9,1800.5,636.6,4342.7,2949.5,4019.8,3716.1,5110.4,3310.9,5328.2,416.6,402.8,573.8,1143.8,3871.3,3745.9,2253.3,1703.2,4524.4,8610.2,1326.2,5109.3,393.9,414.8,4687.9,3842.4,337.8,5102.3,5140.4,1586.3,3068.1,1370.4,1398.9,5329.1,257.5,392.7
Eurospar Moa,519.5,127.5,891.3,919.8,2088.4,881.0,1265.8,1623.5,907.9,349.6,1166.1,836.4,2216.8,9770.7,8276.1,2541.4,689.2,11225.3,1829.4,8075.0,887.7,3263.9,1452.5,4639.0,1415.7,1056.1,4711.7,4100.7,944.4,8174.3,4845.9,4020.4,683.9,590.5,755.3,1116.0,312.8,2531.3,611.3,0.0,1834.1,1643.1,4053.8,874.7,2206.3,5793.2,8115.1,186.7,8246.2,8197.2,1658.3,736.0,11101.5,5325.3,3304.9,8217.2,8113.6,3294.7,1703.8,9402.1,3070.2,3253.7,1606.5,1940.1,3285.4,4022.3,789.3,1330.2,4871.2,1869.3,1111.7,710.5,134.5,686.9,10873.3,595.3,429.3,1065.9,3968.6,8073.0,3263.2,874.2,3806.5,1221.6,930.2,185.4,3293.9,8169.2,536.1,82.5,4029.2,9300.0,5079.5,382.9,1277.1,8235.8,11106.7,4666.9,11112.8,4719.8,11629.2,1005.2,8181.8,678.6,935.1,11499.5,3333.9,864.6,4276.5,1419.9,876.8,910.2,1594.2,8283.2,1250.1,3971.0,441.0,1718.5,4917.3,6746.6,4308.2,1282.8,118.9,3825.0,2510.3,3580.6,3198.4,4671.2,2793.2,4810.5,268.5,913.4,92.4,1654.4,3353.6,3306.7,1814.1,1264.0,4006.7,8092.5,1836.8,4670.1,904.5,925.4,4248.7,3403.2,848.4,4663.1,4701.2,1147.1,2550.4,1881.0,1909.5,4811.4,768.1,350.5
