,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
Bunnpris Valderøy,26462.3,12254.8,117592.9,117645.2,45045.6,12204.8,12380.0,15556.1,14449.6,12765.6,48872.7,13564.3,132109.8,138137.7,44086.8,38963.9,37528.3,12539.1,154898.7,151739.1,48939.7,12320.8,21765.8,144292.0,45684.2,135253.2,12210.5,54259.0,0.0,93428.1,35820.7,34703.9,79320.7,70191.1,34640.8,24328.9,43947.0,14695.3,20865.5,38406.0,1337.9,70176.2,12118.9,48791.3,6545.1,73399.6,67278.1,20604.1,95183.0,53545.8,153485.1,9766.1,74659.4,94604.1,80056.6,145670.7,67759.6,95093.7,61560.0,176069.8,37951.4,11699.2,117630.8,101799.9,69881.1,80375.6,11341.3,38171.3,80876.6,38613.9,14660.8,12682.4,21543.2,150406.1,15193.3,15117.2,26487.7,12515.6,34745.2,71829.8,135247.0,54252.4,14806.7,12157.1,63053.7,36577.0,12738.2,20840.4,74571.3,136688.7,16758.2,20658.5,69973.6,81790.4,17541.9,54383.3,12341.3,24768.7,12206.0,101200.8,27069.2,19063.0,101169.3,80180.9,112777.9,73385.7,37228.0,159052.1,21851.4,57047.1,70398.9,55036.3,76477.5,53180.6,93801.7,49811.9,80091.4,18921.5,21117.9,8030.2,23824.3,74616.8,70315.7,9968.1,28629.9,36013.7,12971.6,93784.0,80262.3,13202.9
Bunnpris Valldal,79310.6,83920.9,32275.5,32327.8,74624.7,83871.0,84046.2,87222.3,80202.0,81548.0,78451.8,85230.5,142406.5,110718.3,96935.2,51768.5,90376.7,81321.5,165671.6,124076.5,44756.3,83987.0,73912.6,183158.1,44701.1,107227.9,83876.7,107107.3,93306.3,0.0,65399.8,87552.3,105615.1,123039.5,59789.1,74745.9,96795.3,79631.3,73903.8,52203.7,94639.5,123024.6,83785.1,78370.3,95244.3,111885.8,96857.2,74594.3,80497.8,87421.9,164258.0,98465.3,127507.8,46577.2,132905.0,118008.1,25742.4,80524.5,79420.0,148407.2,67530.4,101646.1,157052.7,154648.3,122729.5,104705.0,83007.5,54642.6,104529.6,52039.2,86327.0,81464.8,73690.0,161179.1,80129.3,78914.8,72521.5,81696.3,87593.5,18840.0,107283.2,107100.7,86472.9,83823.3,115902.1,89425.4,84404.4,72622.6,67342.4,110026.2,78329.0,73506.9,122822.0,134638.7,76593.9,107231.6,81318.8,77617.1,83872.2,154049.2,79917.5,73976.4,154017.7,133029.3,74354.9,111871.8,90076.4,169825.0,73796.3,109895.4,20653.8,84615.4,52733.6,106029.0,419.7,102660.2,104826.4,75979.8,73111.7,97977.1,76672.7,67387.9,123164.0,99915.0,81478.3,65592.8,80327.4,402.0,133110.7,82180.3
Bunnpris Vatne,28806.2,33872.1,89573.1,89625.3,9486.0,33822.2,33997.4,37173.4,29697.6,31043.6,13503.3,35181.7,134453.7,140481.7,46430.8,31871.3,39872.3,30817.1,157242.7,154250.5,20919.8,33938.2,23408.2,146635.9,38591.6,137764.6,33827.9,56602.9,35914.7,65408.2,0.0,37047.8,81664.7,72535.1,9071.2,26672.8,46290.9,29126.9,23399.4,31313.5,37247.9,72520.2,33736.2,13421.8,37852.7,75743.6,31908.7,24089.9,97527.0,17986.2,155829.1,41073.7,77003.4,87511.5,82400.6,148182.1,39739.8,97437.7,26000.4,178581.2,2391.8,44254.5,119974.7,104143.9,72225.1,82719.6,32958.7,10831.4,83220.6,31521.3,36278.2,30960.4,23185.6,152750.1,29624.9,28410.4,28831.7,31191.9,37089.1,64737.2,137758.4,56596.3,36424.0,33774.5,65397.7,38921.0,34355.6,22118.2,38304.8,139032.6,27824.6,23002.4,72317.6,84134.3,26089.5,56727.2,30814.4,27112.7,33823.3,103544.8,29413.1,17035.2,103513.3,82524.9,115289.2,75729.6,39571.9,161396.1,23291.9,59391.0,63306.3,19666.9,48457.7,55524.6,65781.8,52155.8,82435.3,25475.4,22607.3,40585.5,26168.3,38350.3,72659.6,42523.4,30973.9,644.2,23386.2,65764.2,82606.3,31675.9
Bunnpris Vedde,11088.9,25286.6,111620.0,111672.3,46312.9,25236.6,25411.8,28587.9,21567.7,22913.7,50140.0,26596.1,108055.5,118495.8,20032.6,26800.0,2905.1,22687.1,130844.5,132097.1,42966.8,25352.6,14031.2,120237.8,33520.3,115611.2,25242.4,30204.7,34672.0,87455.2,37088.0,0.0,59678.8,50549.2,28667.9,12164.9,19892.7,20997.0,14105.8,26242.1,36005.1,50534.2,25150.7,50058.6,36610.0,53757.6,68545.4,14195.4,75541.1,54813.1,129430.9,39830.9,50605.2,82440.2,56002.4,126028.7,61786.7,75451.8,62827.3,156427.9,39218.7,43011.8,93576.5,77745.7,50239.2,60733.7,24373.2,34745.3,61234.6,26449.9,27692.7,22830.4,14031.3,126351.9,21495.0,19871.3,14323.8,23061.9,41.3,59665.9,115605.0,30198.1,27838.5,25188.9,38999.5,1953.8,25770.1,15415.5,68598.4,117046.7,18647.0,14411.3,50331.6,57736.1,17550.5,30329.0,22684.5,10771.4,25237.8,77146.6,7640.8,39542.6,77115.1,56126.7,93135.9,53743.7,2604.8,134997.9,13864.9,32992.8,58235.0,56303.6,70504.6,29126.4,87828.7,30169.9,60449.4,16384.8,14474.2,39342.8,11660.4,68643.9,50673.7,41280.6,8988.0,37281.0,33451.3,87811.1,56208.1,23546.0
Bunnpris Volda,55635.5,69833.1,133124.8,133177.0,90859.4,69783.2,69958.4,73134.4,66114.2,67460.2,94686.6,71142.7,91758.4,60827.1,41831.5,62276.7,62457.1,67233.7,115023.5,74428.5,87513.3,69899.2,58577.7,93328.1,67777.7,57942.6,69788.9,32406.5,79218.5,105598.1,81634.6,59632.6,0.0,9816.1,73214.5,56711.5,41769.7,65543.5,58652.4,62712.0,80551.7,9254.4,69697.3,94605.1,81156.5,6282.5,113091.9,58742.0,26682.2,99359.6,113609.9,84377.5,40588.2,59019.5,45985.4,68360.1,106333.3,26592.9,107373.9,98759.2,83765.2,87558.3,66666.9,63990.2,9470.3,1768.7,68919.7,79291.9,1593.3,62547.4,72239.2,67376.9,58577.8,110530.9,66041.5,64417.9,58870.4,67608.4,59673.9,87028.5,57936.4,32399.9,72385.1,69735.5,28982.5,61505.8,70316.6,59962.0,113145.0,59378.1,63193.6,58957.9,9566.1,47719.2,62097.0,32725.6,67231.0,55317.9,69784.3,50237.0,52187.3,84089.1,50205.5,46109.7,35467.3,6268.6,62156.7,119176.9,58411.4,30830.9,86485.9,100850.1,115051.2,33405.8,105971.7,29519.7,1478.6,60931.3,59020.8,83889.3,56206.9,113190.5,9173.4,85827.2,51287.8,81827.5,77997.8,105954.0,46191.1,68092.5
Bunnpris Ørsta,46514.2,60711.9,141144.7,141196.9,81738.2,60661.9,60837.1,64013.2,56993.0,58339.0,85565.3,62021.4,99778.3,68847.0,41982.3,53155.5,53335.8,58112.4,123043.4,82448.4,78392.0,60777.9,49456.5,102329.1,58656.4,65962.5,60667.6,32557.3,70097.2,122880.5,72513.3,50511.4,9764.3,0.0,64093.2,47590.2,41920.5,56422.2,49531.1,53590.7,71430.4,619.8,60576.0,85483.8,72035.2,3843.2,103970.7,49620.7,25892.3,90238.4,121629.8,75256.2,40739.0,67039.4,46136.3,76380.0,97212.0,25803.0,98252.6,106779.1,74644.0,78437.0,75667.9,72991.2,630.3,10819.2,59798.5,70170.6,11320.2,53426.1,63117.9,58255.7,49456.6,118550.8,56920.2,55296.6,49749.1,58487.2,50552.7,95048.4,65956.3,32550.7,63263.8,60614.2,29133.3,52384.5,61195.3,50840.8,104023.7,67398.0,54072.3,49836.6,726.0,47870.0,52975.8,32876.4,58109.8,46196.6,60663.1,59238.0,43066.1,74967.9,59206.5,46260.5,43487.1,3829.3,53035.5,127196.8,49290.2,30981.8,94505.8,91728.9,105929.9,33556.6,123254.0,20398.4,10534.9,51810.1,49899.5,74768.1,47085.7,104069.2,759.3,76705.9,42166.6,72706.3,68876.6,123236.4,46341.9,58971.3
"Digernessundet, 6057 Ellingsøy",20455.3,25065.6,84166.0,84218.2,18276.5,25015.7,25190.9,28366.9,21346.7,22692.7,22103.6,26375.2,126102.8,132130.8,38079.9,23520.4,31521.4,22466.2,148891.8,145899.6,15512.7,25131.7,15057.2,138285.0,30240.7,129413.7,25021.4,48252.0,34451.0,60001.2,9051.6,28696.9,73313.8,64184.2,0.0,18321.9,37940.0,20776.0,15048.4,22962.5,35784.2,64169.3,24929.7,22022.1,36389.0,67392.6,40509.0,15739.0,89176.1,26776.7,147478.2,39610.0,68652.5,79160.6,74049.7,139831.2,34332.7,89086.8,34790.9,170230.3,11182.3,42790.8,111623.8,95793.0,63874.2,74368.7,24152.2,6708.9,74869.6,23170.4,27471.7,22609.4,14834.6,144399.2,21274.0,20059.4,20480.8,22840.9,28738.2,56386.3,129407.5,48245.4,27617.6,24968.0,57046.7,30570.1,25549.1,13767.3,41144.4,130681.7,19473.7,14651.5,63966.6,75783.4,17738.6,48376.3,22463.5,18761.8,25016.8,95193.9,21062.2,17628.2,95162.4,74174.0,106938.3,67378.7,31221.0,153045.2,14941.0,51040.1,54955.4,28267.2,43050.6,47173.7,60374.7,43804.9,74084.4,17124.5,14256.4,39121.8,17817.4,41189.9,64308.7,41059.7,22623.0,9244.6,23979.2,60357.1,74255.3,23325.0
Gamle Blindheimsveg 25,4180.8,14776.2,101109.6,101161.8,35802.5,14726.2,14901.4,18077.5,11057.3,12403.3,39629.6,16085.7,109828.3,115856.3,21805.4,15004.9,15246.9,12176.7,132617.3,129457.7,32456.3,14842.2,3520.8,122010.5,21725.2,112971.7,14731.9,31977.5,24161.5,76944.8,26577.6,12422.4,57039.3,47909.7,18157.5,0.0,21665.5,10486.5,3595.4,14447.1,25494.7,47894.8,14640.3,39548.1,26099.5,51118.2,58035.0,3685.0,72901.6,44302.7,131203.7,29320.5,52378.0,70645.1,57775.2,123389.2,51276.3,72812.3,52316.9,153788.4,28708.2,32501.3,95349.3,79518.5,47599.7,58094.2,13862.7,24234.9,58595.2,14654.9,17182.2,12320.0,3520.9,128124.7,10984.5,9360.9,2528.8,12551.5,12463.7,47870.8,112965.5,31970.9,17328.1,14678.5,40772.3,14295.6,15259.6,4905.0,58088.0,114407.2,8136.6,3900.9,47692.1,59508.9,7040.1,32101.8,12174.0,2487.3,14727.4,78919.4,4787.7,29032.2,78887.9,57899.5,90496.4,51104.2,14946.5,136770.7,3354.5,34765.6,46439.9,45793.2,59994.2,30899.2,77318.3,27530.4,57809.9,5874.4,3963.8,28832.3,582.9,58133.5,48034.2,30770.2,6348.5,26770.6,22940.8,77300.7,57980.9,13035.6
Eurospar Hareid,20682.8,34880.4,121213.9,121266.1,55906.7,34830.5,35005.7,38181.7,31161.5,32507.5,59733.9,36190.0,88506.3,102518.8,483.4,36393.8,23099.7,32281.0,111295.3,116120.2,52560.6,34946.5,23625.1,100688.5,43114.1,99634.3,34836.2,10655.5,44265.8,97049.0,46681.9,20275.2,41729.1,42002.8,38261.8,21758.8,0.0,30590.8,23699.7,35836.0,45599.0,41441.1,34744.6,59652.4,46203.8,39625.8,78139.3,23789.3,65372.1,64407.0,109881.6,49424.8,31055.9,100711.2,36453.2,110051.8,71380.6,65282.8,72421.2,140450.9,48812.5,52605.6,74027.3,58196.4,41657.0,42784.0,33967.0,44339.2,43285.0,36043.8,37286.5,32424.3,23625.1,106802.7,31088.8,29465.2,23917.7,32655.7,20316.5,69259.7,99628.1,10648.9,37432.4,34782.8,19450.2,22148.4,35363.9,25009.3,78192.3,101069.8,28240.9,24005.2,41752.8,38186.9,27144.3,10779.8,32278.3,20365.2,34831.6,57597.4,17234.7,49136.4,57565.9,36577.4,77158.9,39611.9,22799.3,115448.6,23458.7,13443.6,67828.8,65897.5,80098.5,9577.2,97422.6,61706.4,42499.8,25978.6,24068.1,48936.6,21254.3,78237.8,41360.1,50874.5,18581.8,46874.8,43045.1,97404.9,36658.8,33139.8
LARSGÅRDSVEGEN 19,12669.6,5009.9,103800.3,103852.6,38493.2,4960.0,5135.2,8311.3,734.8,1860.7,42320.3,6319.5,118317.1,124345.1,30294.2,25171.3,23735.7,2410.5,141106.1,137946.5,35147.0,5076.0,7973.2,130499.4,31891.6,121460.6,4965.7,40466.3,14395.3,79635.5,29268.3,20911.2,65528.1,56398.5,20848.2,10536.2,30154.3,0.0,7072.9,24613.4,15728.5,56383.6,4874.1,42238.8,16333.3,59607.0,60725.7,6811.4,81390.4,46993.4,139692.5,19554.3,60866.8,80811.5,66264.0,131878.1,53967.0,81301.1,55007.6,162277.2,31399.0,22735.1,103838.1,88007.3,56088.5,66583.0,4096.5,26925.6,67084.0,24821.2,7416.0,1950.4,7750.6,136613.5,1131.5,1123.6,12695.1,2785.3,20952.5,58037.2,121454.4,40459.7,7561.9,4912.3,49261.1,22784.4,5493.4,7047.8,60778.7,122896.0,2764.6,6865.8,56180.9,67997.7,3749.3,40590.6,2407.8,10976.1,4961.2,87408.2,13276.5,19265.9,87376.7,66388.3,98985.2,59593.0,23435.4,145259.5,8058.7,43254.4,56606.3,48483.9,62684.9,39388.0,80009.0,36019.2,66298.7,5128.8,7325.3,19066.1,10031.7,60824.2,56523.0,21004.0,14837.3,29461.3,13174.6,79991.4,66469.7,3269.3
Eurospar Moa,5769.8,11694.3,98064.2,98116.5,32757.1,11644.4,11819.6,14995.6,7975.4,9321.4,36584.2,13003.8,111417.3,117445.3,23394.4,18271.4,16835.8,9094.9,134206.3,131046.6,29410.9,11760.4,1325.2,123599.5,24991.7,114560.7,11650.1,33566.5,21079.7,73899.4,23532.2,14011.4,58628.2,49498.7,15112.1,3636.4,23254.5,7404.7,0.0,17713.6,22412.8,49483.7,11558.4,36502.7,23017.7,52707.1,54989.6,1052.0,74490.6,41257.3,132792.6,26238.6,53966.9,73911.6,59364.2,124978.2,48230.9,74401.3,49271.5,155377.3,25662.9,29419.5,96938.3,81107.4,49188.7,59683.1,10780.9,21189.5,60184.1,17921.4,14100.4,9238.1,1234.5,129713.7,7902.7,6168.6,5795.3,9469.6,14052.7,51137.3,114554.5,33559.9,14246.2,11596.6,42361.2,15884.5,12177.8,1725.9,55042.6,115996.2,4944.3,746.2,49281.1,61097.9,3847.8,33690.8,9092.2,4076.2,11645.5,80508.4,6376.7,25950.3,80476.9,59488.4,92085.4,52693.2,16535.5,138359.6,1158.9,36354.6,49706.4,42747.8,56948.8,32488.2,74272.9,29119.4,59398.9,2595.1,809.1,25750.5,3131.9,55088.1,49623.2,27688.4,7937.5,23725.2,19859.0,74255.3,59569.8,9953.7
Eurospar Sykkylven,18308.7,28904.0,76468.4,76520.7,40389.0,28854.1,29029.3,32205.4,25185.1,26531.1,44216.1,30213.6,152337.6,120649.4,35933.3,557.9,29374.8,26304.6,175602.7,123247.3,30057.3,28970.1,17648.7,155335.6,7588.4,106761.4,28859.8,46105.4,38289.4,52303.6,31164.1,26550.3,62770.8,53641.2,22744.0,14457.0,35793.4,24614.4,17723.3,0.0,39622.6,53626.3,28768.2,44134.6,40227.4,56849.7,62621.5,17812.9,78633.1,48889.2,174189.1,43448.4,66505.9,56508.3,71903.1,117178.9,48877.3,78543.8,56903.4,147578.0,33294.8,46629.2,128674.4,93646.4,53331.2,63825.7,27990.6,24573.6,64326.7,207.8,31310.1,26447.9,17648.7,171110.2,25112.4,23488.8,12232.6,26679.4,26591.6,33734.0,106755.1,46098.8,31456.0,28806.4,54900.1,28423.5,29387.5,19032.9,55689.0,119957.3,22264.5,18028.8,53423.7,73636.8,21168.0,46229.7,26301.9,16615.2,28855.3,112244.5,18915.6,39740.7,112213.0,72027.4,84286.0,56835.7,29074.4,179756.1,17482.3,48893.5,32303.1,50379.7,57595.2,45027.1,52677.2,33261.9,63541.4,20002.2,18091.7,42960.2,14787.8,55734.5,53765.7,44898.1,20476.4,31357.1,37068.7,52659.5,72108.7,27163.4
Eurospar Valderøy,27795.4,13587.9,118926.1,118978.4,46378.8,13538.0,13713.2,16889.3,15782.8,14098.8,50205.9,14897.5,133442.9,139470.9,45420.0,40297.1,38861.5,13872.3,156231.9,153072.3,50272.8,13654.0,23099.0,145625.1,47017.3,136586.4,13543.7,55592.1,1337.9,94761.3,37153.9,36037.0,80653.9,71524.3,35974.0,25662.0,45280.1,16028.5,22198.7,39739.2,0.0,71509.4,13452.1,50124.4,7878.3,74732.8,68611.3,21937.2,96516.2,54879.0,154818.3,11099.3,75992.6,95937.3,81389.8,147003.9,69092.8,96426.9,62893.2,177403.0,39284.5,10528.1,118963.9,103133.1,71214.3,81708.8,12674.5,39504.4,82209.8,39947.0,15994.0,14015.5,22876.4,151739.3,16526.5,16450.3,27820.9,13848.7,36078.3,73163.0,136580.1,55585.5,16139.9,13490.3,64386.9,37910.2,14071.4,22173.6,75904.5,138021.9,18091.4,21991.6,71306.7,83123.5,18875.1,55716.4,13674.5,26101.9,13539.2,102534.0,28402.3,20396.1,102502.5,81514.1,114111.0,74718.8,38561.2,160385.3,23184.5,58380.2,71732.1,56369.5,77810.7,54513.8,95134.8,51145.0,81424.5,20254.6,22451.1,6859.2,25157.5,75950.0,71648.8,8797.0,29963.1,37346.8,14304.8,95117.2,81595.5,14536.0
Eurospar Ørsta,46491.2,60688.8,140581.7,140634.0,81715.1,60638.9,60814.1,63990.1,56969.9,58315.9,85542.2,61998.3,99215.3,68284.1,41498.9,53132.4,53312.8,58089.4,122480.5,81885.4,78369.0,60754.8,49433.4,101845.8,58633.4,65399.5,60644.6,32074.0,70074.2,122857.4,72490.2,50488.3,9281.0,671.8,64070.1,47567.2,41437.2,56399.2,49508.1,53567.6,71407.3,0.0,60552.9,85460.8,72012.2,3359.9,103947.6,49597.7,25329.4,90215.3,121066.9,75233.1,40255.7,66476.4,45652.9,75817.0,97188.9,25240.1,98229.5,106216.2,74620.9,78414.0,75184.6,72507.9,326.0,10335.9,59775.4,70147.5,10836.9,53403.1,63094.9,58232.6,49433.5,117987.9,56897.2,55273.6,49726.0,58464.1,50529.6,94485.4,65393.3,32067.4,63240.7,60591.1,28650.0,52361.5,61172.3,50817.7,104000.6,66835.0,54049.2,49813.6,421.7,47386.7,52952.7,32393.1,58086.7,46173.6,60640.0,58754.7,43043.0,74944.8,58723.2,45777.2,42924.2,3345.9,53012.4,126633.9,49267.1,30498.4,93942.8,91705.8,105906.9,33073.3,123231.0,20375.3,10051.6,51787.0,49876.5,74745.0,47062.6,104046.1,107.9,76682.9,42143.5,72683.2,68853.5,123213.3,45858.6,58948.2
Rasmus Rønnebergs gate 21,16951.4,527.6,108082.0,108134.3,43072.3,623.3,798.5,3974.6,4938.7,3254.8,46899.5,1982.8,122598.9,128626.9,34576.0,29453.0,28017.4,3028.2,145387.9,142228.2,39428.8,478.9,12255.0,134781.1,36173.3,125742.3,629.0,44748.1,12219.0,83917.2,33847.5,25193.0,69809.8,60680.3,25129.9,14818.0,34436.1,5184.4,11354.6,28895.2,13552.2,60665.3,0.0,46818.0,14157.0,63888.7,65304.8,11093.2,85672.1,51572.5,143974.2,17378.0,65148.5,85093.2,70545.8,136159.8,58248.8,85582.9,59586.8,166558.9,35978.1,20558.9,108119.9,92289.0,60370.3,70864.7,785.4,31207.3,71365.7,29103.0,3079.3,3171.5,12032.4,140895.3,5682.4,5606.3,16976.9,3004.7,25234.3,62318.9,125736.1,44741.5,3225.2,429.9,53542.8,27066.1,1156.7,11329.5,65060.4,127177.8,7247.3,11147.6,60462.7,72279.5,8031.0,44872.4,2830.5,15257.8,524.3,91690.0,17558.3,17089.7,91658.5,70670.0,103267.0,63874.8,27717.1,149541.2,12340.5,47536.2,60888.0,53063.1,66966.7,43669.8,84290.8,40301.0,70580.5,9410.6,11607.0,16889.9,14313.5,65106.0,60804.8,18827.7,19119.1,34040.4,10998.4,84273.1,70751.4,3692.0
"Brattvåg, 6270 Brattvåg",41742.4,46808.3,102509.3,102561.5,22645.2,46758.4,46933.6,50109.7,42633.8,43979.8,135.2,48117.9,147389.9,153417.9,59367.0,44807.6,52808.5,43753.3,170178.9,167186.7,33856.0,46874.4,36344.4,159572.2,51527.8,150700.8,46764.1,69539.2,48850.9,78344.5,13420.3,49984.1,94600.9,85471.3,22007.4,39609.1,59227.2,42063.1,36335.6,44249.7,50184.1,85456.4,46672.5,0.0,50788.9,88679.8,19656.8,37026.1,110463.2,31145.4,168765.3,54009.9,89939.6,100447.7,95336.8,161118.3,52676.0,110373.9,39159.6,191517.4,15550.9,57190.7,132911.0,117080.1,85161.3,95655.8,45894.9,23767.6,96156.8,44457.5,49214.4,43896.6,36121.8,165686.4,42561.1,41346.6,41767.9,44128.1,50025.3,77673.5,150694.6,69532.6,49360.3,46710.7,78333.9,51857.2,47291.8,35054.4,51463.9,151968.9,40760.9,35938.7,85253.8,97070.6,39025.7,69663.4,43750.6,40048.9,46759.6,116481.0,42349.4,29971.4,116449.5,95461.1,128225.5,88665.9,52508.2,174332.3,36228.1,72327.2,76242.6,16343.1,61393.9,68460.8,78718.0,65092.1,95371.6,38411.7,35543.5,53521.8,39104.5,51509.5,85595.9,55459.6,43910.1,13281.8,36322.4,78700.4,95542.5,44612.2
"Valderhaug, 6050 Valderøya",28466.0,14258.5,119596.7,119648.9,47049.3,14208.6,14383.8,17559.8,16453.4,14769.4,50876.5,15568.1,134113.5,140141.5,46090.6,40967.7,39532.1,14542.8,156902.5,153742.9,50943.4,14324.6,23769.6,146295.7,47687.9,137256.9,14214.3,56262.7,6548.1,95431.9,37824.5,36707.6,81324.5,72194.9,36644.6,26332.6,45950.7,16699.1,22869.3,40409.8,7881.3,72180.0,14122.6,50795.0,0.0,75403.3,69281.9,22607.8,97186.8,55549.6,155488.9,6956.1,76663.2,96607.8,82060.4,147674.4,69763.4,97097.5,63563.8,178073.6,39955.1,15213.7,119634.5,103803.7,71884.9,82379.4,13345.1,40175.0,82880.3,40617.6,16664.6,14686.1,23547.0,152409.9,17197.1,17120.9,28491.5,14519.3,36748.9,73833.6,137250.7,56256.1,16810.4,14160.9,65057.4,38580.8,14742.0,22844.1,76575.1,138692.4,18761.9,22662.2,71977.3,83794.1,19545.7,56387.0,14345.1,26772.5,14209.7,103204.6,29072.9,21066.7,103173.1,82184.7,114781.6,75389.4,39231.7,161055.9,23855.1,59050.8,72402.7,57040.1,78481.3,55184.4,95805.4,51815.6,82095.1,20925.2,23121.6,11544.7,25828.1,76620.6,72319.4,13482.6,30633.7,38017.4,14975.4,95787.8,82266.0,15206.6
"Hovdebygda, 6160 Hovdebygda",49719.5,63917.1,139429.1,139481.4,84943.4,63867.2,64042.4,67218.4,60198.2,61544.2,88770.5,65226.7,98062.7,67131.5,39655.7,56360.7,56541.1,61317.7,121327.8,80732.8,81597.3,63983.2,52661.7,98906.6,61861.7,64246.9,63872.9,30230.7,73302.5,111902.4,75718.6,53716.6,6341.7,3900.1,67298.4,50795.5,39593.9,59627.5,52736.4,56795.9,74635.6,3338.4,63781.2,88689.1,75240.5,0.0,107175.9,52826.0,27269.4,93443.6,119914.2,78461.4,38412.4,65323.8,43809.7,74664.4,100417.3,27180.1,101457.8,105063.6,77849.2,81642.3,72245.3,69568.7,3554.3,7396.6,63003.7,73375.8,7897.6,56631.4,66323.2,61460.9,52661.8,116835.3,60125.5,58501.9,52954.3,61692.4,53757.9,93332.8,64240.7,30224.1,66469.1,63819.5,26806.7,55589.8,64400.6,54046.0,107228.9,65682.4,57277.5,53041.9,3650.0,45543.4,56181.0,30549.8,61315.0,49401.9,63868.3,55815.4,46271.3,78173.1,55783.9,43934.0,41771.6,313.2,56240.7,125481.2,52495.4,28655.2,92790.2,94934.1,109135.2,31230.0,112276.0,23603.7,7112.4,55015.3,53104.8,77973.3,50290.9,107274.5,3257.4,79911.2,45371.8,75911.5,72081.8,112258.3,44015.3,62176.5
