,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
Bunnpris Valldal,5071.6,5358.6,2679.5,2698.0,4948.4,5343.6,5370.5,5728.4,5140.2,5178.4,5101.5,5475.4,10563.1,8683.1,7093.5,5182.3,5857.7,5151.8,12065.1,8309.9,2880.6,5346.8,4680.3,13034.0,4667.2,7139.5,5350.3,7816.0,5915.1,0.0,4300.4,5608.2,8252.6,8652.8,3859.5,4856.3,7083.4,5073.9,4642.8,5190.3,6105.7,8605.9,5337.3,5091.0,6120.9,8712.8,6179.4,4706.8,7510.2,5500.3,11838.6,6166.4,9062.2,4754.6,9397.5,7849.8,1586.1,7506.5,4895.5,9812.5,4491.2,6402.7,11463.0,12539.7,8574.4,8177.9,5251.9,3562.4,8176.8,5200.5,5574.3,5173.1,4641.6,11713.1,5149.5,5110.6,4702.2,5217.9,5618.0,3087.9,7152.5,7815.3,5628.7,5336.8,8358.6,5773.7,5392.8,4548.7,4124.8,8632.9,5104.4,4591.6,8581.3,9631.6,4898.2,7837.5,5146.5,4914.8,5339.4,12458.3,4993.1,4774.5,12445.6,9469.4,6504.8,8727.4,5834.9,12347.4,4642.9,7956.8,3304.8,5395.0,4144.0,7750.5,70.5,7345.3,8193.6,4836.8,4593.9,6117.0,4801.7,4137.6,8623.2,6299.4,5146.3,4318.2,5207.9,66.2,9482.7,5232.2
Bunnpris Vatne,1843.5,2098.0,6334.4,6352.9,719.5,2083.0,2109.9,2467.8,1912.1,1950.3,885.3,2214.8,11094.7,9600.1,3865.4,2736.5,2629.6,1923.7,12549.3,10368.2,1494.0,2086.2,1452.2,11840.9,3174.6,9239.3,2089.7,4587.9,2220.3,4303.6,0.0,2380.1,6035.7,5424.7,619.0,1636.8,3855.3,1845.8,1414.7,2669.5,2410.9,5377.8,2076.7,874.8,2426.1,5617.6,1963.2,1478.7,7011.3,1306.0,12322.8,2471.6,5834.1,6160.7,6169.4,9908.1,2734.8,6997.3,1909.5,11870.8,262.3,2707.9,10216.6,9311.6,5346.3,6169.9,1991.3,757.1,6195.2,2704.7,2313.7,1945.0,1413.5,12197.3,1921.4,1882.5,1753.3,1989.8,2389.9,4804.0,9237.3,4587.2,2368.1,2076.2,5130.5,2545.6,2132.2,1320.6,2696.0,9493.2,1876.3,1363.5,5353.2,6403.5,1670.1,4609.4,1918.4,1686.7,2078.8,9230.2,1765.0,1029.8,9217.5,6241.3,7910.9,5632.2,2606.8,12831.6,1414.8,4728.7,4660.4,1178.8,3245.2,4522.4,4335.8,4117.2,6134.5,1608.7,1365.8,2422.2,1573.6,2708.8,5395.1,2604.6,1918.2,102.0,1463.2,4331.5,6254.6,2004.1
Bunnpris Vedde,961.6,1864.6,7637.2,7655.7,3031.1,1849.6,1876.5,2234.4,1646.2,1684.4,3184.2,1981.4,9674.8,8440.1,2445.5,2552.6,272.5,1657.8,11129.4,9367.9,2796.8,1852.8,1083.7,10421.0,2990.7,8239.0,1856.3,3168.0,2421.1,5606.4,2383.1,0.0,4875.7,4264.7,1911.8,964.3,2435.4,1579.9,1072.1,2485.6,2611.7,4217.8,1843.3,3173.7,2626.9,4457.6,4262.1,1087.4,5851.3,3617.6,10902.9,2672.4,4414.2,5976.8,4749.5,8907.8,4037.6,5837.3,4221.1,10870.5,2573.9,2908.7,8796.7,7891.7,4186.3,5009.9,1757.9,2297.6,5035.2,2520.8,2080.3,1679.1,1061.0,10777.4,1655.5,1612.2,1080.8,1723.9,9.8,4620.1,8237.0,3167.3,2134.7,1842.8,3710.6,188.5,1898.8,1165.0,4261.3,8333.2,1553.0,1083.9,4193.2,4983.6,1399.8,3189.5,1652.5,920.7,1845.4,7810.3,624.2,2687.1,7797.6,4821.4,6910.6,4472.2,249.7,11411.7,1035.5,3308.8,4476.5,3477.7,4548.0,3102.5,5638.6,2957.2,4974.5,1283.9,1102.4,2623.0,901.1,4274.1,4235.1,2805.4,758.2,2400.9,2388.5,5634.3,4834.7,1738.2
Bunnpris Volda,4596.8,5499.8,7967.8,7986.3,6666.3,5484.8,5511.7,5869.6,5281.4,5319.6,6819.4,5616.6,5472.4,3649.1,2630.5,4922.8,5116.6,5293.0,6974.4,4576.9,6432.0,5488.0,4718.9,6841.9,5287.4,3448.0,5491.5,2025.7,6056.3,8259.2,6018.3,4867.1,0.0,785.6,5547.0,4599.5,2627.3,5215.1,4707.3,4930.8,6246.9,698.6,5478.5,6808.9,6262.1,477.6,7897.3,4722.6,1702.9,7252.8,6747.9,6307.6,2485.6,3503.5,2820.9,4116.8,7672.8,1688.9,7856.3,6079.5,6209.1,6543.9,5217.6,5092.1,705.8,181.9,5393.1,5932.8,180.8,4941.0,5715.5,5314.3,4696.2,6622.4,5290.7,5247.4,4716.0,5359.1,4876.9,5223.2,3446.0,2025.0,5769.9,5478.0,1782.0,5032.6,5534.0,4800.2,7896.5,3542.2,5188.2,4719.1,714.2,3055.0,5035.0,2043.1,5287.7,4555.9,5480.6,4231.2,4259.4,6322.3,4218.5,2892.8,2119.6,492.2,5093.8,7256.7,4670.7,1892.8,5180.2,7112.9,8183.2,2101.1,8291.4,1938.7,159.3,4919.1,4737.6,6258.2,4536.3,7909.3,689.3,6440.6,4232.1,6036.1,6023.7,8287.1,2906.1,5373.4
Bunnpris Ørsta,3996.1,4899.1,8693.9,8712.4,6065.6,4884.1,4911.0,5268.9,4680.7,4718.9,6218.7,5015.9,6198.5,4375.2,2742.9,4322.1,4515.9,4692.3,7700.5,5303.0,5831.3,4887.3,4118.2,7537.9,4686.7,4174.1,4890.8,2138.1,5455.6,8640.9,5417.6,4266.4,789.9,0.0,4946.3,3998.8,2739.7,4614.4,4106.6,4330.1,5646.2,132.0,4877.8,6208.2,5661.4,371.8,7296.6,4121.9,1786.4,6652.1,7474.0,5706.9,2598.0,4229.6,2933.3,4842.9,7072.1,1772.4,7255.6,6805.6,5608.4,5943.2,5913.6,5788.1,123.6,924.1,4792.4,5332.1,949.4,4340.3,5114.8,4713.6,4095.5,7348.5,4690.0,4646.7,4115.3,4758.4,4276.2,5949.3,4172.1,2137.4,5169.2,4877.3,1894.4,4431.9,4933.3,4199.5,7295.8,4268.3,4587.5,4118.4,132.0,3167.4,4434.3,2155.5,4687.0,3955.2,4879.9,4927.2,3658.7,5721.6,4914.5,3005.2,2845.7,386.4,4493.1,7982.8,4070.0,2005.2,5906.3,6512.2,7582.5,2213.5,8673.1,1338.0,888.7,4318.4,4136.9,5657.5,3935.6,7308.6,149.3,5839.9,3631.4,5435.4,5423.0,8668.8,3018.5,4772.7
"Digernessundet, 6057 Ellingsøy",1363.4,1650.4,5892.1,5910.6,1253.2,1635.4,1662.3,2020.2,1432.0,1470.2,1406.3,1767.2,10614.6,9120.0,3385.3,2256.4,2149.5,1443.6,12069.2,9888.1,1051.7,1638.6,972.1,11360.8,2694.5,8759.2,1642.1,4107.8,2206.9,3861.3,605.2,1900.0,5555.6,4944.6,0.0,1156.7,3375.2,1365.7,934.6,2189.4,2397.5,4897.7,1629.1,1395.8,2412.7,5137.5,2484.2,998.6,6531.2,1839.7,11842.7,2458.2,5354.0,5680.6,5689.3,9428.0,2292.5,6517.2,2443.2,11390.7,796.0,2694.5,9736.5,8831.5,4866.2,5689.8,1543.7,519.7,5715.1,2224.6,1866.1,1464.9,933.4,11717.2,1441.3,1402.4,1273.2,1509.7,1909.8,4323.9,8757.2,4107.1,1920.5,1628.6,4650.4,2065.5,1684.6,840.5,2516.2,9013.1,1396.2,883.4,4873.1,5923.4,1190.0,4129.3,1438.3,1206.6,1631.2,8750.1,1284.9,1079.3,8737.4,5761.2,7430.8,5152.1,2126.7,12351.5,934.7,4248.6,4180.3,1699.8,2802.9,4042.3,3893.5,3637.1,5654.4,1128.6,885.7,2408.8,1093.5,2529.0,4915.0,2591.2,1438.1,623.0,1512.7,3889.2,5774.5,1524.0
Gamle Blindheimsveg 25,437.4,1109.9,6882.5,6901.0,2276.4,1094.9,1121.8,1479.7,891.5,929.7,2429.5,1226.7,9688.6,8194.0,2459.3,1707.5,1223.5,903.1,11143.2,9121.8,2042.1,1098.1,329.0,10434.8,2145.6,7992.9,1101.6,3181.8,1666.4,4851.7,1628.4,974.0,4629.6,4018.6,1157.1,0.0,2449.2,825.2,317.4,1640.5,1857.0,3971.7,1088.6,2419.0,1872.2,4211.5,3507.4,332.7,5605.2,2862.9,10916.7,1917.7,4428.0,5131.7,4763.3,8661.7,3282.9,5591.2,3466.4,10624.4,1819.2,2154.0,8810.5,7905.5,3940.2,4763.8,1003.2,1542.9,4789.1,1675.7,1325.6,924.4,306.3,10791.2,900.8,857.5,235.7,969.2,983.8,3775.0,7990.9,3181.1,1380.0,1088.1,3724.4,1139.5,1144.1,410.3,3506.6,8087.1,798.3,329.2,3947.1,4997.4,645.1,3203.3,897.8,280.6,1090.7,7824.1,358.9,1932.4,7811.4,4835.2,6664.5,4226.1,1200.7,11425.5,280.8,3322.6,3631.4,2723.0,3793.3,3116.3,4883.9,2711.1,4728.4,529.2,347.7,1868.3,101.0,3519.4,3989.0,2050.7,512.1,1646.2,1633.8,4879.6,4848.5,983.5
Eurospar Hareid,2465.7,3368.7,9141.3,9159.8,4535.2,3353.7,3380.6,3738.5,3150.3,3188.5,4688.3,3485.5,7297.1,6256.2,67.8,4056.7,2724.5,3161.9,8751.7,7184.0,4300.9,3356.9,2587.8,8043.3,4494.8,6055.1,3360.4,790.3,3925.2,7110.5,3887.2,2475.0,2628.4,2748.3,3415.9,2468.4,0.0,3084.0,2576.2,3989.7,4115.8,2661.3,3347.4,4677.8,4131.0,2449.2,5766.2,2591.5,4201.2,5121.7,8525.2,4176.5,2036.5,6110.6,2371.8,6723.9,5541.7,4187.2,5725.2,8686.6,4078.0,4412.8,6419.0,5514.0,2668.5,2762.6,3262.0,3801.7,2787.9,4024.9,3584.4,3183.2,2565.1,8399.7,3159.6,3116.3,2584.9,3228.0,2484.8,6124.2,6053.1,789.6,3638.8,3346.9,1332.9,2640.5,3402.9,2669.1,5765.4,6149.3,3057.1,2588.0,2676.9,2605.9,2903.9,811.8,3156.6,2424.8,3349.5,5432.6,2128.3,4191.2,5419.9,2443.7,4726.7,2463.8,2701.7,9034.0,2539.6,931.1,5980.6,4981.8,6052.1,724.8,7142.7,3901.4,2727.2,2788.0,2606.5,4127.1,2405.2,5778.2,2652.0,4309.5,2262.3,3905.0,3892.6,7138.4,2457.0,3242.3
LARSGÅRDSVEGEN 19,1037.2,385.4,7109.0,7127.5,2502.9,370.4,397.3,755.2,96.2,195.8,2656.0,502.2,10288.4,8793.8,3059.1,2418.8,1823.3,178.6,11743.0,9721.6,2268.6,373.6,683.4,11034.6,2856.9,8592.7,377.1,3781.6,941.9,5078.2,1854.9,1573.8,5229.4,4618.4,1383.6,830.5,3049.0,0.0,596.3,2351.8,1132.5,4571.5,364.1,2645.5,1147.7,4811.3,3733.9,562.8,6205.0,3089.4,11516.5,1193.2,5027.8,5843.0,5363.1,9261.5,3509.4,6191.0,3692.9,11224.2,2045.7,1429.5,9410.3,8505.3,4540.0,5363.6,278.7,1769.4,5388.9,2387.0,601.1,198.8,644.7,11391.0,158.1,135.6,947.0,244.7,1583.6,4486.3,8590.7,3780.9,655.5,363.6,4324.2,1739.3,419.6,591.3,3733.1,8686.9,307.0,557.2,4546.9,5597.2,296.2,3803.1,173.3,880.4,366.2,8423.9,958.7,1207.9,8411.2,5435.0,7264.3,4825.9,1800.5,12025.3,636.6,3922.4,4342.7,2949.5,4019.8,3716.1,5110.4,3310.9,5328.2,416.6,611.2,1143.8,767.3,3745.9,4588.8,1326.2,1111.9,1872.7,909.3,5106.1,5448.3,259.0
Eurospar Moa,519.5,896.0,6669.8,6688.3,2063.7,881.0,907.9,1265.8,677.6,715.8,2216.8,1012.8,9770.7,8276.1,2541.4,1901.1,1305.6,689.2,11225.3,9203.9,1829.4,884.2,167.1,10516.9,2339.2,8075.0,887.7,3263.9,1452.5,4639.0,1415.7,1056.1,4711.7,4100.7,944.4,312.8,2531.3,611.3,0.0,1834.1,1643.1,4053.8,874.7,2206.3,1658.3,4293.6,3294.7,127.5,5687.3,2650.2,10998.8,1703.8,4510.1,5325.3,4845.4,8743.8,3070.2,5673.3,3253.7,10706.5,1606.5,1940.1,8892.6,7987.6,4022.3,4845.9,789.3,1330.2,4871.2,1869.3,1111.7,710.5,134.5,10873.3,686.9,595.3,429.3,755.3,1065.9,3968.6,8073.0,3263.2,1166.1,874.2,3806.5,1221.6,930.2,185.4,3293.9,8169.2,536.1,82.5,4029.2,5079.5,382.9,3285.4,683.9,362.7,876.8,7906.2,441.0,1718.5,7893.5,4917.3,6746.6,4308.2,1282.8,11507.6,118.9,3404.7,3825.0,2510.3,3580.6,3198.4,4671.2,2793.2,4810.5,268.5,101.0,1654.4,249.6,3306.7,4071.1,1836.8,594.2,1433.5,1419.9,4666.9,4930.6,769.6
Eurospar Sykkylven,1962.9,2635.4,7238.4,7256.9,3304.9,2620.4,2647.3,3005.2,2417.0,2455.2,3458.0,2752.2,9336.8,7456.8,3984.8,67.0,2749.0,2428.6,10838.8,7735.8,2672.7,2623.6,1854.5,11681.9,542.2,6606.9,2627.1,4707.3,3191.9,5207.6,2656.9,2499.5,4933.9,4322.9,2185.6,1641.4,3974.7,2350.7,1842.9,0.0,3382.5,4276.0,2614.1,3447.5,3397.7,4515.8,4535.9,1858.2,5909.5,3891.4,10612.3,3443.2,5953.5,3528.3,6288.8,7275.7,3913.5,5895.5,4494.9,9238.4,2847.7,3679.5,10057.6,9431.0,4244.5,5068.1,2528.7,2313.9,5093.4,35.2,2851.1,2449.9,1831.8,10486.8,2426.3,2383.0,1487.3,2494.7,2509.3,2171.6,6604.9,4706.6,2905.5,2613.6,5249.9,2665.0,2669.6,1935.8,4137.2,7406.6,2323.8,1854.7,4251.4,6522.9,2170.6,4728.8,2423.3,1806.1,2616.2,9071.2,1884.4,3131.0,9058.5,6360.7,5278.5,4530.4,2726.2,11121.1,1806.3,4848.1,2028.0,3751.5,4423.9,4641.8,5239.8,3015.4,5032.7,2054.7,1873.2,3393.8,1642.2,4150.0,4293.3,3576.2,2037.6,2674.7,3159.3,5235.5,6374.0,2509.0
Eurospar Valderøy,2070.0,1053.9,8141.8,8160.3,3047.9,1038.9,1065.8,1423.7,1217.2,1047.8,3201.0,1170.7,11321.2,9826.6,4091.9,3451.6,2856.1,1021.2,12775.8,10754.4,3301.4,1042.1,1716.2,12067.4,3889.7,9625.5,1045.6,4814.4,204.1,6111.0,2399.9,2606.6,6262.2,5651.2,2416.4,1863.3,4081.8,1159.7,1629.1,3384.6,0.0,5604.3,1032.6,3190.5,830.1,5844.1,4278.9,1595.6,7237.8,3634.4,12549.3,875.6,6060.6,6875.8,6395.9,10294.3,4542.2,7223.8,4237.9,12257.0,2590.7,820.4,10443.1,9538.1,5572.8,6396.4,947.2,2589.7,6421.7,3419.8,1269.6,1042.5,1677.5,12423.8,1235.3,1198.4,1979.8,1051.2,2616.4,5519.1,9623.5,4813.7,1324.0,1032.1,5357.0,2772.1,1088.1,1624.1,4765.9,9719.7,1369.8,1590.0,5579.7,6630.0,1329.0,4835.9,998.7,1913.2,1034.7,9456.7,1991.5,1436.8,9444.0,6467.8,8297.1,5858.7,2833.3,13058.1,1669.4,4955.2,5375.5,3494.5,5052.6,4748.9,6143.2,4343.7,6361.0,1449.4,1644.0,534.7,1800.1,4778.7,5621.6,717.1,2144.7,2417.7,1138.2,6138.9,6481.1,1084.4
Eurospar Ørsta,3942.9,4845.9,8579.8,8598.3,6012.4,4830.9,4857.8,5215.7,4627.5,4665.7,6165.5,4962.7,6084.4,4261.1,2655.5,4268.9,4462.7,4639.1,7586.4,5188.9,5778.1,4834.1,4065.0,7450.5,4633.5,4060.0,4837.6,2050.7,5402.4,8587.7,5364.4,4213.2,702.5,131.7,4893.1,3945.6,2652.3,4561.2,4053.4,4276.9,5593.0,0.0,4824.6,6155.0,5608.2,284.4,7243.4,4068.7,1672.3,6598.9,7359.9,5653.7,2510.6,4115.5,2845.9,4728.8,7018.9,1658.3,7202.4,6691.5,5555.2,5890.0,5826.2,5700.7,51.9,836.7,4739.2,5278.9,862.0,4287.1,5061.6,4660.4,4042.3,7234.4,4636.8,4593.5,4062.1,4705.2,4223.0,5835.2,4058.0,2050.0,5116.0,4824.1,1807.0,4378.7,4880.1,4146.3,7242.6,4154.2,4534.3,4065.2,60.3,3080.0,4381.1,2068.1,4633.8,3902.0,4826.7,4839.8,3605.5,5668.4,4827.1,2917.8,2731.6,299.0,4439.9,7868.7,4016.8,1917.8,5792.2,6459.0,7529.3,2126.1,8619.9,1284.8,801.3,4265.2,4083.7,5604.3,3882.4,7255.4,33.2,5786.7,3578.2,5382.2,5369.8,8615.6,2931.1,4719.5
Rasmus Rønnebergs gate 21,1298.8,77.9,7370.6,7389.1,2730.7,70.4,97.3,455.2,446.0,276.6,2883.8,202.2,10550.0,9055.4,3320.7,2680.4,2084.9,250.0,12004.6,9983.2,2530.2,58.4,945.0,11296.2,3118.5,8854.3,77.1,4043.2,853.6,5339.8,2082.7,1835.4,5491.0,4880.0,1645.2,1092.1,3310.6,388.5,857.9,2613.4,1044.2,4833.1,0.0,2873.3,1059.4,5072.9,3961.7,824.4,6466.6,3317.2,11778.1,1104.9,5289.4,6104.6,5624.7,9523.1,3771.0,6452.6,3920.7,11485.8,2273.5,1341.2,9671.9,8766.9,4801.6,5625.2,83.3,2031.0,5650.5,2648.6,301.1,271.3,906.3,11652.6,464.1,427.2,1208.6,280.0,1845.2,4747.9,8852.3,4042.5,355.5,48.1,4585.8,2000.9,119.6,852.9,3994.7,8948.5,598.6,818.8,4808.5,5858.8,557.8,4064.7,227.5,1142.0,59.4,8685.5,1220.3,1119.6,8672.8,5696.6,7525.9,5087.5,2062.1,12286.9,898.2,4184.0,4604.3,3177.3,4281.4,3977.7,5372.0,3572.5,5589.8,678.2,872.8,1055.5,1028.9,4007.5,4850.4,1237.9,1373.5,2100.5,821.0,5367.7,5709.9,313.2
"Brattvåg, 6270 Brattvåg",2622.5,2877.0,7113.4,7131.9,1524.7,2862.0,2888.9,3246.8,2691.1,2729.3,19.4,2993.8,11873.7,10379.1,4644.4,3515.5,3408.6,2702.7,13328.3,11147.2,2273.0,2865.2,2231.2,12619.9,3953.6,10018.3,2868.7,5366.9,2999.3,5082.6,876.7,3159.1,6814.7,6203.7,1398.0,2415.8,4634.3,2624.8,2193.7,3448.5,3189.9,6156.8,2855.7,0.0,3205.1,6396.6,1391.9,2257.7,7790.3,2111.2,13101.8,3250.6,6613.1,6939.7,6948.4,10687.1,3513.8,7776.3,2714.7,12649.8,1067.5,3486.9,10995.6,10090.6,6125.3,6948.9,2770.3,1536.1,6974.2,3483.7,3092.7,2724.0,2192.5,12976.3,2700.4,2661.5,2532.3,2768.8,3168.9,5583.0,10016.3,5366.2,3147.1,2855.2,5909.5,3324.6,2911.2,2099.6,3501.2,10272.2,2655.3,2142.5,6132.2,7182.5,2449.1,5388.4,2697.4,2465.7,2857.8,10009.2,2544.0,1808.8,9996.5,7020.3,8689.9,6411.2,3385.8,13610.6,2193.8,5507.7,5439.4,1196.1,4024.2,5301.4,5114.8,4896.2,6913.5,2387.7,2144.8,3201.2,2352.6,3514.0,6174.1,3383.6,2697.2,864.2,2242.2,5110.5,7033.6,2783.1
"Valderhaug, 6050 Valderøya",2092.7,1076.6,8164.5,8183.0,3070.6,1061.6,1088.5,1446.4,1239.9,1070.5,3223.7,1193.4,11343.9,9849.3,4114.6,3474.3,2878.8,1043.9,12798.5,10777.1,3324.1,1064.8,1738.9,12090.1,3912.4,9648.2,1068.3,4837.1,643.7,6133.7,2422.6,2629.3,6284.9,5673.9,2439.1,1886.0,4104.5,1182.4,1651.8,3407.3,834.3,5627.0,1055.3,3213.2,0.0,5866.8,4301.6,1618.3,7260.5,3657.1,12572.0,622.8,6083.3,6898.5,6418.6,10317.0,4564.9,7246.5,4260.6,12279.7,2613.4,1160.4,10465.8,9560.8,5595.5,6419.1,969.9,2612.4,6444.4,3442.5,1292.3,1065.2,1700.2,12446.5,1258.0,1221.1,2002.5,1073.9,2639.1,5541.8,9646.2,4836.4,1346.7,1054.8,5379.7,2794.8,1110.8,1646.8,4788.6,9742.4,1392.5,1612.7,5602.4,6652.7,1351.7,4858.6,1021.4,1935.9,1057.4,9479.4,2014.2,1459.5,9466.7,6490.5,8319.8,5881.4,2856.0,13080.8,1692.1,4977.9,5398.2,3517.2,5075.3,4771.6,6165.9,4366.4,6383.7,1472.1,1666.7,874.7,1822.8,4801.4,5644.3,1057.1,2167.4,2440.4,1160.9,6161.6,6503.8,1107.1
"Hovdebygda, 6160 Hovdebygda",4174.5,5077.5,8432.8,8451.3,6244.0,5062.5,5089.4,5447.3,4859.1,4897.3,6397.1,5194.3,5937.4,4114.1,2451.8,4500.5,4694.3,4870.7,7439.4,5041.9,6009.7,5065.7,4296.6,7234.3,4865.1,3913.0,5069.2,1847.0,5634.0,8724.2,5596.0,4444.8,486.3,363.3,5124.7,4177.2,2448.6,4792.8,4285.0,4508.5,5824.6,276.3,5056.2,6386.6,5839.8,0.0,7475.0,4300.3,1816.2,6830.5,7212.9,5885.3,2306.9,3968.5,2642.2,4581.8,7250.5,1802.2,7434.0,6544.5,5786.8,6121.6,5610.0,5484.5,283.5,620.5,4970.8,5510.5,645.8,4518.7,5293.2,4892.0,4273.9,7087.4,4868.4,4825.1,4293.7,4936.8,4454.6,5688.2,3911.0,1846.3,5347.6,5055.7,1603.3,4610.3,5111.7,4377.9,7474.2,4007.2,4765.9,4296.8,291.9,2876.3,4612.7,1864.4,4865.4,4133.6,5058.3,4623.6,3837.1,5900.0,4610.9,2714.1,2584.6,63.2,4671.5,7721.7,4248.4,1714.1,5645.2,6690.6,7760.9,1922.4,8756.4,1516.4,585.1,4496.8,4315.3,5835.9,4114.0,7487.0,267.0,6018.3,3809.8,5613.8,5601.4,8752.1,2727.4,4951.1
"Haramsøya, 6270 Brattvåg",3698.0,3952.5,8188.9,8207.4,2600.2,3937.5,3964.4,4322.3,3766.6,3804.8,1377.3,4069.3,12949.2,11454.6,5719.9,4591.0,4484.1,3778.2,14403.8,12222.7,3348.5,3940.7,3306.7,13695.4,5029.1,11093.8,3944.2,6442.4,4074.8,6158.1,1952.2,4234.6,7890.2,7279.2,2473.5,3491.3,5709.8,3700.3,3269.2,4524.0,4265.4,7232.3,3931.2,1392.5,4280.6,7472.1,0.0,3333.2,8865.8,3186.7,14177.3,4326.1,7688.6,8015.2,8023.9,11762.6,4589.3,8851.8,3790.2,13725.3,2143.0,4562.4,12071.1,11166.1,7200.8,8024.4,3845.8,2611.6,8049.7,4559.2,4168.2,3799.5,3268.0,14051.8,3775.9,3737.0,3607.8,3844.3,4244.4,6658.5,11091.8,6441.7,4222.6,3930.7,6985.0,4400.1,3986.7,3175.1,4576.7,11347.7,3730.8,3218.0,7207.7,8258.0,3524.6,6463.9,3772.9,3541.2,3933.3,11084.7,3619.5,2884.3,11072.0,8095.8,9765.4,7486.7,4461.3,14686.1,3269.3,6583.2,6514.9,790.8,5099.7,6376.9,6190.3,5971.7,7989.0,3463.2,3220.3,4276.7,3428.1,4589.5,7249.6,4459.1,3772.7,1939.7,3317.7,6186.0,8109.1,3858.6
"Spjelkavik, 6010 Ålesund",525.6,872.3,6726.7,6745.2,2120.6,857.3,884.2,1242.1,653.9,692.1,2273.7,989.1,9776.8,8282.2,2547.5,1907.2,1311.7,665.5,11231.4,9210.0,1886.3,860.5,173.2,10523.0,2345.3,8081.1,864.0,3270.0,1428.8,4695.9,1472.6,1062.2,4717.8,4106.8,1001.3,318.9,2537.4,587.6,131.2,1840.2,1619.4,4059.9,851.0,2263.2,1634.6,4299.7,3351.6,0.0,5693.4,2707.1,11004.9,1680.1,4516.2,5331.4,4851.5,8749.9,3127.1,5679.4,3310.6,10712.6,1663.4,1916.4,8898.7,7993.7,4028.4,4852.0,765.6,1387.1,4877.3,1875.4,1088.0,686.8,150.5,10879.4,663.2,571.6,435.4,731.6,1072.0,3974.7,8079.1,3269.3,1142.4,850.5,3812.6,1227.7,906.5,245.9,3350.8,8175.3,512.4,143.0,4035.3,5085.6,359.2,3291.5,660.2,368.8,853.1,7912.3,447.1,1694.8,7899.6,4923.4,6752.7,4314.3,1288.9,11513.7,125.0,3410.8,3831.1,2567.2,3637.5,3204.5,4728.1,2799.3,4816.6,243.3,161.5,1630.7,255.7,3363.6,4077.2,1813.1,600.3,1490.4,1396.2,4723.8,4936.7,745.9
