customer_id,customer_name,address,postal_code,latitude,longitude,vehicle_type,service_time_min,tour_id,demand_class,frekvens,tw_bracket
6020,SJØHOLT FOLKEHØGSKOLE,BÅRDSGJERDEVEGEN 18,6240.0,62.48477379138498,6.844742128793741,1.0,8.6,0,med,43.0,2
6028,Fergekaia Sjøholt,Årøyvegen 1,6240.0,62.48214,6.81593,1.0,20.0,2651,high,43.0,2
6084,Sol Cafè,Kyrkjevegen 34,6230.0,62.39202,6.58023,1.0,8.1,"2601,4602",low,53.0,2
6086,Nf Cowork As,SYKKYLVSVEGEN 125,6230.0,62.40397,6.57025,1.0,6.2,4602,low,19.0,2
6170,Joker Sæbø,Øyragata 38,6165.0,62.2093322,6.475321,1.0,10.4,"1501,4501",high,101.0,2
6320,Spar Tresfjord,Neremsvegen 6,6391.0,62.522493,7.128342,1.0,21.9,"1651,3651,5651",high,153.0,2
6340,Bunnpris Straumgjerde,Sykkylvsvegen 1038,6238.0,62.3333,6.59402,1.0,16.2,"1601,2601,4601,5601",high,201.0,2
6343,Bunnpris Bryggja,Nordfjordvegen 7747,6711.0,61.94095,5.455432,1.0,14.2,"1451,2451,3451,5451",high,248.0,2
6360,Eurospar Hareid,Kjøpmannsgata 13,6060.0,62.3718107,6.0279234,1.0,19.2,"1701,2701,3701,4701,5701",high,301.0,2
6433,Stabburet Sve Kantine St-soh,Morkevegen 101,6200.0,62.26992,6.87301,1.0,6.8,4601,med,43.0,2
6437,2752 Storfjord Hotel,Øvre glomset 110,6260.0,62.4695645,6.6247074,1.0,11.5,"2042,4042",med,99.0,1
6442,Nærbutikken Norddal,DALSSIDA 2,6214.0,62.25477,7.23439,1.0,7.6,"2302,4302",high,2.0,2
6456,Stranda Bakeri,SJØGATA 2,6200.0,62.308475,6.9484569,1.0,6.1,4601,low,36.0,2
6457,Strandafjellet Rest.drift As,HEVSDALSVEGEN 520,6200.0,62.29042,6.83993,1.0,13.1,"3601,5601",high,55.0,2
6460,Dreges Hotel,ALLMENINGEN 16,6200.0,62.30739,6.9471,1.0,8.2,"3601,5601",low,78.0,2
6538,Storfjord Gastropub,KYRKJEGATA 1,6200.0,62.3083019,6.9482056,1.0,7.4,5601,med,66.0,2
6544,Lille Siena,Almenningen 4,6200.0,62.30799,6.94884,1.0,20.0,3601,med,43.0,2
6545,Stranda Omsorgssenter,Nymarkvegen 34,6200.0,62.308372,6.929428,1.0,7.5,4601,med,52.0,2
6548,Stranda Omsorgss.avd Solbakken,Movegen 71,6200.0,62.31062,6.93408,1.0,9.2,4601,low,49.0,2
6593,Facilitec Renhold Ulsteinvik,Sjøgata 98,6065.0,62.3432,5.83369,1.0,4.5,2701,low,8.0,2
6599,Stranda Booking,STRANDVEGEN 17,6200.0,62.30605,6.94881,1.0,9.9,4601,low,22.0,2
6600,Spar Straumane,Spar Straumane,6065.0,62.3160888,5.84408243,1.0,18.7,"1701,2702,4702,5702",high,204.0,2
6644,Nilsgardstunet,Stordalsvegen 573,6250.0,62.38134,6.99045,1.0,5.9,"3201,5201",med,74.0,2
6645,Stryn Hotel As,VISNESVEGEN 1,6783.0,61.90118,6.71602,1.0,10.3,3551,low,71.0,2
6672,Burger King Digernes Avd 5065,Digernes næringsområde 4,6260.0,62.49105,6.60778,1.0,5.2,"1151,3151,5151",low,135.0,2
6700,Sunnmøre Folkehøgskule,VARLEITEVEGEN 7,6065.0,62.341521,5.89055869,1.0,8.9,5701,med,83.0,2
6712,Holmen Mat Og Drikke,HOLMEN 9,6100.0,62.14397,6.0712,1.0,10.4,"2501,4502",low,77.0,2
6714,Volda Campus Arena,Joplassvegen 1,6103.0,62.146854,6.0821856,1.0,3.7,3501,low,7.0,2
6717,Soi One Volda,VIKEBYGDVEGEN 2A,6103.0,62.14637,6.08964,1.0,10.0,"2503,4503",med,75.0,2
6731,Kantina Berte Kanutte Huset,Joplassvegen 11,6103.0,62.14791,6.08257,1.0,11.5,"1501,4502",high,86.0,2
6762,Felleskjøpet Stryn 4570,STRYNEVEGEN 57,6783.0,61.91042296,6.745943,1.0,3.8,3551,low,11.0,2
6764,Stryn Bensinstasjon Esso,Tonningsgata 2,6783.0,61.90294,6.71741,1.0,9.7,"3551,5551",high,101.0,2
6769,Smak Kafe & Catering,Tonningsgata 12,6783.0,61.90375,6.72028,1.0,7.5,"3551,5551",low,74.0,2
6780,Spar Svingen,RINGSTADVEIEN 67,6200.0,62.3115806,6.9180612,1.0,14.0,"1601,2602,3601,4601,5601",high,300.0,2
6782,Felleskjøpet Volda 7110,MORKAMYRA 21,6105.0,62.170339,6.0358847,1.0,8.6,5501,low,19.0,2
6788,Slice & Bite,MYRANE 8,6783.0,61.90502,6.72176,1.0,7.6,5551,med,1.0,2
6853,Sykkylven Bu Og Aktivitetssenter,Haugeneset 16,6230.0,62.39009,6.57343,1.0,7.7,"2601,4602",med,95.0,2
6859,Vikedalen Barnehage,Gråurvegen 2,6230.0,62.3782444,6.5899533,1.0,10.0,2601,low,43.0,2
6878,Sylteormen Bakeri,SYLTEGATA 2,6210.0,62.2981672,7.2632343,1.0,13.8,3201,low,36.0,2
7004,Alf Tafjord Landhandel,SJOAVEGEN 8,6213.0,62.23323863849318,7.417038516908912,1.0,12.8,5201,high,49.0,2
7010,Spar Søvik,Hamnsundvegen 242,6280.0,62.55002608867628,6.2785674595363865,1.0,16.3,"1151,2151,3151,5151",high,203.0,2
7018,Joker Vatne,Fv661,6265.0,62.56022221657683,6.617389699731481,1.0,13.6,"1151,3151,5151",high,158.0,2
7048,Tandoori Mix,HOLMEGATA 6C,6153.0,62.197115135900994,6.128502455527575,1.0,10.5,2501,high,28.0,2
7053,Thai Mix,VATNEVEGEN 11,6264.0,62.54458055550865,6.592646113221897,1.0,7.4,5151,med,40.0,2
7070,Totlands Bokhandel,EIDSGATA 37,6770.0,61.90831717299831,5.9880354131817315,1.0,10.1,3452,low,48.0,2
7088,Torget Mat,Gate 1 48,6700.0,61.9340477743003,5.112491828577736,1.0,7.2,3451,high,13.0,2
7255,0431 H Union Geiranger Mat,GEIRANGERVEGEN 100,6216.0,62.0969064350644,7.210824782504066,1.0,20.0,"1302,2302,4302",high,43.0,2
7261,0431 H.union Geiranger Bar 2,GEIRANGERVEGEN 100,6216.0,62.0969064350644,7.210824782504066,1.0,20.0,2302,low,43.0,2
7272,Ungdomsklubben Bell Uk 250200,SKOLLEBAKKEN 6,6065.0,62.342069919373664,5.853403055536703,1.0,5.7,1701,med,6.0,2
7276,Ulstein Vidaregåande Skule,HOLSEKERDALEN 180,6065.0,62.34045712897189,5.882952470881393,1.0,7.1,2701,low,67.0,2
7311,Ulstein Sjukeheim 304101,Sjukeheimsvegen 18,6065.0,62.33792559018024,5.8596842708812265,1.0,7.7,"2701,4701",med,99.0,2
7312,Ulstein Arena 252201,VIKEMYRA 2,6065.0,62.34365895585429,5.849333770881557,1.0,7.0,"2701,4701",med,77.0,2
7313,Ulstein Kommune Omsorgstenesta,Holskerdalen 20,6065.0,62.34135986386078,5.858084197864296,1.0,7.9,2701,low,52.0,2
7325,Snorrebuda,SJØGATA 62,6065.0,62.34372301551794,5.844201142045377,1.0,7.7,"1702,3702",high,34.0,2
7355,Valldal Sjukeheim,Olavsgate 34,6210.0,62.30041175787426,7.260354713392919,1.0,11.0,3201,med,58.0,2
7364,GISKE BARNEHAGE,Bedehusvegen 5,6052.0,62.504988670204455,6.049190271133918,1.0,8.6,0,med,42.0,2
7367,4008 VALLDAL FJORDHOTELL,GRANDEGATA 30,6210.0,62.29708621752564,7.258041469689919,1.0,8.6,0,med,45.0,2
7380,Valldal Bilsenter,Syltegata 5,6210.0,62.29850216289513,7.2642632478615665,1.0,8.1,3201,low,49.0,2
7381,Valaker Avd. Moa Syd,Moavegen 3,6018.0,62.4669725,6.3502766,1.0,8.1,2107,high,75.0,1
7382,Valaker Avd. Moa Nord,MOAVEIEN 1,6010.0,62.46527755364204,6.350792026708299,1.0,4.1,3102,low,46.0,1
7383,Valaker Blåhuset Ulsteinvik,VIKEMYRA 1,6065.0,62.34272073926918,5.848559570881519,1.0,10.3,2701,low,54.0,2
7384,Valaker Avd. Fosnavåg,Rådhusgata 12,6090.0,62.34199934057322,5.632840326700509,1.0,9.0,1251,low,51.0,2
7385,Valaker Avd. Rådhuset Ålesund,KEISER WILHELMSGT. 11,6003.0,62.47104679197941,6.153908672993267,1.0,6.4,4052,low,50.0,1
7387,Valaker Avd. Vestnes,Sjøgata 34,6390.0,62.62254155077484,7.093450782537264,1.0,7.0,3651,low,52.0,2
7388,Valaker Hovedkontor/konditori,Søvikvegen 31,6280.0,62.545866886837416,6.281651867187661,1.0,6.4,3151,low,14.0,2
7390,Eurospar Valderøy,Skaret 1,6050.0,62.50873478054889,6.128535867185325,1.0,22.6,"1752,2751,3752,5751",high,255.0,2
7392,Braud Ulsteinvik,SAUNESVEG 2-4,6065.0,62.34056616662475,5.855065499717559,1.0,7.6,2701,med,69.0,2
7394,Braud Moa,Langelandsvegen 25,6018.0,62.465082,6.35152,1.0,8.6,"2107,4101",low,76.0,1
7395,Braud Digernes,DIGERNES NÆRINGSPARK,6260.0,62.49357866808252,6.6080342402015155,1.0,9.0,4651,med,59.0,2
7396,Braud Valderøy,VALDERØYVEGEN 1166,6050.0,62.52922297399799,6.116784655548536,1.0,6.1,3751,med,55.0,2
7417,Verona Pizza,KYRKJEGATA 14A,6065.0,62.34455919224967,5.844596782519704,1.0,9.8,2701,high,52.0,2
7435,Vanylven Omsorgsenter 50401,Reitebakkvegen 21,6143.0,62.09867186931294,5.5593612909568195,1.0,5.2,4351,med,54.0,2
7445,Vartdal Helsetun 31096,VARTDALSSTRANDA 1225,6170.0,62.321946147869056,6.134432313207837,1.0,5.8,3501,low,52.0,2
7450,Spar Vartdal,Hamnevegen 3,6170.0,62.30123195547483,6.08305688251696,1.0,14.7,"1501,3502,4503,5502",high,241.0,2
7489,Norbruk Vard Søvika,SØVIKNESET 51,6280.0,62.548403034176104,6.274702915075471,1.0,10.8,"1151,3151,5151",med,128.0,2
7494,Subsea 7 Vigra Spoolbase,SØRESTRANDA 11,6040.0,62.54163917727739,6.118782742057899,1.0,11.4,"1751,3751,5751",high,148.0,2
7497,Joker Stadlandet,Fv633 11,6750.0,62.160701871843166,5.180441126689055,1.0,17.0,"2351,5351",high,102.0,2
7515,VESTBORG VIDAREGÅANDE SKULE,Hevsdalsvegen 11,6200.0,62.30846566264748,6.9199359864587695,1.0,8.6,0,med,36.0,2
7571,Skrøppatausene,HÅHJEM NÆRINGSOMRÅDE 43,6260.0,62.487849117037264,6.69289988438215,1.0,5.9,"2651,4651",med,82.0,2
7578,Vigra Servicenter,NØRESTRANDA 43,6040.0,62.53218750396892,6.122100240203975,1.0,11.2,3751,high,51.0,2
7579,Vigra Barnehage,BAKARVEGEN 4,6040.0,62.582552769085005,6.120322566146722,1.0,7.9,3751,low,14.0,2
7582,5410 VISNES HOTEL STRYN AS,Prestestegen 1,6783.0,61.89810202110455,6.708280630647102,1.0,8.6,0,med,56.0,2
7583,EPIC DIGERNES,DIGERNESET NÆRINGSPARK,6260.0,62.49359978772283,6.608344728802013,1.0,8.6,0,med,45.0,2
7585,Giske Omsorgssenter,Skomakarvegen 6050,6050.0,62.50051036969748,6.12429274020198,1.0,7.3,"1751,3751",low,96.0,2
7587,Mmc First Process Digernes,DIGERNES NÆRINGSOMRÅDE 21,6260.0,62.49431441089957,6.610326726710149,1.0,5.7,3151,med,50.0,2
7591,Pharma Marine,Terøy Industriområde 3,6280.0,62.5581807,6.264718,1.0,6.2,"2042,4042",low,52.0,1
7615,Havila Hotell Ivar Aasen,PARKVEGEN 9,6150.0,62.19848223273154,6.128937797855266,1.0,8.3,"2501,5501",med,97.0,2
7620,Nor F. Stokke Kantine,PARKGATA 6,6003.0,62.47252398961179,6.160399770889733,1.0,8.6,1051,low,57.0,1
7627,Sperre Industri Kantine,ELLINGSØYVEIEN 740,6057.0,62.49446178528838,6.314794782529193,1.0,6.9,5151,high,63.0,2
7634,HOFSETH KANTINE SYVDE,Syvdefjordvegen 432,6140.0,62.08686774371293,5.725784257631221,1.0,8.6,0,med,46.0,2
7635,A. M. Vik As,SYVDEFJORDSVEGEN 504,6140.0,62.08831103259765,5.737689557374026,1.0,4.5,2352,low,24.0,2
7642,Kiwi 830 Skjellebreida Volda,RØYSBAKKEN 3,6100.0,62.14566073195188,6.074217711343333,1.0,22.9,"1503,2503,3502,4503,5502",high,303.0,2
7645,VIK BILVERKSTED,SYVDEFJORDSVEGEN 542,6140.0,62.09113586328502,5.743072034933607,1.0,8.6,0,med,32.0,2
7646,Iss 460080 Statens Vegvesen,VESTRE OLSVIKVEI 13,6019.0,62.47338725305342,6.3621491402002235,1.0,5.4,3101,low,47.0,1
7672,Nærbutikken Rovde,Åsevika 3,6141.0,62.17896679981807,5.755113457379757,1.0,18.3,"2352,4351",high,100.0,2
7740,Eurospar Sykkylven,HAUGNESET 26,6230.0,62.39147562464948,6.57703545553984,1.0,12.9,"1601,2601,3601,4601,5601",high,299.0,2
7755,Joker Stordal,Rådyrvegen 4,6250.0,62.38233549471638,6.993128782522092,1.0,19.9,"1201,3201,5201",high,150.0,2
7765,Spar Ulsteinvik,ROGNAHAUGEN 1,6065.0,62.34250319341053,5.868374140191933,1.0,17.4,"1702,2702,3702,4702,5702",high,302.0,2
7806,Eidet Omsorgs. Kjøkken 2024,TROLLDALSSLETTA 12,6264.0,62.54403240414875,6.590363269040908,1.0,7.2,3151,med,58.0,2
7807,HARAM OMSORGSSENTER 1 ETG 2024,Bernt Hildre Vegen 4,6270.0,62.59929493123683,6.445773213444775,1.0,8.6,0,med,45.0,2
7808,Tennfjord Barnehage,Trolldalssletta 18,6264.0,62.544015410750696,6.5872786690408835,1.0,5.3,1151,low,33.0,2
7809,Søvik Barnehage 2024,Plassen 19,6280.0,62.54547793131512,6.277647915075293,1.0,5.4,2151,low,35.0,2
7810,Haramsøy Barnehage 2024,Barnehagevegen 66,6290.0,62.638125145316096,6.268133359262138,1.0,5.5,2151,low,25.0,2
7811,"Avd Vatne, Tennfjord Bhg",GJERDEBAKKEN 55,6265.0,62.55734986156316,6.624431773031065,1.0,9.9,3151,low,17.0,2
7812,Longva Barnehage,Øvstevegen 212,6293.0,62.66222840108155,6.288657880168483,1.0,7.6,2151,low,4.0,2
7857,Brør Mat Og Bryggeri,HALKJELSGATE 16,6100.0,62.14495494720656,6.068915253670895,1.0,5.6,2501,low,59.0,2
7872,Burger King Volda Avd.5087,Torvmyrvegen 4A,6100.0,62.14136990562683,6.089761015049769,1.0,6.0,"2501,4502",low,99.0,2
7904,Kafè Rematun,Olav Sundes Veg 2,6018.0,62.4673802,6.3564385,1.0,5.7,2107,low,87.0,1
7905,Sanitetshjemmet Bokollektiv,R.P. MORKSVEG 19,6016.0,62.459736897705206,6.259452455544152,1.0,7.3,3052,low,52.0,1
7906,Skarbøvik Sykehjem 2024,OLE THORESENS GATE 16,6006.0,62.46609,6.109488,1.0,4.6,"2103,4052",low,70.0,1
7909,Ørskog Sjukeheim 2024,SJØHOLTVEGEN 82,6240.0,62.48268028682473,6.8311348843817745,1.0,6.6,2651,med,53.0,2
7910,Spjelkavik Omsorgssenter 2024,OLAV SUNDES VEI 2,6018.0,62.46732854254997,6.355606170889371,1.0,5.8,3101,med,53.0,1
7911,Borgundheimen Dagsenter 240040,BORGUNDGAVLEN 52,6015.0,62.46536103179438,6.231785326708315,1.0,12.6,1042,low,29.0,1
7913,Stette Barnehage,BJØNNABERGET 7,6260.0,62.52411692689653,6.605342442056808,1.0,6.4,3057,low,36.0,1
7915,Skodje Barnehage 2024,STADIONVEIEN 19,6260.0,62.50390037228773,6.677179582529772,1.0,6.6,3057,low,28.0,1
7916,Lerstad Barnehage,Lerstad barnehage,,62.467773,6.3069108,1.0,5.8,2041,low,37.0,1
7917,Harøy Nye Barnehage 2024,Skulevegen 10,6296.0,62.771956070230786,6.461810613236316,1.0,8.8,2151,low,37.0,2
7918,MIDTBYEN BARNEHAGE,Losgata 2,6003.0,62.47385227917336,6.159282252079405,1.0,8.6,0,med,37.0,2
7919,Åse Helsehus 2024,Åsesvingen 16,6017.0,62.46449687442371,6.308532694165337,1.0,7.0,3053,med,52.0,1
7920,Hatlane Omsorssenter 20204,Bernmarka 6,6016.0,62.46139484112878,6.27624842670804,1.0,5.0,4101,med,50.0,1
7921,Kantine Ålesund Rådhus 2024,Rådhusplassen 1,6002.0,62.4723,6.1536,1.0,8.0,1051,low,61.0,1
7922,Aspøy Omsorgssenter 2024,JOHS. AARFLOTS GATE 4,6005.0,62.4708459,6.1312305,1.0,4.4,2103,med,53.0,1
7923,Blindheim Omsorgssenter 2024,Skarpetegvegen 18,6012.0,62.44261448394724,6.3781111420516465,1.0,5.6,3051,low,52.0,1
7924,PRESTEMARKA BARNEHAGE,NEDRESKODJEVEGEN 12,6260.0,62.5033343836807,6.6843399557868395,1.0,8.6,0,med,37.0,2
7925,Nørve Barnehage 2024,Bøgata 39,6008.0,62.47402918467673,6.225264815070781,1.0,5.5,3041,low,37.0,1
7926,Skarbøvik Barnehage,Skarbøvik barnehage,,62.4648029,6.111152,1.0,6.8,2041,low,42.0,1
7927,Klipra Kafe,Fjellgata 42,6003.0,62.471753222550674,6.175013363856277,1.0,6.2,3041,low,42.0,1
7928,Årøyhaugen Barnehage 2024,Årøyvegen 12,6240.0,62.481097605385955,6.817536753692153,1.0,5.5,2651,low,43.0,2
7929,SKODJE OMSORGS. KJØKKEN 2024,Ådalsbakken 6,6260.0,62.50723905846997,6.681534899929074,1.0,8.6,0,med,46.0,2
7931,Ellingsøy Barnehage 2024,Grønebelgvegen 1,6057.0,62.49344402748107,6.193040526710104,1.0,11.1,3041,med,41.0,1
7932,FREMMERHOLEN BARNEHAGE 2024,Holmyrvegen 48,6011.0,62.46605333949273,6.378763586454273,1.0,8.6,0,med,35.0,2
7933,Valle Barnehage 2024,Nedreskodjevegen 12,6260.0,62.50334456911595,6.684142069007586,1.0,4.4,3057,low,16.0,1
7934,Hatlahaugen Dagsenter 2024,Hatlahaugen 2,6016.0,62.45932374097523,6.265565470888902,1.0,5.5,3042,low,44.0,1
7935,Fagerlia Barnehage,Fagerlia barnehage,,62.4749043,6.2216744,1.0,6.7,2041,med,44.0,1
7936,Sandøytunet Hovudkjøkken 2024,Austrevegen 15,6296.0,62.780633767779285,6.470748711586672,1.0,5.9,2151,low,48.0,2
7937,Storhaugen Barnehage,Storhaugen barnehage,,62.4719208,6.1427615,1.0,6.2,2041,low,43.0,1
7939,Rabbevågen Barnehage,Vegsundvegen 62,6020.0,62.43481916537007,6.349723053689216,1.0,6.8,1042,med,36.0,1
7941,Øhd-åles.lokalmed.senter,Åsesvingen 16,6017.0,62.46448029345671,6.308690844154114,1.0,3.1,3053,low,29.0,1
7943,Kaos Kollektivet Ungdomshus,Vestmoa 6,6018.0,62.466477012648355,6.34778548438077,1.0,6.5,3042,low,26.0,1
8005,Vinni Bar Og Restaurant,Rasmus Rønnebergs gate 6,6002.0,62.4712466,6.1538577,1.0,6.9,"2051,5051",low,94.0,1
8017,Westres Bakeri Rystelandet,Industrivegen 12,6155.0,62.18976506237247,6.1031719307097,1.0,5.1,3501,med,34.0,2
8018,Mf Foldøy,Larsnes Ferjekai,6084.0,62.20695187322846,5.568863804600432,1.0,2.9,2352,low,16.0,2
8026,Westres Kond. Avd Volda,Hamnegata 25,6100.0,62.144606003684,6.068788814951868,1.0,5.7,2501,low,61.0,2
8027,Westres Kond. Avd Sunn Og God,Vikeøyrane 10,6150.0,62.19944313828452,6.1248829132000955,1.0,7.1,5501,low,81.0,2
8028,Westres Kond. Avd Ørsta Amfi,Vikeøyrane 4,6150.0,62.19954859196297,6.123982517055545,1.0,4.1,2501,low,65.0,2
8032,Nor F. Optimar,Valderøyvegen 1129,6050.0,62.52680947040246,6.122298040203606,1.0,8.4,"1751,3751",low,62.0,2
8034,Nor F. Nit Longva,Longvafjordvegen 379,6293.0,62.67580942294941,6.26009762672163,1.0,8.0,2151,low,45.0,2
8038,Nor F. Bertel.o Steen,Bythaugen 20,6260.0,62.4899145510942,6.597982023521143,1.0,8.4,3151,low,58.0,2
8045,Gyroshouse Ålesund,Kiperviktorget,6003.0,62.47135484052696,6.159550897872461,1.0,8.4,5054,med,56.0,1
8053,Welle Gravferdstjenester,Pilgata 3,6230.0,62.391887824034185,6.580932097867501,1.0,7.6,4602,low,4.0,2
8054,Ørsta Camping As,Osholane 2,6150.0,62.1894725425381,6.12040505367373,1.0,14.6,2501,high,74.0,2
8057,Nor F. Spareb. 1 Smn,St. Olavsplass 1,6002.0,62.47264569632019,6.15696615554497,1.0,6.6,"1051,4051",low,76.0,1
8058,Mf Tidefjord,Festøya Ferjekai,6174.0,62.380355957519136,6.328269431376526,1.0,5.4,4401,low,39.0,1
8059,Nor F. Røysegata,Røysegata 10,6003.0,62.471202309113046,6.16501092695899,1.0,6.8,"1052,4052",med,81.0,1
8063,Mf Festøya,Festøya Ferjekai,6174.0,62.380355957519136,6.328269431376526,1.0,4.4,4401,low,51.0,1
8064,Mf Solavågen,Festøya Ferjekai,6174.0,62.380355957519136,6.328269431376526,1.0,5.4,4401,med,48.0,1
8065,Mf Ørland,Volda Ferjekai,6100.0,62.144825195904126,6.063413642032817,1.0,7.9,2503,low,23.0,2
8066,Hofseth Aalesund,Havnegata 11,6005.0,62.49940566722627,6.35663484020189,1.0,12.7,4052,med,51.0,1
8070,Nor F. Postvegen 17,POSTVEGEN 17,6018.0,62.4716084,6.3453172,1.0,4.9,"2104,4101",low,81.0,1
8071,Nor F. Postvegen 11,POSTVEGEN 11,6018.0,62.471058,6.342171,1.0,6.2,"2104,4101",low,43.0,1
8073,Nor F. Vard Electro,Tennfjordvegen 113,6264.0,62.533827905665206,6.589812470893596,1.0,6.9,"1151,3057",med,90.0,1
8074,Nor F. Postvegen15,POSTVEGEN 15,6018.0,62.4714714,6.3447286,1.0,5.4,"2104,4101",low,71.0,1
8075,Nor F. Skansekaia 4,SKANSEKAIA 4B,6002.0,62.47531643197725,6.151069709510804,1.0,6.9,5052,med,37.0,1
8130,Ørstaheimen Felleskj 31266,Håkonsgata 78,6150.0,62.20513897787053,6.1231093266767385,1.0,8.7,"2501,4502",high,100.0,2
8165,Ask Safety 460205,Gangstøvikvegen 109,6009.0,62.47847214039045,6.221317642053911,1.0,4.8,"1052,4052",med,85.0,1
8174,Thai Thai Ålesund,Moavegen 1,6018.0,62.4667117292427,6.350125897872204,1.0,6.6,3102,low,40.0,1
8183,ØRSTA VGS REST.&MATFAG,Anders Hovden-gata 4,6150.0,62.196114556767554,6.128579712924875,1.0,8.6,0,med,36.0,2
8260,Facilitec Brattvåg,Årsundvegen 24,6270.0,62.604782055311624,6.445775869044751,1.0,7.5,"1151,3151",med,89.0,2
8265,Facilitec Ulsteinvik,Sjøgata 98,6065.0,62.343318236855254,5.833683569028197,1.0,6.4,"2701,4701",med,87.0,2
8266,M Supply 5 Ålesund,Tverrvegen 32C,6020.0,62.43854956101112,6.371118855542782,1.0,7.6,3102,med,4.0,1
8284,Assist Ålesund,Kalvøyvegen 20,6014.0,62.47314845364815,6.332749342053573,1.0,4.1,4041,low,13.0,1
8285,Ålesund Fengsel 3390karsandn,KIPERVIKGATA 16,6003.0,62.471921191513275,6.161636155544906,1.0,10.5,1052,med,48.0,1
8288,Atlanterhavsparken Ålesund,Tuenesvegen 200,6006.0,62.46541603353335,6.096742457646023,1.0,9.0,"1051,3051",low,87.0,1
8298,SPJELKAVIK VGS ELEVKANTINE,Nedre Langhaugen 32,6011.0,62.46098216177125,6.375482028805799,1.0,8.6,0,med,41.0,2
8308,"Burger King Moa, Avd 5043 Åles",Langelandsvegen 1,6010.0,62.4651818,6.3478662,1.0,4.5,"2102,5101",low,94.0,1
8309,Bro,Notenesgata 1,,62.471226,6.15287,1.0,7.8,"2051,5051",low,88.0,1
8331,Brokiosken,LORKENESTORGET,6002.0,62.47102061779747,6.152337055544886,1.0,10.1,4051,med,58.0,1
8342,BORGUND VGS KANTINE,Yrkesskolevegen 20,6011.0,62.46826492211624,6.372519826934939,1.0,8.6,0,med,65.0,2
8343,Xl Diner,SKATEFLUKAIA 1B,6002.0,62.4744062,6.155797,1.0,9.5,"2052,5051",med,103.0,1
8348,Ålesund Folkehøgskole,Løypevegen 1,6012.0,62.43429334975377,6.395860689090468,1.0,5.3,5101,low,65.0,1
8349,Milk Bar,SKATEFLUKAIA 1B,6002.0,62.4744062,6.155797,1.0,7.1,"2052,5052",low,60.0,1
8350,Happy Elefant,Kongens gate 19,6002.0,62.4744125,6.1566436,1.0,8.6,"2052,5052",low,84.0,1
8353,4341 Apotekergata 5,APOTEKERGATA 5,6004.0,62.4720649,6.1521511,1.0,6.6,3055,low,90.0,1
8358,Kk Mat As,Spjelkavikvegen 50,6010.0,62.462791659006506,6.364202726708152,1.0,7.6,4042,low,55.0,1
8401,FAGERLIA VGS KANTINE,Gangstøvikvegen 27,6009.0,62.474352262571806,6.228213757635945,1.0,8.6,0,med,73.0,2
8408,Hotel Brosundet Bryggen,APOTEKERGATA 1-3,6004.0,62.4722192,6.1522983,1.0,12.9,"2103,5052",low,102.0,1
8436,Tingstad As Kantine,Breivika Industriveg 4,6018.0,62.47369891068308,6.336660413217405,1.0,8.3,1052,low,45.0,1
8437,Grimmergata 5 As Kantine,Grimmergata 5,6002.0,62.47247093894796,6.157174257649131,1.0,9.6,3051,low,50.0,1
8443,Selecta Norway Avd Ålesund,Solavågsvegen 5,6037.0,62.4246541,6.3055775,1.0,3.4,2401,low,19.0,1
8473,Evergreens,Rasmus Rønnebergs gate 6,6002.0,62.4712466,6.1538577,1.0,4.6,"2051,5051",low,61.0,1
8475,Mf Sunnylvsfjord 100004,Stranda Ferjekai,6200.0,62.30913593228336,6.9491812596106,1.0,6.1,1601,low,21.0,2
8478,Vard Group Skansekaia 422571,Skansekaia 2,6002.0,62.4752591,6.1530952,1.0,8.0,"2051,5052",med,89.0,1
8479,Spisestua Kafe Og Restaurant,Moavegen 1,6018.0,62.466442,6.351237,1.0,6.1,"2107,4101,5101",low,150.0,1
8515,Xl Food Company,Valderøyvegen 154,6050.0,62.50062160364329,6.1098802800784275,1.0,9.5,5751,low,72.0,2
8517,Vinterhagen,Langelandsvegen 25,6018.0,62.465082,6.35152,1.0,10.3,"2107,5101",high,105.0,1
8527,"Borgund Vgs, Rest.og Matfag",Yrkesskolevegen 20,6011.0,62.4683690434248,6.372648570889469,1.0,5.4,1052,low,50.0,1
8531,Iss 422547 Tussa Hovdebygda,Langemyra 6,6160.0,62.17891026564585,6.083576499707371,1.0,6.4,"1501,4502",low,72.0,2
8534,Burger King Ålesund Avd.5049,KIPERVIKGATA 5,6003.0,62.4719148,6.1593252,1.0,6.0,"2103,5054",low,98.0,1
8551,Fisketorget Avd Sentrum,Keiser Wilhelms gate 26,6002.0,62.4712141,6.1588682,1.0,10.8,"2101,4041",med,96.0,1
8555,Zuuma,Kongensgate 13,6002.0,62.473882226949385,6.156548313217408,1.0,4.9,5051,med,85.0,1
8559,Hotel Noreg,KONGENS GATE 27,6002.0,62.4755287,6.1560491,1.0,7.3,"2052,4101",med,85.0,1
8562,"Elektroimportøren Norge As,åle",Smibakken 10,6018.0,62.47265866493499,6.3415964420535404,1.0,3.7,3102,low,22.0,1
8564,Seafood Farmers Of Norway,Oksneset,6050.0,62.523787327689085,6.1358626113672035,1.0,6.3,3751,high,51.0,2
8570,Hotel 1904 As,Løvenvoldgata,6002.0,62.4729228,6.1581093,1.0,13.5,"2101,5051",high,98.0,1
8576,JOHNNY KIOSK SKATEFLUA,Skateflutkaia 4,6002.0,62.474569437370754,6.155305801816951,1.0,8.6,0,med,38.0,2
